family,spearman_geodesic_kmer
adam_metallopeptidase,0.5713624379251695
adamts_metallopeptidase,0.4702700864837445
adrenoceptor,0.7466072780849082
alcohol_dehydrogenase,0.4157580387526911
aldehyde_dehydrogenase,0.4099668146846059
aldo_keto_reductase,0.46973663265414284
alkaline_phosphatase,0.3524787905592858
arachidonate_lipoxygenase,0.6549964983924829
arf_gtpase,0.5830540847887249
carbonic_anhydrase,0.480614862064492
cxc_chemokine_receptor,0.6366134868724127
cytochrome_p450,0.5831253692212656
dopamine_receptor,0.6108339717994349
ectonucleotide_pyrophosphatase,0.592424756552059
ferritin,0.6306711722217555
flavin_monooxygenase,0.41539150955034954
globins,0.7180854183502824
glutamate_metabotropic,0.44438388321742317
glutaredoxin,0.7011216337806407
glutathione_peroxidase,0.7388710463449677
glutathione_s_transferase,0.5614706734382428
guanylate_binding_protein,0.6601449275362319
heme_oxygenase,0.7207961849471283
histamine_receptor,0.653810689653934
histone_deacetylase_classI,0.448702295589154
histone_h4,0.521850613154961
hox,0.7419828067953417
m14_carboxypeptidase,0.583348395684036
matrix_metalloproteinase,0.633479682616579
metallothionein,0.7080004890878105
muscarinic_receptor,0.7745051081889617
nadph_oxidase,0.4347239894829717
nitric_oxide_synthase,0.7057174532739211
olfactory_receptors,0.6524415553609313
opsins,0.6297512764666019
p2y_receptor,0.6177780782078041
peroxidase,0.49442238830851026
peroxiredoxin,0.6448321169680776
phosphodiesterase,0.5226751128219678
rab_gtpase,0.5624834132141242
ras_gtpases,0.6252158800531445
rho_gtpase,0.6336409287517779
serine_protease,0.5449719841663226
serotonin_receptor,0.6162349345123199
steap_metalloreductase,0.4736482014145465
sulfotransferase,0.5265391006520236
taste2_receptor,0.6286573458364092
udp_glucuronosyltransferase,0.3890451497403369
