family,spearman_geodesic_patristic
adam_metallopeptidase,0.518044650804725
adamts_metallopeptidase,0.4586159141687496
adrenoceptor,0.809196347628921
alcohol_dehydrogenase,0.4524967011598027
aldehyde_dehydrogenase,0.4176637172136402
aldo_keto_reductase,0.4274370039115444
alkaline_phosphatase,0.17252355487649604
arachidonate_lipoxygenase,0.6346080289951465
arf_gtpase,0.557587688153934
carbonic_anhydrase,0.5414297696313864
cxc_chemokine_receptor,0.6234212207579823
cytochrome_p450,0.56044431224684
dopamine_receptor,0.5867398070236267
ectonucleotide_pyrophosphatase,0.6160265044069275
ferritin,0.6876636461267941
flavin_monooxygenase,0.4356545344761507
globins,0.7145237511486551
glutamate_metabotropic,0.42073576197866724
glutaredoxin,0.7387460450081579
glutathione_peroxidase,0.5355512875691656
glutathione_s_transferase,0.42934066508709023
guanylate_binding_protein,0.7208827404479577
heme_oxygenase,0.6861496993572466
histamine_receptor,0.5581347667741232
histone_deacetylase_classI,0.31379710271286126
hox,0.6930263909898263
m14_carboxypeptidase,0.5776036192638132
matrix_metalloproteinase,0.5835153597945059
metallothionein,0.4377166856120015
muscarinic_receptor,0.7514847877267065
nadph_oxidase,0.38453074027716355
nitric_oxide_synthase,0.6489260654193485
olfactory_receptors,0.6100483607974695
opsins,0.5772323312870806
p2y_receptor,0.5489215403273804
peroxidase,0.4438210138878283
peroxiredoxin,0.5834166896728453
phosphodiesterase,0.44742541112310846
rab_gtpase,0.5266171769012149
ras_gtpases,0.5521767978202842
rho_gtpase,0.5886559568844958
serine_protease,0.5187884891036688
serotonin_receptor,0.5624704901276543
steap_metalloreductase,0.34490933803871143
sulfotransferase,0.4792575338413031
taste2_receptor,0.6229570987481545
udp_glucuronosyltransferase,0.4777009977544737
