family,spearman_geodesic_speciestree
adam_metallopeptidase,0.36261767623495017
adamts_metallopeptidase,0.30329221612726426
adrenoceptor,0.6344613892160619
alcohol_dehydrogenase,0.20075699701368147
aldehyde_dehydrogenase,0.31911613147421036
aldo_keto_reductase,0.41799039589669673
alkaline_phosphatase,0.395587900231863
arachidonate_lipoxygenase,0.519491607476901
arf_gtpase,0.3728659476298319
carbonic_anhydrase,0.32489374599836296
cxc_chemokine_receptor,0.4141999388061763
cytochrome_p450,0.46579600417447603
dopamine_receptor,0.4462081308727213
ectonucleotide_pyrophosphatase,0.39147537667913035
ferritin,0.33223462579426305
flavin_monooxygenase,0.411750160587488
globins,0.3427475878660024
glutamate_metabotropic,0.2420852241135486
glutaredoxin,0.3592661599818582
glutathione_peroxidase,0.3778987566271459
glutathione_s_transferase,0.26889639547208016
guanylate_binding_protein,0.3885375494071146
heme_oxygenase,0.3377565830396019
histamine_receptor,0.28042538270015455
histone_deacetylase_classI,0.26746683683285916
histone_h4,-0.16348144609014176
hox,0.52874890154905
m14_carboxypeptidase,0.39867068271955586
matrix_metalloproteinase,0.46610356342878395
metallothionein,0.4236238658829872
muscarinic_receptor,0.6492922093957691
nadph_oxidase,0.2696461719545549
nitric_oxide_synthase,0.47911389139916655
olfactory_receptors,0.42689819899321324
opsins,0.2594335843774723
p2y_receptor,0.3956330418756055
peroxidase,0.4382600096705751
peroxiredoxin,0.4970567971402812
phosphodiesterase,0.3774165403258067
rab_gtpase,0.3387145594638546
ras_gtpases,0.3750804030674187
rho_gtpase,0.4017195271058743
serine_protease,0.45971496898121206
serotonin_receptor,0.5239557178615336
steap_metalloreductase,0.4196095900169507
sulfotransferase,0.37498903062795996
taste2_receptor,0.47702222258908233
udp_glucuronosyltransferase,0.548904823637444
