site_set,condition,gc_class,n_sites_per_gene,level,base_level,d_A_n_genes,d_A_mean,d_A_median,d_A_sd,d_A_q25,d_A_q75,d_A_frac_improved
platy_not_human,add_a0.5,gc_up,89.4235849463037,49.00256455728076,44.37142860462797,400,4.631135952652785,4.584148565023021,6.948238179271353,0.4532539486177604,8.284207628747268,0.77
platy_not_human,add_a0.5,gc_down,55.34256459512709,32.558783308150815,36.53442025787548,400,-3.975636949724654,-3.781455338750476,6.887223716966939,-8.144266808903238,0.0504491154777007,0.2525
platy_not_human,add_a0.5,gc_neutral,44.89334768009768,43.690229377617534,42.23676446722318,400,1.453464910394352,0.9581143494187004,7.057509855484022,-2.4849125526738085,5.5177816898743455,0.5675
platy_not_human,add_a0.5_L24,gc_up,89.39259158549783,45.44842375387745,44.37142860462797,400,1.0769951492494831,1.0526174121872849,6.264278538146836,-2.4471590615627994,4.838624631272404,0.5775
platy_not_human,add_a0.5_L24,gc_down,55.41762426115551,34.42592775194039,36.53442025787548,400,-2.108492505935085,-1.839750066866774,6.928998642143619,-6.336576082936785,2.329444825359513,0.375
platy_not_human,add_a0.5_L24,gc_neutral,44.94225632006882,42.91294450189973,42.23676446722318,400,0.6761800346765537,0.429702878877741,6.81677162871688,-3.479119640479702,4.556748046098537,0.54
platy_not_human,add_a1.0,gc_up,89.53805916305915,53.79720560987383,44.37142860462797,400,9.425777005245852,8.421511600938832,8.362551613500619,3.9956569494766967,13.788857343396453,0.9075
platy_not_human,add_a1.0,gc_down,55.17779507298258,29.018506654050807,36.53442025787548,400,-7.515913603824668,-7.216410480925916,7.325826898787729,-12.404381941556824,-2.677133510602964,0.145
platy_not_human,add_a1.0,gc_neutral,44.89296703296703,44.81254857257578,42.23676446722318,400,2.5757841053526027,1.8446595838383573,7.304393962297888,-2.0993367343042184,6.0471596223472766,0.6175
platy_not_human,add_a1.0_L24,gc_up,89.42015746753248,46.38367203649539,44.37142860462797,400,2.0122434318674096,2.1158022781803645,6.422253577148696,-2.565302696876799,5.997211193917389,0.605
platy_not_human,add_a1.0_L24,gc_down,55.43825880022756,34.46914175037391,36.53442025787548,400,-2.0652785075015654,-1.9889480505453427,7.003012040496124,-6.085109627589374,2.230936678305099,0.375
platy_not_human,add_a1.0_L24,gc_neutral,44.96787480921856,43.1221168931346,42.23676446722318,400,0.885352425911422,1.099583889626036,7.028754368595594,-3.1542112025631948,4.358709475693109,0.5825
platy_not_human,add_a2.0,gc_up,89.91009032287158,59.49423967085935,44.37142860462797,400,15.122811066231383,13.996260229626792,10.67665828181126,7.579947444302471,22.024510233383477,0.935
platy_not_human,add_a2.0,gc_down,55.05762501040626,22.083990035444245,36.53442025787548,400,-14.450430222431228,-13.831026891502669,9.718948191856216,-21.1227537057191,-8.125285045826498,0.065
platy_not_human,add_a2.0,gc_neutral,44.95179513888888,45.75070137225874,42.23676446722318,400,3.513936905035562,3.3055554668847087,10.163343097102524,-2.786106988712209,9.311485008070022,0.645
platy_not_human,add_a2.0_L24,gc_up,89.38809061077811,49.02768514436632,44.37142860462797,400,4.6562565397383375,4.166222711255671,8.042244536469358,-0.4316250671435586,8.755790579853839,0.7325
platy_not_human,add_a2.0_L24,gc_down,55.42004853132978,32.77003005070991,36.53442025787548,400,-3.764390207165557,-3.3129322312401577,7.924947075005065,-8.923868941443356,1.6413872979208737,0.31
platy_not_human,add_a2.0_L24,gc_neutral,44.96061613386613,43.98806278781048,42.23676446722318,400,1.7512983205872985,1.5887295631198122,7.788548942845791,-2.4820887757853,5.699042539550721,0.6075
platy_not_human,add_a3.0,gc_up,90.10656266996892,61.953789860815206,44.37142860462797,400,17.582361256187227,16.816830384053276,11.722641249906996,8.500959835875392,25.442519711141387,0.9475
platy_not_human,add_a3.0,gc_down,54.956971074064825,18.92996110701255,36.53442025787548,400,-17.60445915086292,-17.34022702925747,11.083968108737915,-25.79438875603084,-9.33830098704971,0.04
platy_not_human,add_a3.0,gc_neutral,45.03501593545343,46.04703790603675,42.23676446722318,400,3.810273438813571,3.364809081527348,11.731125986256265,-2.7296371456128847,10.037121163226471,0.6575
platy_not_human,add_a3.0_L24,gc_up,89.59348802239427,51.7722409574868,44.37142860462797,400,7.400812352858816,6.124204693821884,9.416915332359055,0.8090378139176995,12.953374693196867,0.79
platy_not_human,add_a3.0_L24,gc_down,55.34131433150184,30.01331993548161,36.53442025787548,400,-6.521100322393858,-5.954319716889095,8.405267461656846,-11.588251108675614,-1.0940397732702838,0.195
platy_not_human,add_a3.0_L24,gc_neutral,44.95519683441558,44.90646117819749,42.23676446722318,400,2.669696710974313,1.79718269556313,8.276688239813817,-2.190835691494767,6.459471857069104,0.6325
platy_not_human,add_a4.0,gc_up,90.23784166527916,63.26775685959719,44.37142860462797,400,18.896328254969216,18.448577775166257,11.833804658600172,9.948592168964185,27.218002496869268,0.9625
platy_not_human,add_a4.0,gc_down,55.02280059176934,16.36132531296969,36.53442025787548,400,-20.17309494490578,-19.10716374232284,12.318313495000254,-29.613009052508502,-10.986769937613746,0.0325
platy_not_human,add_a4.0,gc_neutral,45.06105338064714,46.06351005002805,42.23676446722318,400,3.8267455828048766,3.869261940978044,12.394510857920444,-2.721177944862154,10.039077732753078,0.6575
platy_not_human,add_a4.0_L24,gc_up,89.6823013791764,54.51616014244629,44.37142860462797,400,10.144731537818313,9.443992308472868,9.929361869980278,3.2056219338599927,15.346671369064078,0.8725
platy_not_human,add_a4.0_L24,gc_down,55.28571811174936,27.23397592470638,36.53442025787548,400,-9.30044433316909,-9.629680674017058,9.569371110253256,-15.574203667953672,-3.002572786040705,0.1525
platy_not_human,add_a4.0_L24,gc_neutral,44.98329653679653,45.22103762050334,42.23676446722318,400,2.9842731532801587,2.026459421152282,9.153577576417574,-3.013706051938424,7.295681809084698,0.615
platy_not_human,add_cone_removed_a1.0,gc_up,89.53053565878567,54.06144974928878,44.37142860462797,400,9.690021144660813,8.840713482917792,8.175535822526944,4.872946136977337,13.934151372507536,0.9125
platy_not_human,add_cone_removed_a1.0,gc_down,55.232881111943605,28.48829798800032,36.53442025787548,400,-8.046122269875154,-7.460536353562347,7.927304472924712,-13.4362211638792,-2.880255616835595,0.14
platy_not_human,add_cone_removed_a1.0,gc_neutral,44.90539118867244,44.941232744891096,42.23676446722318,400,2.704468277667916,2.2132898125133416,7.5023293758346785,-2.024475524475525,6.362266465679877,0.63
platy_not_human,add_gc_removed_a1.0,gc_up,89.00360598776224,43.37333473315723,44.37142860462797,400,-0.9980938714707476,-1.2204933729997691,6.738697338353553,-5.0810051416369175,3.0678953170775385,0.3975
platy_not_human,add_gc_removed_a1.0,gc_down,55.45189302017427,40.49633128947556,36.53442025787548,400,3.961911031600093,3.80590846448138,7.29097139087432,-0.7153437848792263,8.333159806316324,0.6875
platy_not_human,add_gc_removed_a1.0,gc_neutral,44.821386967199466,43.28307193449697,42.23676446722318,400,1.0463074672737895,0.8978057349795492,7.585613974228536,-3.4765866873065026,4.723992427423227,0.555
platy_not_human,add_gc_removed_a1.0_L24,gc_up,89.18732661435786,43.295708336094286,44.37142860462797,400,-1.0757202685336895,-1.300246223171449,6.348393960356609,-5.063452362395829,2.668814556800996,0.405
platy_not_human,add_gc_removed_a1.0_L24,gc_down,55.56169707722833,39.23527310694506,36.53442025787548,400,2.7008528490695887,2.530060171634471,7.541487579934052,-2.346530570754023,7.431581468250782,0.635
platy_not_human,add_gc_removed_a1.0_L24,gc_neutral,44.90822283272282,42.53597508363809,42.23676446722318,400,0.2992106164149181,0.127112008418873,6.820254336071902,-3.8761755919769616,4.178747436390591,0.5025
platy_not_human,add_own,gc_up,89.5906413412976,53.98310401039127,44.37142860462797,400,9.611675405763304,8.802849798192149,8.886497437654981,4.151580812700989,13.905535634547476,0.875
platy_not_human,add_own,gc_down,55.20860368104118,28.45191798713501,36.53442025787548,400,-8.082502270740465,-7.408185161746648,7.787640195079071,-12.84449781407297,-3.230484407037415,0.13
platy_not_human,add_own,gc_neutral,44.873888545482295,45.32197741972796,42.23676446722318,400,3.08521295250477,2.3401321547675096,7.9453045882301,-1.7634651036764524,7.114645002937916,0.6325
platy_not_human,add_own_L24,gc_up,89.34171725149851,47.04234587616696,44.37142860462797,400,2.670917271538982,2.055420896128272,7.355649098322289,-1.6168481162107255,7.251800456484449,0.6375
platy_not_human,add_own_L24,gc_down,55.463602064602064,34.171999641797214,36.53442025787548,400,-2.362420616078257,-2.514662601721003,7.42179663814634,-7.552943437704791,2.8603369014613227,0.3775
platy_not_human,add_own_L24,gc_neutral,44.97963349497724,43.24757253446185,42.23676446722318,400,1.0108080672386703,0.9227610795451112,7.385997134102331,-3.269013997274868,5.4622874455586015,0.5425
platy_not_human,cross_gene_a1.0,gc_up,89.56104897186147,53.67584043294959,44.37142860462797,400,9.304411828321616,8.093041208064928,8.210519138889994,3.973996938688524,12.997393635730798,0.915
platy_not_human,cross_gene_a1.0,gc_down,55.20623460914086,28.768594967561413,36.53442025787548,400,-7.765825290314057,-7.397657551013024,8.067735818099443,-13.290308806449412,-2.732971848961463,0.1575
platy_not_human,cross_gene_a1.0,gc_neutral,44.93519707722832,45.50914170271167,42.23676446722318,400,3.272377235488495,2.8899649384696566,8.065561668932855,-1.8651554712914429,7.735013690226818,0.6525
platy_not_human,panel_other_k5,gc_up,89.5060603528416,52.38892155551242,44.37142860462797,400,8.01749295088444,7.022919500994201,8.959231445994583,1.787604688816618,12.703264018786715,0.8325
platy_not_human,panel_other_k5,gc_down,55.257256278443776,29.85346219394009,36.53442025787548,400,-6.68095806393539,-6.462037269843021,8.410786240588997,-11.379868092233275,-1.6227919881221933,0.19
platy_not_human,panel_other_k5,gc_neutral,44.908289186507936,44.01890755398117,42.23676446722318,400,1.7821430867579964,1.4310920743186737,7.596658207154904,-2.734506176322608,6.397118081080346,0.595
platy_not_human,panel_same_k5,gc_up,89.4599262889888,51.45881696749334,44.37142860462797,400,7.087388362865373,6.293510033541445,9.31184534208986,0.8107664971245496,12.210128434355962,0.78
platy_not_human,panel_same_k5,gc_down,55.243770424020425,30.97825963543997,36.53442025787548,400,-5.556160622435498,-4.404700358967212,10.430075748593358,-12.270449959263455,1.6394625900780575,0.305
platy_not_human,panel_same_k5,gc_neutral,44.89778562409813,44.84953233829113,42.23676446722318,400,2.6127678710679487,1.8191311612364205,7.877687154718485,-2.401316941466739,7.416966272048311,0.6175
platy_not_human,random_a0.5,gc_up,89.28463385572759,44.47752617870829,44.37142860462797,400,0.1060975740803177,0.4432937278627928,5.990079276721639,-3.515341798547203,3.871322252301945,0.525
platy_not_human,random_a0.5,gc_down,55.48239808455433,35.92303679500847,36.53442025787548,400,-0.6113834628670017,-0.5835236078176909,7.187433086048016,-4.791942174148615,3.6784162434931833,0.4525
platy_not_human,random_a0.5,gc_neutral,44.918738997114,42.493289238563335,42.23676446722318,400,0.2565247713401637,0.3136922074488133,6.61797265103463,-3.0487689257503483,3.968753060664824,0.52
platy_not_human,random_a1.0,gc_up,89.24715619449995,44.41641344291507,44.37142860462797,400,0.0449848382870962,0.3102208003766709,6.296505700034346,-3.6767258312210114,3.8559997578207312,0.52
platy_not_human,random_a1.0,gc_down,55.44065376984126,36.1905917301161,36.53442025787548,400,-0.3438285277593692,-0.0971364726851451,6.7879523208597865,-4.513176365788421,3.671568627450979,0.4875
platy_not_human,random_a1.0,gc_neutral,44.91828726481852,42.596007713004965,42.23676446722318,400,0.3592432457817884,0.470448207045905,6.916466719520681,-3.311028760813548,4.371144836929084,0.53
platy_not_human,random_a1.0_L24,gc_up,89.34589016885893,44.354202112528256,44.37142860462797,400,-0.0172264920997194,-0.0281993934524749,6.484476662890013,-4.060740782410884,4.036361933478863,0.4975
platy_not_human,random_a1.0_L24,gc_down,55.47691469294594,35.45722631213977,36.53442025787548,400,-1.0771939457357025,-0.9030961791831352,6.970808864469137,-5.202322098039561,3.335167411083467,0.4275
platy_not_human,random_a1.0_L24,gc_neutral,44.87531101190476,42.21924664696214,42.23676446722318,400,-0.0175178202610373,0.2307273154544766,7.047557670287518,-3.976712797678848,3.6494028420423374,0.515
platy_not_human,random_a2.0,gc_up,89.29927148199022,44.018273327019486,44.37142860462797,400,-0.3531552776084817,0.1979133358491562,6.924506771861505,-4.293174495905234,3.704275129034482,0.515
platy_not_human,random_a2.0,gc_down,55.448470210345214,36.690490163544624,36.53442025787548,400,0.15606990566915,0.0529289004779656,7.5136691309691805,-4.746424266926279,4.603215714513773,0.5025
platy_not_human,random_a2.0,gc_neutral,44.95047023809524,42.57415136148861,42.23676446722318,400,0.337386894265433,0.4644254607065257,7.3543796661849665,-3.252088554720136,3.8615542624674495,0.5275
private,add_a0.5,gc_up,22.67260267857143,45.38318278508349,41.22955673674492,394,4.153626048338572,4.465495744565512,11.975029896616617,-1.3504114447002884,10.363562091503267,0.6852791878172588
private,add_a0.5,gc_down,15.18009923063048,30.14037865832783,34.0161964380716,395,-3.875817779743781,-3.504429105522433,10.616586762732249,-10.0,2.662698412698408,0.3215189873417721
private,add_a0.5,gc_neutral,16.33061687271062,41.86512746209952,39.95829358341872,395,1.9068338786807948,1.3301336344814558,9.77447926031761,-3.868131868131865,8.224534161490677,0.5620253164556962
private,add_a0.5_L24,gc_up,22.690308441558447,42.23612427240746,41.22955673674492,394,1.0065675356625434,1.5792239023400043,11.901928369384912,-4.770440043272856,7.125371360665478,0.5482233502538071
private,add_a0.5_L24,gc_down,15.197209693084693,31.880489952119184,34.0161964380716,395,-2.1357064859524213,-2.333333333333332,10.646718182448478,-7.94949494949495,4.631868131868131,0.4075949367088607
private,add_a0.5_L24,gc_neutral,16.359698627761126,40.62275509046317,39.95829358341872,395,0.664461507044447,0.3232323232323217,9.906198298825188,-6.253374016531911,7.386456336920737,0.5063291139240507
private,add_a1.0,gc_up,22.692715773809525,50.469851051653976,41.22955673674492,394,9.240294314909043,9.508424908424914,14.134104227501217,2.7911142462850167,15.32198438816086,0.817258883248731
private,add_a1.0,gc_down,15.139308594183596,26.799147687197976,34.0161964380716,395,-7.217048750873634,-7.346960405783935,10.82564582817897,-14.604700854700855,-0.0949062379268301,0.2177215189873417
private,add_a1.0,gc_neutral,16.311475503663004,42.75742148598287,39.95829358341872,395,2.799127902564143,2.418809948221714,11.095448784972874,-3.979949874686716,9.41004731702406,0.5772151898734177
private,add_a1.0_L24,gc_up,22.66303273809524,42.72793393150787,41.22955673674492,394,1.4983771947629474,1.8300571804546788,11.722683286626822,-4.550109984982408,8.325501253132828,0.5736040609137056
private,add_a1.0_L24,gc_down,15.215616439116438,32.25555796079856,34.0161964380716,395,-1.760638477273048,-0.7272727272727266,11.07274165121885,-8.664799253034545,4.924242424242426,0.4430379746835443
private,add_a1.0_L24,gc_neutral,16.334740728021977,41.04624109132951,39.95829358341872,395,1.087947507910786,1.1891963109354435,10.23094495129514,-4.649114774114771,6.666666666666661,0.5443037974683544
private,add_a2.0,gc_up,22.80219345238095,57.23558925226548,41.22955673674492,394,16.006032515520552,16.095631234950115,14.740794745087577,6.7365617025717,23.804855275443515,0.8781725888324873
private,add_a2.0,gc_down,15.111862661643912,21.57934173427406,34.0161964380716,395,-12.436854703797549,-12.0,12.793354961885653,-21.210901027077497,-4.340867955573836,0.1518987341772152
private,add_a2.0,gc_neutral,16.354411706349207,43.88218546161613,39.95829358341872,395,3.923891878197409,3.333333333333336,14.03873618012873,-4.07728494623656,11.813852813852815,0.6
private,add_a2.0_L24,gc_up,22.668632097069597,45.96167742570052,41.22955673674492,394,4.732120688955601,3.850575724360894,12.38632556369816,-1.624627300011758,11.075034620397526,0.6776649746192893
private,add_a2.0_L24,gc_down,15.167807817182815,30.82966867858988,34.0161964380716,395,-3.186527759481729,-3.272727272727277,11.876219974593395,-10.12121212121212,3.971783047870004,0.3620253164556962
private,add_a2.0_L24,gc_neutral,16.330327533577535,41.98762425441165,39.95829358341872,395,2.029330670992932,1.312546071059998,11.27324220014874,-3.6237373737373737,8.27012024440722,0.5569620253164557
private,add_a3.0,gc_up,22.83665854978355,60.50631232532725,41.22955673674492,394,19.27675558858233,18.7689393939394,18.09125630126317,9.005189255189254,28.87005442789706,0.883248730964467
private,add_a3.0,gc_down,15.063226315351317,18.99263857336961,34.0161964380716,395,-15.023557864701996,-14.727272727272734,14.463134446591786,-25.791777709734365,-4.625,0.1392405063291139
private,add_a3.0,gc_neutral,16.36333630952381,45.24600611080079,39.95829358341872,395,5.287712527382066,4.404761904761905,16.30048965027631,-4.184909665426481,13.83194391815081,0.640506329113924
private,add_a3.0_L24,gc_up,22.68940665584416,48.81291569123172,41.22955673674492,394,7.583358954486795,6.659932659932657,15.04367514928076,0.0,15.11845932705066,0.7411167512690355
private,add_a3.0_L24,gc_down,15.182242368742369,28.92035069587005,34.0161964380716,395,-5.095845742201553,-4.952380952380956,11.963503028664,-12.666666666666668,1.6904761904761916,0.3088607594936708
private,add_a3.0_L24,gc_neutral,16.353281655844157,43.641395846048766,39.95829358341872,395,3.6831022626300434,2.6666666666666714,11.94321709461203,-3.4384236453201997,9.493900302595954,0.6253164556962025
private,add_a4.0,gc_up,22.89348484848485,62.346988671276456,41.22955673674492,394,21.117431934531535,20.827718175544263,16.709543120824467,10.923600928641251,30.777115299561125,0.9263959390862944
private,add_a4.0,gc_down,15.064789744977244,16.179046152829397,34.0161964380716,395,-17.837150285242206,-17.633477633477636,15.752863441916215,-28.661492374727665,-6.975490196078432,0.1088607594936708
private,add_a4.0,gc_neutral,16.395652586996338,45.73791841909101,39.95829358341872,395,5.779624835672285,5.0,17.123640204586444,-4.348205071502285,13.603775853775854,0.6556962025316456
private,add_a4.0_L24,gc_up,22.74009523809524,51.87020648599768,41.22955673674492,394,10.640649749252766,9.93145012881855,16.38139497742945,2.8979593258561884,17.728414276267685,0.8223350253807107
private,add_a4.0_L24,gc_down,15.148883547008548,26.478158435732077,34.0161964380716,395,-7.538038002339534,-7.837301587301589,12.986065128270448,-15.167332667332673,0.1132673201638656,0.2531645569620253
private,add_a4.0_L24,gc_neutral,16.362636408730157,43.77733665336851,39.95829358341872,395,3.819043069949788,3.4483490365843323,12.675899860896958,-4.504643206256112,10.917077175697866,0.6075949367088608
private,add_cone_removed_a1.0,gc_up,22.69829761904761,51.10002272972893,41.22955673674492,394,9.870465992984014,9.76107226107226,13.05498670993166,3.2878787878787907,16.90359477124183,0.8248730964467005
