panel,layer,layer_name,v_norm,v_norm_over_mean_delta_norm,delta_norm_median,delta_norm_cv,loo_mean,loo_median,loo_std,loo_min,loo_max,loo_frac_pos,loo_frac_gt25,coherence,coherence_isotropic_floor,split_median,split_p2.5,split_p97.5,null_signflip_loo_median,null_signflip_coherence_median,null_mismatch_loo_median,null_mismatch_coherence_median,null_mismatchpool_loo_median,null_mismatchpool_coherence_median,p_signflip_loo,p_signflip_coherence,p_mismatch_loo,p_mismatch_coherence,p_mismatchpool_loo,p_mismatchpool_coherence
strat400,0,blocks.0,0.0066435241962278,0.6082550588034604,0.009260175123825,0.6097433807574552,0.4724503763559952,0.7844591444325277,0.6061079933065747,-0.93432061152318,0.987352670246444,0.775,0.735,0.4792475936802923,0.05,0.99656642022247,0.9921812719760597,0.9981061678710004,0.0065290458010137,0.0429786915883319,0.4724503763560003,0.4792475936802981,0.2756225850922287,0.2842706498251802,0.0004997501249375,0.0004997501249375,1.0,1.0,0.0004997501249375,0.0004997501249375
strat400,1,blocks.1,0.0151027554492642,0.4770856261291131,0.0288371202489734,0.4479391902685536,0.403683298763638,0.5577218896442888,0.4163951167552769,-0.7128829369932209,0.9382741810948964,0.81,0.7125,0.4132801384216635,0.05,0.9872744987572024,0.9717403406497126,0.992540822860666,-0.0016920537421087,0.0461685010450072,0.4036832987636383,0.4132801384216639,0.2572002837141794,0.2668964992891506,0.0004997501249375,0.0004997501249375,1.0,1.0,0.0004997501249375,0.0004997501249375
strat400,2,blocks.2,0.0614421244167494,0.5720478402225353,0.0461661036946384,1.7584946108347528,0.2852275242056549,0.2818819270057587,0.56207118605439,-0.963748453332087,0.9879880866317562,0.7375,0.5225,0.3570912732277959,0.05,0.9966754051575772,0.9750375007651344,0.9990616937765656,0.0041309465777198,0.0443649118349861,0.2852275242056537,0.3570912732277693,0.0372857135734377,0.0562576729055749,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,3,blocks.3,0.0633886402874398,0.4915603336719681,0.0719574508434042,1.4122245183313409,0.2711309169758206,0.226364021303335,0.4558292224191214,-0.933763942025918,0.9616884573111718,0.77,0.47,0.3246744543631504,0.05,0.9921799826721128,0.9581498329125858,0.9960473954168092,0.002772491354333,0.0470691261092025,0.2711309169758205,0.3246744543631462,0.0439933990365516,0.0661236666171985,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,4,blocks.4,0.0304194426155278,0.3826372998630327,0.0684601856860025,0.548538484920015,0.3353211845935596,0.3837337036046501,0.263926813146164,-0.4484065957142285,0.8151828699806126,0.88,0.68,0.3489293518217033,0.05,0.9733731627803596,0.9280719180350248,0.9839386960518474,-0.0012650920320685,0.0479352906170162,0.3353211845935599,0.3489293518217037,0.1162992502825941,0.1429294977232332,0.0004997501249375,0.0004997501249375,1.0,1.0,0.0004997501249375,0.0004997501249375
strat400,5,blocks.5,0.0395712320646566,0.4075952964899326,0.0868149390181557,0.4833165578667869,0.3666447908937027,0.4279676582167033,0.253029837753279,-0.4979313051925408,0.8176848204083319,0.91,0.705,0.3765963708117666,0.05,0.9752705550188168,0.943250523662046,0.9856611871173242,-0.000912011090212,0.0479357389796908,0.3666447908937046,0.3765963708117685,0.1416659271062133,0.1635532311401918,0.0004997501249375,0.0004997501249375,1.0,1.0,0.0004997501249375,0.0004997501249375
strat400,6,blocks.6,0.049280217972496,0.4174639387661626,0.1085756043893345,0.4118464425188309,0.3782148429798713,0.4241771054208461,0.254318931885299,-0.4398318481687189,0.8228033125026539,0.9025,0.7325,0.3847674708544902,0.05,0.976922736709262,0.955475165682256,0.9858843162169998,-0.0013323278769697,0.0480557344509912,0.3782148429798746,0.3847674708544935,0.158577629244581,0.1751550842500181,0.0004997501249375,0.0004997501249375,1.0,1.0,0.0004997501249375,0.0004997501249375
strat400,7,blocks.7,0.073093452063023,0.5004249402073015,0.1328647205911726,0.4546967836441629,0.4353813150785555,0.535696763022198,0.3526068320801842,-0.6715644093787527,0.895932546645992,0.8725,0.7325,0.440566234635733,0.05,0.9871392097064142,0.9756789929315962,0.9918403245714882,-0.0027092435760534,0.0466192104765802,0.4353813150785544,0.4405662346357319,0.1991422505912426,0.2109272003186064,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,8,blocks.8,0.1091034184224055,0.557001002976952,0.1681379322220089,0.5152954354709132,0.471000532413329,0.6061388093130984,0.4242254266070895,-0.8071137511126906,0.9303727171056474,0.8475,0.76,0.4754382373827791,0.05,0.9914165472430349,0.9832706954234136,0.9945104689794976,-0.003804230063892,0.0446234641670579,0.4710005324133323,0.4754382373827826,0.2274186430521836,0.2366058077412993,0.0004997501249375,0.0004997501249375,1.0,1.0,0.0004997501249375,0.0004997501249375
strat400,9,blocks.9,0.6886302885326179,0.5958408339369244,0.358790265339346,2.044847443698101,0.180110625990462,0.3004402606403876,0.7209032214362211,-0.9867403950657097,0.9967920606081748,0.5625,0.505,0.3035753496450335,0.05,0.998704154695411,0.9862504354324074,0.9997395072867086,0.0059701546290653,0.0424527163026774,0.1801106259904078,0.3035753496450123,0.0297586802916075,0.043730337957682,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,10,blocks.10,0.6775442514085248,0.5626546749074064,0.4376049655607088,1.9563307273435464,0.1765128899279782,0.1692671313176275,0.6707838296928206,-0.9757223949859016,0.9940608251766876,0.5575,0.475,0.314724597643869,0.05,0.997481779682854,0.974646185646801,0.9994281341217436,0.0060558898082329,0.0433135417901647,0.176512889927874,0.3147245976438809,0.0308207259039227,0.0473924469440658,0.0004997501249375,0.0004997501249375,0.0004997501249375,1.0,0.0004997501249375,0.0004997501249375
strat400,11,blocks.11,0.6690052369367204,0.5480578528816552,0.4610376899242548,1.9251493660360488,0.170406750657535,0.1319167606901605,0.6561638231788939,-0.972328727334552,0.9925988425004676,0.5525,0.4675,0.3161836924595508,0.05,0.9967451804650196,0.9702350948014636,0.9993122187821016,0.005671204826839,0.0435479846605041,0.170406750657538,0.3161836924595476,0.0304726790892595,0.0486529819215173,0.0004997501249375,0.0004997501249375,1.0,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,12,blocks.12,0.6592381226755198,0.530306173461754,0.4921099216108623,1.889896954096286,0.1628236912563374,0.1185021479847201,0.6421233537682633,-0.9650153820186924,0.991100148680072,0.54,0.4575,0.3200719034914201,0.05,0.9962363807961304,0.956681359823563,0.99916094621234,0.0067619596771968,0.0440223707574447,0.1628236912564792,0.3200719034913749,0.0294226180847621,0.0499788662516153,0.0004997501249375,0.0004997501249375,1.0,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,13,blocks.13,0.6483524803318673,0.5119427227122635,0.5110861095675174,1.8555740566535777,0.1531953121690235,0.0999221724140032,0.6275798183492814,-0.9611157407356026,0.9884814825595912,0.54,0.445,0.3137302584335083,0.05,0.9951649079024216,0.951257137508051,0.9989373069538126,0.0051256540302968,0.0438740891640159,0.1531953121690246,0.3137302584334853,0.0284284872078639,0.0509299649611298,0.0004997501249375,0.0004997501249375,1.0,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,14,blocks.14,0.6505293583390045,0.5121637538503957,0.5142176411756505,1.8520485620302936,0.1537617416750768,0.1025567857108919,0.625487430250776,-0.9598295372471016,0.9882648525052602,0.5475,0.445,0.3102233025800728,0.05,0.9948737652893592,0.953725207153717,0.9988346514234564,0.0067931190896788,0.0442240510915444,0.1537617416751039,0.3102233025800715,0.026749982264547,0.0498863920817059,0.0004997501249375,0.0004997501249375,1.0,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,15,blocks.15,0.6529513198710719,0.5093701688386887,0.5216247932974325,1.8397290249046347,0.1534759639294189,0.0976669007670444,0.6208755714624683,-0.9590883321356144,0.9875116590631312,0.5475,0.445,0.308187586491906,0.05,0.9949273441696408,0.9528518122936618,0.998749735841372,0.0062403331424478,0.0441684367077532,0.1534759639294287,0.3081875864918979,0.0275585469034485,0.0501579983286995,0.0004997501249375,0.0004997501249375,1.0,0.0004997501249375,0.0004997501249375,0.0004997501249375
strat400,16,blocks.16,0.6816540695446278,0.522519309279879,0.5160845789103015,1.8534603187611032,0.1545481921394166,0.1129514228426554,0.6310200164856631,-0.9678083179947744,0.9884128099167748,0.5525,0.455,0.2892856869590204,0.05,0.9962433436170616,0.9615593427794435,0.9987618659212276,0.0051688877759471,0.0441540323863975,0.1545481921394047,0.2892856869589871,0.0286106286754777,0.0466039703106327,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
