family,spearman_geodesic_kmer
adam_metallopeptidase,0.4134435120781388
adamts_metallopeptidase,0.24340039351681936
adrenoceptor,0.6843392918812491
alcohol_dehydrogenase,0.4198416556705326
aldehyde_dehydrogenase,0.2461392949061778
aldo_keto_reductase,0.3838315327057547
alkaline_phosphatase,0.24790586090895686
arachidonate_lipoxygenase,0.4782535171310676
arf_gtpase,0.46869650849690164
carbonic_anhydrase,0.40408777786627637
cxc_chemokine_receptor,0.7066674297265848
cytochrome_p450,0.4289454140911125
dopamine_receptor,0.5615937517426748
ectonucleotide_pyrophosphatase,0.35059139730349104
ferritin,0.6682817385711864
flavin_monooxygenase,0.2374129155317987
globins,0.6414826047051352
glutamate_metabotropic,0.29444416289384107
glutaredoxin,0.6384064937226137
glutathione_peroxidase,0.6159435435782229
glutathione_s_transferase,0.3829171917371236
guanylate_binding_protein,0.4485507246376811
heme_oxygenase,0.760522496371553
histamine_receptor,0.48680461789422874
histone_deacetylase_classI,0.24803066743308722
histone_h4,0.6954769867813346
hox,0.6552143670323846
m14_carboxypeptidase,0.35403136220362214
matrix_metalloproteinase,0.4578621450726646
metallothionein,0.3788297218427153
muscarinic_receptor,0.6520929482229266
nadph_oxidase,0.2281332069983294
nitric_oxide_synthase,0.6260375579257943
olfactory_receptors,0.5678400620096646
opsins,0.5368409688202238
p2y_receptor,0.5429594498265364
peroxidase,0.317274712748348
peroxiredoxin,0.527108523797214
phosphodiesterase,0.366875556738882
rab_gtpase,0.43273223943036654
ras_gtpases,0.5285692740831778
rho_gtpase,0.5221921571476636
serine_protease,0.3678853367945622
serotonin_receptor,0.5446119931688784
steap_metalloreductase,0.17391244703236267
sulfotransferase,0.30848423695096855
taste2_receptor,0.6014830954187059
udp_glucuronosyltransferase,0.19252938089836488
