family,spearman_geodesic_gc
adam_metallopeptidase,0.26757822978831797
adamts_metallopeptidase,0.2069421960583908
adrenoceptor,0.5447150833414051
alcohol_dehydrogenase,0.23201259968440233
aldehyde_dehydrogenase,0.15813345853741273
aldo_keto_reductase,0.31745416990436903
alkaline_phosphatase,0.2788428516296641
arachidonate_lipoxygenase,0.3178170651603408
arf_gtpase,0.3887996456438618
carbonic_anhydrase,0.2955514150794607
cxc_chemokine_receptor,0.506046950537497
cytochrome_p450,0.29550265385432706
dopamine_receptor,0.35353603678990014
ectonucleotide_pyrophosphatase,0.21672192862717368
ferritin,0.4018548586542674
flavin_monooxygenase,0.233001863935932
globins,0.48936357516075235
glutamate_metabotropic,0.2816555167032851
glutaredoxin,0.4763977297626649
glutathione_peroxidase,0.4344035129127154
glutathione_s_transferase,0.24608044553387462
guanylate_binding_protein,0.3072000043396661
heme_oxygenase,0.4487427365949597
histamine_receptor,0.24285184074653904
histone_deacetylase_classI,0.1678929560189544
histone_h4,0.7449536499268128
hox,0.46137210277303226
m14_carboxypeptidase,0.204708488758018
matrix_metalloproteinase,0.3142908910880583
metallothionein,0.1194122464160429
muscarinic_receptor,0.5031767689384258
nadph_oxidase,0.1033754325791142
nitric_oxide_synthase,0.4578644701205505
olfactory_receptors,0.3824256107859604
opsins,0.24686562267833825
p2y_receptor,0.27874094905808156
peroxidase,0.27928819225855217
peroxiredoxin,0.3947012716566703
phosphodiesterase,0.21210279627388137
rab_gtpase,0.2857130571979814
ras_gtpases,0.29602948049068184
rho_gtpase,0.3609897720348212
serine_protease,0.27085172232264315
serotonin_receptor,0.3228803908202228
steap_metalloreductase,0.286026562704601
sulfotransferase,0.18717335406017344
taste2_receptor,0.37145768848003197
udp_glucuronosyltransferase,0.0858212673686897
