family,spearman_geodesic_patristic
adam_metallopeptidase,0.37131112546321404
adamts_metallopeptidase,0.24298548193410255
adrenoceptor,0.7781666801686203
alcohol_dehydrogenase,0.4759358288770053
aldehyde_dehydrogenase,0.3120877418036624
aldo_keto_reductase,0.4198866249120959
alkaline_phosphatase,0.11265128060793694
arachidonate_lipoxygenase,0.5262227245803205
arf_gtpase,0.5085564214690008
carbonic_anhydrase,0.50206752531467
cxc_chemokine_receptor,0.7728722359801794
cytochrome_p450,0.42054646040743965
dopamine_receptor,0.5722119111123385
ectonucleotide_pyrophosphatase,0.38424279533885597
ferritin,0.7652820093182799
flavin_monooxygenase,0.2562918461570014
globins,0.6173752069902707
glutamate_metabotropic,0.35804436501322
glutaredoxin,0.6986005267799698
glutathione_peroxidase,0.4161322898116429
glutathione_s_transferase,0.3408458906057292
guanylate_binding_protein,0.5414361001317523
heme_oxygenase,0.7664835164835163
histamine_receptor,0.487110598241074
histone_deacetylase_classI,0.3509633491404377
hox,0.6376614605688717
m14_carboxypeptidase,0.3743618775957145
matrix_metalloproteinase,0.4412928316817026
metallothionein,0.3589004413221513
muscarinic_receptor,0.7044708486323938
nadph_oxidase,0.21305068209816524
nitric_oxide_synthase,0.5822026552739664
olfactory_receptors,0.6134862648675646
opsins,0.5032935628817877
p2y_receptor,0.5126191849115622
peroxidase,0.33051020256517144
peroxiredoxin,0.5126952015746886
phosphodiesterase,0.3766474565764792
rab_gtpase,0.4660876685684716
ras_gtpases,0.5344688010774721
rho_gtpase,0.5443336959243265
serine_protease,0.3701876707463569
serotonin_receptor,0.5277959922137965
steap_metalloreductase,0.19208104377643023
sulfotransferase,0.33323456639688054
taste2_receptor,0.6079017402923972
udp_glucuronosyltransferase,0.3649094072890864
