family,spearman_geodesic_speciestree
adam_metallopeptidase,0.36141171157890334
adamts_metallopeptidase,0.3098310030601057
adrenoceptor,0.6026600931074869
alcohol_dehydrogenase,0.24098201263976662
aldehyde_dehydrogenase,0.301073014152542
aldo_keto_reductase,0.43159496967145666
alkaline_phosphatase,0.38008456971305266
arachidonate_lipoxygenase,0.5111649134231196
arf_gtpase,0.3439132846916809
carbonic_anhydrase,0.2934707994180615
cxc_chemokine_receptor,0.36603036962308916
cytochrome_p450,0.43757643241105587
dopamine_receptor,0.4168195692533412
ectonucleotide_pyrophosphatase,0.3894315619927218
ferritin,0.30827357173555725
flavin_monooxygenase,0.354910447783473
globins,0.30176508992137746
glutamate_metabotropic,0.21753128659713097
glutaredoxin,0.35073741330580266
glutathione_peroxidase,0.3279205932570716
glutathione_s_transferase,0.24389690303540804
guanylate_binding_protein,0.333596837944664
heme_oxygenase,0.37522289031722994
histamine_receptor,0.30293530086716064
histone_deacetylase_classI,0.20651740166104687
histone_h4,-0.16470775601210383
hox,0.5074923736074632
m14_carboxypeptidase,0.3750191703744225
matrix_metalloproteinase,0.4255810321829977
metallothionein,0.38841623226799954
muscarinic_receptor,0.5958898594244592
nadph_oxidase,0.27438606024840606
nitric_oxide_synthase,0.5136492972152338
olfactory_receptors,0.39719902630656384
opsins,0.26741772198810126
p2y_receptor,0.39599903969572076
peroxidase,0.43559204021177367
peroxiredoxin,0.48608424512177295
phosphodiesterase,0.35860875099931405
rab_gtpase,0.31336388866184894
ras_gtpases,0.3497586733791958
rho_gtpase,0.40340387526859883
serine_protease,0.4258775162532676
serotonin_receptor,0.4917262155382677
steap_metalloreductase,0.3481276874436481
sulfotransferase,0.33323448815892387
taste2_receptor,0.44436606867053136
udp_glucuronosyltransferase,0.545343812456112
