family,spearman_geodesic_gc
adam_metallopeptidase,0.3618974731385918
adamts_metallopeptidase,0.36401712045369805
adrenoceptor,0.5961043871495724
alcohol_dehydrogenase,0.2161214208765019
aldehyde_dehydrogenase,0.28530563359570327
aldo_keto_reductase,0.3222094803874672
alkaline_phosphatase,0.3504701944865162
arachidonate_lipoxygenase,0.4139615331395163
arf_gtpase,0.4299207372497794
carbonic_anhydrase,0.2745544660776227
cxc_chemokine_receptor,0.4838751141779298
cytochrome_p450,0.37056204202351617
dopamine_receptor,0.384009420987792
ectonucleotide_pyrophosphatase,0.3771587884713072
ferritin,0.45520631708577425
flavin_monooxygenase,0.2971907680306335
globins,0.4966610465991342
glutamate_metabotropic,0.3376377045019312
glutaredoxin,0.5089807171669842
glutathione_peroxidase,0.4637966003140529
glutathione_s_transferase,0.2670736622895055
guanylate_binding_protein,0.3796182688814361
heme_oxygenase,0.48646841421146086
histamine_receptor,0.4084465638285211
histone_deacetylase_classI,0.25393474389928644
histone_h4,0.6960485877516779
hox,0.523071980010277
m14_carboxypeptidase,0.339245652629774
matrix_metalloproteinase,0.3936994689737644
metallothionein,0.08632985756559075
muscarinic_receptor,0.5916130701756704
nadph_oxidase,0.2742038904706486
nitric_oxide_synthase,0.5444180222863926
olfactory_receptors,0.44410051830556235
opsins,0.30710575767407566
p2y_receptor,0.3151884189881694
peroxidase,0.3882331277619261
peroxiredoxin,0.43785924551341715
phosphodiesterase,0.3048734846615292
rab_gtpase,0.33791396185848654
ras_gtpases,0.34770928887896085
rho_gtpase,0.4509713506528682
serine_protease,0.3590830910153638
serotonin_receptor,0.37780065082959174
steap_metalloreductase,0.2388430200033186
sulfotransferase,0.363455479118727
taste2_receptor,0.43983795852258606
udp_glucuronosyltransferase,0.1019430251181736
