family,spearman_geodesic_patristic
adam_metallopeptidase,0.49051871402953795
adamts_metallopeptidase,0.4543604853866346
adrenoceptor,0.7950290912004263
alcohol_dehydrogenase,0.425994860754219
aldehyde_dehydrogenase,0.40526379537877216
aldo_keto_reductase,0.4311430771272463
alkaline_phosphatase,0.1738738557624006
arachidonate_lipoxygenase,0.6011011603077044
arf_gtpase,0.5324336059944604
carbonic_anhydrase,0.5056880863217328
cxc_chemokine_receptor,0.5604478586130298
cytochrome_p450,0.5176920047811151
dopamine_receptor,0.5412199451357894
ectonucleotide_pyrophosphatase,0.6135211903661713
ferritin,0.7033069426117553
flavin_monooxygenase,0.35969349964866015
globins,0.6706132285514697
glutamate_metabotropic,0.39984232252007074
glutaredoxin,0.7373047944674762
glutathione_peroxidase,0.48055871426110297
glutathione_s_transferase,0.40205751643758086
guanylate_binding_protein,0.6620553359683794
heme_oxygenase,0.6910014513788099
histamine_receptor,0.5498050895401833
histone_deacetylase_classI,0.3063014158589673
hox,0.6825128626257785
m14_carboxypeptidase,0.5560228578046804
matrix_metalloproteinase,0.5288835760786075
metallothionein,0.39619863012823164
muscarinic_receptor,0.7020787488422575
nadph_oxidase,0.39180872920360077
nitric_oxide_synthase,0.6807376250240013
olfactory_receptors,0.5839020247678699
opsins,0.6408452704027833
p2y_receptor,0.5170235990416867
peroxidase,0.44323198760636806
peroxiredoxin,0.5827416261868624
phosphodiesterase,0.43867208782827344
rab_gtpase,0.5121951381661689
ras_gtpases,0.5396203628271562
rho_gtpase,0.5925594161018662
serine_protease,0.4548349173652683
serotonin_receptor,0.5249841374362942
steap_metalloreductase,0.27854698118796856
sulfotransferase,0.45269495694108686
taste2_receptor,0.5933324153876919
udp_glucuronosyltransferase,0.46072045898249103
