family,spearman_geodesic_kmer
adam_metallopeptidase,0.544217121204868
adamts_metallopeptidase,0.4524656303099899
adrenoceptor,0.7161158550536174
alcohol_dehydrogenase,0.3748871449406208
aldehyde_dehydrogenase,0.37505156091697467
aldo_keto_reductase,0.451886782213077
alkaline_phosphatase,0.35782303351962796
arachidonate_lipoxygenase,0.6191414988377429
arf_gtpase,0.5505320349624554
carbonic_anhydrase,0.4378647072974492
cxc_chemokine_receptor,0.5622108549396826
cytochrome_p450,0.5323360485030818
dopamine_receptor,0.5344181671111088
ectonucleotide_pyrophosphatase,0.5823730107257349
ferritin,0.6336480522365604
flavin_monooxygenase,0.3303110958769251
globins,0.6635647396075751
glutamate_metabotropic,0.3937832238270361
glutaredoxin,0.6830620643637622
glutathione_peroxidase,0.6696227674670749
glutathione_s_transferase,0.5131895271455391
guanylate_binding_protein,0.5880105401844531
heme_oxygenase,0.7376632801161103
histamine_receptor,0.639444310711918
histone_deacetylase_classI,0.3870226766153663
histone_h4,0.6892498805542284
hox,0.727861237946318
m14_carboxypeptidase,0.5555212152886296
matrix_metalloproteinase,0.5752393306341567
metallothionein,0.6599832784451498
muscarinic_receptor,0.7099500170814721
nadph_oxidase,0.4349009819257575
nitric_oxide_synthase,0.7120123617935649
olfactory_receptors,0.6099087830354338
opsins,0.6842300736822718
p2y_receptor,0.5732269427704288
peroxidase,0.4696736628521158
peroxiredoxin,0.6245384005083391
phosphodiesterase,0.49990769839207816
rab_gtpase,0.5297956937434951
ras_gtpases,0.586933374135653
rho_gtpase,0.6152789498851847
serine_protease,0.46949209454835794
serotonin_receptor,0.5628013760318717
steap_metalloreductase,0.3324420166509925
sulfotransferase,0.4881293273377892
taste2_receptor,0.6046590512239622
udp_glucuronosyltransferase,0.35005305152363975
