family,spearman_geodesic_kmer
adam_metallopeptidase,0.5618388038421748
adamts_metallopeptidase,0.5816112739684254
adrenoceptor,0.5819823956969533
alcohol_dehydrogenase,0.35022571011875814
aldehyde_dehydrogenase,0.5131335634672967
aldo_keto_reductase,0.6161956140087179
alkaline_phosphatase,0.6276877250680075
arachidonate_lipoxygenase,0.6236361737774255
arf_gtpase,0.39740611243619356
carbonic_anhydrase,0.30532263228235934
cxc_chemokine_receptor,0.678468950894862
cytochrome_p450,0.5249588233626332
dopamine_receptor,0.47092435851215014
ectonucleotide_pyrophosphatase,0.43814708024649235
ferritin,0.705780130059443
flavin_monooxygenase,0.42021577499653356
globins,0.6592163466053466
glutamate_metabotropic,0.31464799919099745
glutaredoxin,0.5563407422096474
glutathione_peroxidase,0.5803675568138872
glutathione_s_transferase,0.3288389489764212
guanylate_binding_protein,0.5409090909090908
heme_oxygenase,0.6231822081251702
histamine_receptor,0.622608651971052
histone_deacetylase_classI,0.46907418719904864
histone_h4,0.36114030896639593
hox,0.5957535408910446
m14_carboxypeptidase,0.5181995290574445
matrix_metalloproteinase,0.551752576616819
metallothionein,0.21736038674504582
muscarinic_receptor,0.6618776074538706
nadph_oxidase,0.453330861947374
nitric_oxide_synthase,0.5715756974586811
olfactory_receptors,0.4769253508787401
opsins,0.39994689921814247
p2y_receptor,0.6025766878171244
peroxidase,0.5695869917720404
peroxiredoxin,0.4467668430220752
phosphodiesterase,0.4709756339922753
rab_gtpase,0.43911653851432825
ras_gtpases,0.4578520095448306
rho_gtpase,0.5135611911285297
serine_protease,0.49220254648269685
serotonin_receptor,0.587505826765927
steap_metalloreductase,0.3820275048197108
sulfotransferase,0.44124375814492334
taste2_receptor,0.4674465967655166
udp_glucuronosyltransferase,0.2160939031259887
