family,spearman_geodesic_gc
adam_metallopeptidase,0.5800233085123058
adamts_metallopeptidase,0.7374707462698781
adrenoceptor,0.7822045538881559
alcohol_dehydrogenase,0.28775327080450924
aldehyde_dehydrogenase,0.581051129918811
aldo_keto_reductase,0.647985019705871
alkaline_phosphatase,0.6249785346732568
arachidonate_lipoxygenase,0.7123872630115011
arf_gtpase,0.44887994839643613
carbonic_anhydrase,0.33367664370485406
cxc_chemokine_receptor,0.7418391751420653
cytochrome_p450,0.5969488932448349
dopamine_receptor,0.5419981004254092
ectonucleotide_pyrophosphatase,0.6222717506377958
ferritin,0.8239315803569374
flavin_monooxygenase,0.5775930639590452
globins,0.674373127829818
glutamate_metabotropic,0.4911658084600916
glutaredoxin,0.5223515541360744
glutathione_peroxidase,0.6036792287086582
glutathione_s_transferase,0.3315608383224754
guanylate_binding_protein,0.35767662203240136
heme_oxygenase,0.7532351744414768
histamine_receptor,0.6524337901651411
histone_deacetylase_classI,0.3654761667714755
histone_h4,0.9033971276744075
hox,0.6210486510469553
m14_carboxypeptidase,0.5560695457955497
matrix_metalloproteinase,0.6742244818720268
metallothionein,0.27537391938379235
muscarinic_receptor,0.8156791670219392
nadph_oxidase,0.5679126967177576
nitric_oxide_synthase,0.691646976411724
olfactory_receptors,0.6547921908037497
opsins,0.5806954551031795
p2y_receptor,0.6491819335011038
peroxidase,0.71065981573102
peroxiredoxin,0.40383233801903584
phosphodiesterase,0.5366560002450774
rab_gtpase,0.43199715687543233
ras_gtpases,0.47000813758333027
rho_gtpase,0.5405616429743083
serine_protease,0.5469836624579659
serotonin_receptor,0.6524343901048308
steap_metalloreductase,0.5844667168596357
sulfotransferase,0.506316091724443
taste2_receptor,0.6292702704719653
udp_glucuronosyltransferase,0.24607115119968231
