family,spearman_geodesic_speciestree
adam_metallopeptidase,0.2615799672859383
adamts_metallopeptidase,0.18720192424835022
adrenoceptor,0.575312340043628
alcohol_dehydrogenase,0.3094034307938051
aldehyde_dehydrogenase,0.20571321386315028
aldo_keto_reductase,0.35414333362951655
alkaline_phosphatase,0.19233243536649108
arachidonate_lipoxygenase,0.4372237036016178
arf_gtpase,0.26243866149935874
carbonic_anhydrase,0.24117526235684017
cxc_chemokine_receptor,0.44994358515031346
cytochrome_p450,0.3228132626989258
dopamine_receptor,0.44287025713995565
ectonucleotide_pyrophosphatase,0.24503259408924635
ferritin,0.2660068986272195
flavin_monooxygenase,0.2726811285618854
globins,0.3780319426084409
glutamate_metabotropic,0.16796323845346184
glutaredoxin,0.2992632680376915
glutathione_peroxidase,0.29621366111825165
glutathione_s_transferase,0.18021995196789448
guanylate_binding_protein,0.3808959156785243
heme_oxygenase,0.3551316607920381
histamine_receptor,0.20983713839555743
histone_deacetylase_classI,0.14222314254623974
histone_h4,-0.15473801560758083
hox,0.45365278813732346
m14_carboxypeptidase,0.24290877634834657
matrix_metalloproteinase,0.36183613749754706
metallothionein,0.26237644042724123
muscarinic_receptor,0.5484020248736109
nadph_oxidase,0.119918715791713
nitric_oxide_synthase,0.4143287881169506
olfactory_receptors,0.3629661848942207
opsins,0.22391329385999073
p2y_receptor,0.4233211535731812
peroxidase,0.29123850565828563
peroxiredoxin,0.38498525010068535
phosphodiesterase,0.28949533851173587
rab_gtpase,0.2318055066708549
ras_gtpases,0.27203553730028707
rho_gtpase,0.3204679874798627
serine_protease,0.36367646041312773
serotonin_receptor,0.472075188451031
steap_metalloreductase,0.18820045606697464
sulfotransferase,0.23294776019148208
taste2_receptor,0.4513470765733347
udp_glucuronosyltransferase,0.443538131506046
