family,spearman_geodesic_patristic
adam_metallopeptidase,0.37491889774665266
adamts_metallopeptidase,0.27574791213901945
adrenoceptor,0.7774468503463023
alcohol_dehydrogenase,0.49906243489131175
aldehyde_dehydrogenase,0.3161901101962928
aldo_keto_reductase,0.42752612892020825
alkaline_phosphatase,0.11061745272271588
arachidonate_lipoxygenase,0.5282643833110484
arf_gtpase,0.5030844653357451
carbonic_anhydrase,0.5161365838713629
cxc_chemokine_receptor,0.7579564952527402
cytochrome_p450,0.4294639865118855
dopamine_receptor,0.5888524746564622
ectonucleotide_pyrophosphatase,0.41835162847256946
ferritin,0.7798121548295927
flavin_monooxygenase,0.25825100397759276
globins,0.6256520594980768
glutamate_metabotropic,0.3609272906614113
glutaredoxin,0.7020121354094084
glutathione_peroxidase,0.39468146428803824
glutathione_s_transferase,0.37729592416789565
guanylate_binding_protein,0.5017127799736495
heme_oxygenase,0.7994712834335476
histamine_receptor,0.464129118714399
histone_deacetylase_classI,0.3378877802703499
hox,0.645633074830421
m14_carboxypeptidase,0.40181471834342075
matrix_metalloproteinase,0.4545179092892314
metallothionein,0.3307192269969802
muscarinic_receptor,0.7016693402508312
nadph_oxidase,0.21488771153089017
nitric_oxide_synthase,0.5780546510613621
olfactory_receptors,0.612337526248171
opsins,0.5031962246875514
p2y_receptor,0.5133325695096304
peroxidase,0.34606639578151704
peroxiredoxin,0.5313248112518345
phosphodiesterase,0.3920860320598287
rab_gtpase,0.47110487826818065
ras_gtpases,0.5434198508169633
rho_gtpase,0.5658793846407576
serine_protease,0.39849260376553536
serotonin_receptor,0.5582174831849283
steap_metalloreductase,0.20167370410622587
sulfotransferase,0.3237589628110949
taste2_receptor,0.6139182454654332
udp_glucuronosyltransferase,0.3902769096619364
