family,spearman_geodesic_kmer
adam_metallopeptidase,0.4166564550988753
adamts_metallopeptidase,0.27195476811945707
adrenoceptor,0.6749124253689607
alcohol_dehydrogenase,0.43459962497395643
aldehyde_dehydrogenase,0.25041736766812467
aldo_keto_reductase,0.3930037073594759
alkaline_phosphatase,0.2613318054494525
arachidonate_lipoxygenase,0.49674267476673967
arf_gtpase,0.4672495490876293
carbonic_anhydrase,0.4082413293924892
cxc_chemokine_receptor,0.7072755999317678
cytochrome_p450,0.4405503404965377
dopamine_receptor,0.5587246146430972
ectonucleotide_pyrophosphatase,0.3787479194080671
ferritin,0.672833822776317
flavin_monooxygenase,0.2323863910371997
globins,0.6440576817137479
glutamate_metabotropic,0.29926835613161823
glutaredoxin,0.6331110808186016
glutathione_peroxidase,0.6038555320661
glutathione_s_transferase,0.43279559224463926
guanylate_binding_protein,0.4034914361001317
heme_oxygenase,0.7306240928882438
histamine_receptor,0.4729412408888716
histone_deacetylase_classI,0.2503401000491854
histone_h4,0.7385411689759516
hox,0.6579928654030399
m14_carboxypeptidase,0.37864130080293007
matrix_metalloproteinase,0.47369346795635386
metallothionein,0.4000139626756045
muscarinic_receptor,0.6771882904654875
nadph_oxidase,0.24564016249680662
nitric_oxide_synthase,0.616571220504676
olfactory_receptors,0.5672484455950958
opsins,0.556253697109348
p2y_receptor,0.5410798898664894
peroxidase,0.3426170986345487
peroxiredoxin,0.5420388667171471
phosphodiesterase,0.3937009803007712
rab_gtpase,0.4353992255332977
ras_gtpases,0.5426360884320344
rho_gtpase,0.5438064460263964
serine_protease,0.3992362301034635
serotonin_receptor,0.5544584376528408
steap_metalloreductase,0.1984181024091478
sulfotransferase,0.29450682494543123
taste2_receptor,0.6063962331011662
udp_glucuronosyltransferase,0.20796120100932933
