family,spearman_geodesic_speciestree
adam_metallopeptidase,0.252525348866933
adamts_metallopeptidase,0.1887843281798902
adrenoceptor,0.5788525818485605
alcohol_dehydrogenase,0.308181123689145
aldehyde_dehydrogenase,0.207971675271856
aldo_keto_reductase,0.3609028069755247
alkaline_phosphatase,0.2107575087451248
arachidonate_lipoxygenase,0.45151864284554777
arf_gtpase,0.2634826090392604
carbonic_anhydrase,0.2273349855197116
cxc_chemokine_receptor,0.44670237574869126
cytochrome_p450,0.3293744516918805
dopamine_receptor,0.43268684022301745
ectonucleotide_pyrophosphatase,0.2607363478213739
ferritin,0.29135477403322085
flavin_monooxygenase,0.29957436185803255
globins,0.3898691609658414
glutamate_metabotropic,0.16883411988666433
glutaredoxin,0.3123102467364591
glutathione_peroxidase,0.3050371983143271
glutathione_s_transferase,0.1912387531766786
guanylate_binding_protein,0.39769433465085635
heme_oxygenase,0.4210449927431059
histamine_receptor,0.2088390010163587
histone_deacetylase_classI,0.13472796456718603
histone_h4,-0.169326325848065
hox,0.4507735687968814
m14_carboxypeptidase,0.2569721889201214
matrix_metalloproteinase,0.37017050889127373
metallothionein,0.27038372873525734
muscarinic_receptor,0.5589033573090562
nadph_oxidase,0.1194395575531687
nitric_oxide_synthase,0.4205841610421099
olfactory_receptors,0.34834534023083213
opsins,0.23650481903956022
p2y_receptor,0.40987090231336215
peroxidase,0.314771424115885
peroxiredoxin,0.4063152965825688
phosphodiesterase,0.29248149954631864
rab_gtpase,0.2388467326863347
ras_gtpases,0.2873863175954941
rho_gtpase,0.32898191136320104
serine_protease,0.365914638190936
serotonin_receptor,0.4666879791145545
steap_metalloreductase,0.20223538893745996
sulfotransferase,0.21741095140200808
taste2_receptor,0.4545935805557219
udp_glucuronosyltransferase,0.4696607017462633
