family,spearman_geodesic_gc
adam_metallopeptidase,0.5369821583456318
adamts_metallopeptidase,0.7010874421401136
adrenoceptor,0.7296461746864235
alcohol_dehydrogenase,0.24881710454703998
aldehyde_dehydrogenase,0.5807359769496532
aldo_keto_reductase,0.5604016340491572
alkaline_phosphatase,0.6195687415868781
arachidonate_lipoxygenase,0.6796825412193769
arf_gtpase,0.47099086735058254
carbonic_anhydrase,0.32586025114847766
cxc_chemokine_receptor,0.7499833529649379
cytochrome_p450,0.5741788075475247
dopamine_receptor,0.5486902227516481
ectonucleotide_pyrophosphatase,0.5299454633805302
ferritin,0.757570105074184
flavin_monooxygenase,0.4809254620639418
globins,0.6258245588870603
glutamate_metabotropic,0.5380930522117341
glutaredoxin,0.49718771050004124
glutathione_peroxidase,0.5526132632668551
glutathione_s_transferase,0.29026561016072344
guanylate_binding_protein,0.3737225190253917
heme_oxygenase,0.5652320403976018
histamine_receptor,0.6245548396065432
histone_deacetylase_classI,0.4021068020030213
histone_h4,0.9762208924643608
hox,0.6032362277142899
m14_carboxypeptidase,0.5013504829630789
matrix_metalloproteinase,0.6095036599862655
metallothionein,0.10889288949294346
muscarinic_receptor,0.7732764825973062
nadph_oxidase,0.5010161009036331
nitric_oxide_synthase,0.7046675914974285
olfactory_receptors,0.5507766384313415
opsins,0.48077245373000016
p2y_receptor,0.48109688813648205
peroxidase,0.6877724644808564
peroxiredoxin,0.38133012056571003
phosphodiesterase,0.4801339864624895
rab_gtpase,0.4109742674749953
ras_gtpases,0.459762423877575
rho_gtpase,0.5807432316767323
serine_protease,0.4957883989238092
serotonin_receptor,0.6069966934865301
steap_metalloreductase,0.6444694150697815
sulfotransferase,0.45999448066734805
taste2_receptor,0.5216975750870532
udp_glucuronosyltransferase,0.24360328789179292
