family,spearman_geodesic_patristic
adam_metallopeptidase,0.5523909614996639
adamts_metallopeptidase,0.5235238404495984
adrenoceptor,0.8108234373587538
alcohol_dehydrogenase,0.5025487881102854
aldehyde_dehydrogenase,0.4918057288451614
aldo_keto_reductase,0.4527773582865742
alkaline_phosphatase,0.1870887110825191
arachidonate_lipoxygenase,0.6245690119055228
arf_gtpase,0.5124051193998833
carbonic_anhydrase,0.5550835396555235
cxc_chemokine_receptor,0.7724003269468831
cytochrome_p450,0.5837921457833692
dopamine_receptor,0.6514593733038675
ectonucleotide_pyrophosphatase,0.6080897802197925
ferritin,0.788127547102204
flavin_monooxygenase,0.45929736986379943
globins,0.7228525449363931
glutamate_metabotropic,0.5266777204910487
glutaredoxin,0.7621056337031606
glutathione_peroxidase,0.533020039451077
glutathione_s_transferase,0.4408224110370397
guanylate_binding_protein,0.6110671936758892
heme_oxygenase,0.7993468795355588
histamine_receptor,0.6321830735507507
histone_deacetylase_classI,0.2763412646017941
hox,0.7059541232977957
m14_carboxypeptidase,0.5939119895394318
matrix_metalloproteinase,0.5936567690865938
metallothionein,0.37258672040224305
muscarinic_receptor,0.8151697743774127
nadph_oxidase,0.3970394727372142
nitric_oxide_synthase,0.7340855044975773
olfactory_receptors,0.645134751743337
opsins,0.5605495862610382
p2y_receptor,0.6722909689219375
peroxidase,0.5024221072351862
peroxiredoxin,0.5715952473211483
phosphodiesterase,0.48783575069437757
rab_gtpase,0.5338206463299348
ras_gtpases,0.5548346704028672
rho_gtpase,0.5827359196460764
serine_protease,0.5392884158954869
serotonin_receptor,0.6502919108378802
steap_metalloreductase,0.2961482288647868
sulfotransferase,0.5032277708834031
taste2_receptor,0.6379252169628549
udp_glucuronosyltransferase,0.5534616601461522
