family,spearman_geodesic_speciestree
adam_metallopeptidase,0.3487721120305401
adamts_metallopeptidase,0.3607865834428563
adrenoceptor,0.6367217450472636
alcohol_dehydrogenase,0.41057712341134794
aldehyde_dehydrogenase,0.3828998124291302
aldo_keto_reductase,0.4753781153525653
alkaline_phosphatase,0.3865445699811025
arachidonate_lipoxygenase,0.5300458233973123
arf_gtpase,0.38786545561765895
carbonic_anhydrase,0.3309463012613441
cxc_chemokine_receptor,0.49606285740573397
cytochrome_p450,0.44998765155904824
dopamine_receptor,0.5037405225117746
ectonucleotide_pyrophosphatase,0.40856747277867766
ferritin,0.42535683335497326
flavin_monooxygenase,0.40911719544419417
globins,0.488486995292867
glutamate_metabotropic,0.34883074857867674
glutaredoxin,0.362996881313854
glutathione_peroxidase,0.4379422118687416
glutathione_s_transferase,0.2752498157322587
guanylate_binding_protein,0.4986824769433465
heme_oxygenase,0.4265913331951067
histamine_receptor,0.2984171513172335
histone_deacetylase_classI,0.3553531639117999
histone_h4,0.0600891861761427
hox,0.5520111568628072
m14_carboxypeptidase,0.42462482162936444
matrix_metalloproteinase,0.4540494015105001
metallothionein,0.3942646618471971
muscarinic_receptor,0.6763670639538626
nadph_oxidase,0.25206043549438756
nitric_oxide_synthase,0.5247809702228241
olfactory_receptors,0.3741306580289894
opsins,0.26151780209549286
p2y_receptor,0.5343898827534733
peroxidase,0.47248753726317083
peroxiredoxin,0.5168294414084038
phosphodiesterase,0.3966383946595793
rab_gtpase,0.3859605293802981
ras_gtpases,0.4154862152228646
rho_gtpase,0.4456798400938143
serine_protease,0.4661186353782464
serotonin_receptor,0.5772214226727328
steap_metalloreductase,0.47442349253903515
sulfotransferase,0.3838336919508277
taste2_receptor,0.49931457751838493
udp_glucuronosyltransferase,0.5405296278290931
