family,spearman_geodesic_gc
adam_metallopeptidase,0.39366234948569834
adamts_metallopeptidase,0.45069598478957523
adrenoceptor,0.6808607805699824
alcohol_dehydrogenase,0.17335484154536265
aldehyde_dehydrogenase,0.35046462067437956
aldo_keto_reductase,0.4111614227740022
alkaline_phosphatase,0.3527621086218558
arachidonate_lipoxygenase,0.5059840134065952
arf_gtpase,0.4758207729833497
carbonic_anhydrase,0.35154500672270483
cxc_chemokine_receptor,0.7430023877690709
cytochrome_p450,0.454257403436311
dopamine_receptor,0.45940766673074895
ectonucleotide_pyrophosphatase,0.3979744640383679
ferritin,0.7694510380104947
flavin_monooxygenase,0.4107980321920205
globins,0.5790891232711145
glutamate_metabotropic,0.4673392170355892
glutaredoxin,0.5390614749728724
glutathione_peroxidase,0.572615036512281
glutathione_s_transferase,0.321338036243923
guanylate_binding_protein,0.3705903595310156
heme_oxygenase,0.4626449442574296
histamine_receptor,0.46405027117840214
histone_deacetylase_classI,0.36811328441885094
histone_h4,0.8431780889126494
hox,0.5608251668179647
m14_carboxypeptidase,0.4190034212360555
matrix_metalloproteinase,0.46685533405964547
metallothionein,0.17407640109701913
muscarinic_receptor,0.6678857486372511
nadph_oxidase,0.26951618898924834
nitric_oxide_synthase,0.5942906034785241
olfactory_receptors,0.5028845629508
opsins,0.35846564021423505
p2y_receptor,0.40277488248651094
peroxidase,0.4510679140330712
peroxiredoxin,0.3945638199938214
phosphodiesterase,0.3553311051839457
rab_gtpase,0.3662986837225344
ras_gtpases,0.40401099092012255
rho_gtpase,0.5093797840630676
serine_protease,0.41406102833834274
serotonin_receptor,0.5109417392714828
steap_metalloreductase,0.32917515475344755
sulfotransferase,0.37231199397056447
taste2_receptor,0.41382771360347737
udp_glucuronosyltransferase,0.2455823664172676
