layer,metric,family,rho
6,"k-mer composition (CDS, k=6)",aldo_keto_reductase,0.5276466847384693
6,"k-mer composition (CDS, k=6)",alkaline_phosphatase,0.3532192781418787
6,"k-mer composition (CDS, k=6)",arachidonate_lipoxygenase,0.6894598793320119
6,"k-mer composition (CDS, k=6)",arf_gtpase,0.6108938176311598
6,"k-mer composition (CDS, k=6)",carbonic_anhydrase,0.5265214958529499
6,"k-mer composition (CDS, k=6)",cxc_chemokine_receptor,0.5986639104757643
6,"k-mer composition (CDS, k=6)",cytochrome_p450,0.6163642291459287
6,"k-mer composition (CDS, k=6)",dopamine_receptor,0.6356559692079004
6,"k-mer composition (CDS, k=6)",ectonucleotide_pyrophosphatase,0.6336759026890743
6,"k-mer composition (CDS, k=6)",ferritin,0.6369157734421337
6,"k-mer composition (CDS, k=6)",flavin_monooxygenase,0.4499598874673854
6,"k-mer composition (CDS, k=6)",globins,0.7512547727362615
6,"k-mer composition (CDS, k=6)",glutamate_metabotropic,0.4772471634720108
6,"k-mer composition (CDS, k=6)",glutaredoxin,0.7545787516050632
6,"k-mer composition (CDS, k=6)",glutathione_peroxidase,0.7494473001332563
6,"k-mer composition (CDS, k=6)",glutathione_s_transferase,0.5544790307459243
6,"k-mer composition (CDS, k=6)",guanylate_binding_protein,0.7031620553359683
6,"k-mer composition (CDS, k=6)",heme_oxygenase,0.7958117354343769
6,"k-mer composition (CDS, k=6)",histamine_receptor,0.6753022295292267
6,"k-mer composition (CDS, k=6)",histone_deacetylase_classI,0.4842837647122924
6,"k-mer composition (CDS, k=6)",histone_h4,0.5469820035037427
6,"k-mer composition (CDS, k=6)",hox,0.7418547535622376
6,"k-mer composition (CDS, k=6)",m14_carboxypeptidase,0.6223121560238183
6,"k-mer composition (CDS, k=6)",matrix_metalloproteinase,0.6536956670595304
6,"k-mer composition (CDS, k=6)",metallothionein,0.6784297446396772
6,"k-mer composition (CDS, k=6)",muscarinic_receptor,0.7581510571354134
6,"k-mer composition (CDS, k=6)",nadph_oxidase,0.4664521224202227
6,"k-mer composition (CDS, k=6)",nitric_oxide_synthase,0.6928148598680518
6,"k-mer composition (CDS, k=6)",olfactory_receptors,0.6685474148704061
6,"k-mer composition (CDS, k=6)",opsins,0.6382388413692023
6,"k-mer composition (CDS, k=6)",p2y_receptor,0.609935565058889
6,"k-mer composition (CDS, k=6)",peroxidase,0.5087324697802065
6,"k-mer composition (CDS, k=6)",peroxiredoxin,0.667051696390117
6,"k-mer composition (CDS, k=6)",phosphodiesterase,0.5494520886448618
6,"k-mer composition (CDS, k=6)",rab_gtpase,0.597808430647327
6,"k-mer composition (CDS, k=6)",ras_gtpases,0.6316146614230654
6,"k-mer composition (CDS, k=6)",rho_gtpase,0.6494159061958589
6,"k-mer composition (CDS, k=6)",serine_protease,0.5686613637227022
6,"k-mer composition (CDS, k=6)",serotonin_receptor,0.6504055018244677
6,"k-mer composition (CDS, k=6)",steap_metalloreductase,0.4324611065807833
6,"k-mer composition (CDS, k=6)",sulfotransferase,0.5533962253008559
6,"k-mer composition (CDS, k=6)",taste2_receptor,0.6232000142590696
6,"k-mer composition (CDS, k=6)",udp_glucuronosyltransferase,0.4156955344121119
6,patristic tree,adam_metallopeptidase,0.5096747580662542
6,patristic tree,adamts_metallopeptidase,0.4814985261215276
6,patristic tree,adrenoceptor,0.8155319749856471
6,patristic tree,alcohol_dehydrogenase,0.552281408431141
6,patristic tree,aldehyde_dehydrogenase,0.4500645790766312
6,patristic tree,aldo_keto_reductase,0.4388451870075159
6,patristic tree,alkaline_phosphatase,0.1704930776138206
6,patristic tree,arachidonate_lipoxygenase,0.636057888636656
6,patristic tree,arf_gtpase,0.5469131785066886
6,patristic tree,carbonic_anhydrase,0.5472711104832219
6,patristic tree,cxc_chemokine_receptor,0.5643727379800915
6,patristic tree,cytochrome_p450,0.5844990316255817
6,patristic tree,dopamine_receptor,0.6227498968928851
6,patristic tree,ectonucleotide_pyrophosphatase,0.6458106310747814
6,patristic tree,ferritin,0.6969513784673048
6,patristic tree,flavin_monooxygenase,0.467939711078906
6,patristic tree,globins,0.7368603109665912
6,patristic tree,glutamate_metabotropic,0.4324647620389104
6,patristic tree,glutaredoxin,0.7745261060815524
6,patristic tree,glutathione_peroxidase,0.5455527809639346
6,patristic tree,glutathione_s_transferase,0.4354903402120936
6,patristic tree,guanylate_binding_protein,0.7537549407114624
6,patristic tree,heme_oxygenase,0.7355587808417997
6,patristic tree,histamine_receptor,0.5632068412065551
6,patristic tree,histone_deacetylase_classI,0.2737895782274114
6,patristic tree,hox,0.6864357838100127
6,patristic tree,m14_carboxypeptidase,0.6044689347244192
6,patristic tree,matrix_metalloproteinase,0.5993321742854507
6,patristic tree,metallothionein,0.3754886520279648
6,patristic tree,muscarinic_receptor,0.7252369096879832
6,patristic tree,nadph_oxidase,0.4044240674155686
6,patristic tree,nitric_oxide_synthase,0.6453855886234398
6,patristic tree,olfactory_receptors,0.6135176021898022
6,patristic tree,opsins,0.5754296861597631
6,patristic tree,p2y_receptor,0.5417581218297106
6,patristic tree,peroxidase,0.4590869106745464
6,patristic tree,peroxiredoxin,0.6107861851142832
6,patristic tree,phosphodiesterase,0.4470042474987795
6,patristic tree,rab_gtpase,0.5231603521961299
6,patristic tree,ras_gtpases,0.522237663520016
6,patristic tree,rho_gtpase,0.5795587210727676
6,patristic tree,serine_protease,0.5334031461636214
6,patristic tree,serotonin_receptor,0.5834979944806016
6,patristic tree,steap_metalloreductase,0.3319745577630871
6,patristic tree,sulfotransferase,0.5260375203998331
6,patristic tree,taste2_receptor,0.6148193723274554
6,patristic tree,udp_glucuronosyltransferase,0.518986079280197
6,species tree (mammal),adam_metallopeptidase,0.3648059806660378
6,species tree (mammal),adamts_metallopeptidase,0.3164986969469699
6,species tree (mammal),adrenoceptor,0.6444118396824574
6,species tree (mammal),alcohol_dehydrogenase,0.2967497742898812
6,species tree (mammal),aldehyde_dehydrogenase,0.3674739966860859
6,species tree (mammal),aldo_keto_reductase,0.4435397485420226
6,species tree (mammal),alkaline_phosphatase,0.3880791551070189
6,species tree (mammal),arachidonate_lipoxygenase,0.5345682927473442
6,species tree (mammal),arf_gtpase,0.3992366096229852
6,species tree (mammal),carbonic_anhydrase,0.3984734788307576
6,species tree (mammal),cxc_chemokine_receptor,0.4045477818539592
6,species tree (mammal),cytochrome_p450,0.4856784051367008
6,species tree (mammal),dopamine_receptor,0.4687583332255393
6,species tree (mammal),ectonucleotide_pyrophosphatase,0.4124247527298924
6,species tree (mammal),ferritin,0.3069987750759664
6,species tree (mammal),flavin_monooxygenase,0.4516880301644819
6,species tree (mammal),globins,0.3666039281034871
6,species tree (mammal),glutamate_metabotropic,0.2729555856390918
6,species tree (mammal),glutaredoxin,0.3986038775501851
6,species tree (mammal),glutathione_peroxidase,0.3919025842164646
6,species tree (mammal),glutathione_s_transferase,0.2803094988677693
6,species tree (mammal),guanylate_binding_protein,0.409090909090909
6,species tree (mammal),heme_oxygenase,0.3979058677171884
6,species tree (mammal),histamine_receptor,0.2996502808582932
6,species tree (mammal),histone_deacetylase_classI,0.2982661628892891
6,species tree (mammal),histone_h4,-0.1160216594999203
6,species tree (mammal),hox,0.5342999004443271
6,species tree (mammal),m14_carboxypeptidase,0.4284260093089337
6,species tree (mammal),matrix_metalloproteinase,0.4754845999819291
6,species tree (mammal),metallothionein,0.4319813064335595
6,species tree (mammal),muscarinic_receptor,0.6639957716789467
6,species tree (mammal),nadph_oxidase,0.3010343191832691
6,species tree (mammal),nitric_oxide_synthase,0.4855903961063427
6,species tree (mammal),olfactory_receptors,0.430153442041264
6,species tree (mammal),opsins,0.2732012785966775
6,species tree (mammal),p2y_receptor,0.3915487538170573
6,species tree (mammal),peroxidase,0.4457788704766763
6,species tree (mammal),peroxiredoxin,0.5307407529003817
6,species tree (mammal),phosphodiesterase,0.4020168369797194
6,species tree (mammal),rab_gtpase,0.3807349816443981
6,species tree (mammal),ras_gtpases,0.3968139399659464
6,species tree (mammal),rho_gtpase,0.4140547979794018
6,species tree (mammal),serine_protease,0.4691640898935273
6,species tree (mammal),serotonin_receptor,0.5467736078157899
6,species tree (mammal),steap_metalloreductase,0.3793970075936743
6,species tree (mammal),sulfotransferase,0.3803691571887742
6,species tree (mammal),taste2_receptor,0.4812829850704896
6,species tree (mammal),udp_glucuronosyltransferase,0.5715886905726477
6,GC content (control),adam_metallopeptidase,0.3735021837950912
6,GC content (control),adamts_metallopeptidase,0.3983236772489933
6,GC content (control),adrenoceptor,0.6405444426950531
6,GC content (control),alcohol_dehydrogenase,0.2463445260262303
6,GC content (control),aldehyde_dehydrogenase,0.3499069776555211
6,GC content (control),aldo_keto_reductase,0.3742599275781299
6,GC content (control),alkaline_phosphatase,0.3384024623835548
6,GC content (control),arachidonate_lipoxygenase,0.488101086489701
6,GC content (control),arf_gtpase,0.4684800382658193
6,GC content (control),carbonic_anhydrase,0.3293159994902999
6,GC content (control),cxc_chemokine_receptor,0.508411793777011
6,GC content (control),cytochrome_p450,0.443094568982524
6,GC content (control),dopamine_receptor,0.463693443983624
6,GC content (control),ectonucleotide_pyrophosphatase,0.4324740692371248
6,GC content (control),ferritin,0.4570958481094104
6,GC content (control),flavin_monooxygenase,0.3887197965031236
6,GC content (control),globins,0.5916420870192934
6,GC content (control),glutamate_metabotropic,0.400628801250788
6,GC content (control),glutaredoxin,0.5603455316724966
6,GC content (control),glutathione_peroxidase,0.5311345827297831
6,GC content (control),glutathione_s_transferase,0.3179583159949823
6,GC content (control),guanylate_binding_protein,0.4838639020038837
6,GC content (control),heme_oxygenase,0.5134330988722245
6,GC content (control),histamine_receptor,0.4586852483967638
6,GC content (control),histone_deacetylase_classI,0.3037116819781273
6,GC content (control),histone_h4,0.6928854548609106
6,GC content (control),hox,0.5477449104539392
6,GC content (control),m14_carboxypeptidase,0.3900831331431153
6,GC content (control),matrix_metalloproteinase,0.4555988576658077
6,GC content (control),metallothionein,0.1240415215651742
6,GC content (control),muscarinic_receptor,0.668565365517166
6,GC content (control),nadph_oxidase,0.2689436447895558
6,GC content (control),nitric_oxide_synthase,0.5525024328456217
6,GC content (control),olfactory_receptors,0.4812323868268409
6,GC content (control),opsins,0.3177578675198906
6,GC content (control),p2y_receptor,0.3844294320677242
6,GC content (control),peroxidase,0.4287058854566586
6,GC content (control),peroxiredoxin,0.4048502526009825
6,GC content (control),phosphodiesterase,0.3478007657224373
6,GC content (control),rab_gtpase,0.3732433244750003
6,GC content (control),ras_gtpases,0.3783045843982738
6,GC content (control),rho_gtpase,0.4790796986432137
6,GC content (control),serine_protease,0.402182659556971
6,GC content (control),serotonin_receptor,0.44081467747855
6,GC content (control),steap_metalloreductase,0.3160951818463389
6,GC content (control),sulfotransferase,0.3914464156501424
6,GC content (control),taste2_receptor,0.4236133589486235
6,GC content (control),udp_glucuronosyltransferase,0.1823686249821708
7,"k-mer composition (CDS, k=6)",adam_metallopeptidase,0.5713624379251695
7,"k-mer composition (CDS, k=6)",adamts_metallopeptidase,0.4702700864837445
7,"k-mer composition (CDS, k=6)",adrenoceptor,0.7466072780849082
7,"k-mer composition (CDS, k=6)",alcohol_dehydrogenase,0.4157580387526911
7,"k-mer composition (CDS, k=6)",aldehyde_dehydrogenase,0.4099668146846059
7,"k-mer composition (CDS, k=6)",aldo_keto_reductase,0.4697366326541428
7,"k-mer composition (CDS, k=6)",alkaline_phosphatase,0.3524787905592858
7,"k-mer composition (CDS, k=6)",arachidonate_lipoxygenase,0.6549964983924829
7,"k-mer composition (CDS, k=6)",arf_gtpase,0.5830540847887249
7,"k-mer composition (CDS, k=6)",carbonic_anhydrase,0.480614862064492
7,"k-mer composition (CDS, k=6)",cxc_chemokine_receptor,0.6366134868724127
7,"k-mer composition (CDS, k=6)",cytochrome_p450,0.5831253692212656
7,"k-mer composition (CDS, k=6)",dopamine_receptor,0.6108339717994349
7,"k-mer composition (CDS, k=6)",ectonucleotide_pyrophosphatase,0.592424756552059
7,"k-mer composition (CDS, k=6)",ferritin,0.6306711722217555
7,"k-mer composition (CDS, k=6)",flavin_monooxygenase,0.4153915095503495
7,"k-mer composition (CDS, k=6)",globins,0.7180854183502824
7,"k-mer composition (CDS, k=6)",glutamate_metabotropic,0.4443838832174231
7,"k-mer composition (CDS, k=6)",glutaredoxin,0.7011216337806407
7,"k-mer composition (CDS, k=6)",glutathione_peroxidase,0.7388710463449677
7,"k-mer composition (CDS, k=6)",glutathione_s_transferase,0.5614706734382428
7,"k-mer composition (CDS, k=6)",guanylate_binding_protein,0.6601449275362319
7,"k-mer composition (CDS, k=6)",heme_oxygenase,0.7207961849471283
7,"k-mer composition (CDS, k=6)",histamine_receptor,0.653810689653934
7,"k-mer composition (CDS, k=6)",histone_deacetylase_classI,0.448702295589154
7,"k-mer composition (CDS, k=6)",histone_h4,0.521850613154961
7,"k-mer composition (CDS, k=6)",hox,0.7419828067953417
7,"k-mer composition (CDS, k=6)",m14_carboxypeptidase,0.583348395684036
7,"k-mer composition (CDS, k=6)",matrix_metalloproteinase,0.633479682616579
7,"k-mer composition (CDS, k=6)",metallothionein,0.7080004890878105
7,"k-mer composition (CDS, k=6)",muscarinic_receptor,0.7745051081889617
7,"k-mer composition (CDS, k=6)",nadph_oxidase,0.4347239894829717
7,"k-mer composition (CDS, k=6)",nitric_oxide_synthase,0.7057174532739211
7,"k-mer composition (CDS, k=6)",olfactory_receptors,0.6524415553609313
7,"k-mer composition (CDS, k=6)",opsins,0.6297512764666019
7,"k-mer composition (CDS, k=6)",p2y_receptor,0.6177780782078041
7,"k-mer composition (CDS, k=6)",peroxidase,0.4944223883085102
7,"k-mer composition (CDS, k=6)",peroxiredoxin,0.6448321169680776
7,"k-mer composition (CDS, k=6)",phosphodiesterase,0.5226751128219678
7,"k-mer composition (CDS, k=6)",rab_gtpase,0.5624834132141242
7,"k-mer composition (CDS, k=6)",ras_gtpases,0.6252158800531445
7,"k-mer composition (CDS, k=6)",rho_gtpase,0.6336409287517779
7,"k-mer composition (CDS, k=6)",serine_protease,0.5449719841663226
7,"k-mer composition (CDS, k=6)",serotonin_receptor,0.6162349345123199
7,"k-mer composition (CDS, k=6)",steap_metalloreductase,0.4736482014145465
7,"k-mer composition (CDS, k=6)",sulfotransferase,0.5265391006520236
7,"k-mer composition (CDS, k=6)",taste2_receptor,0.6286573458364092
7,"k-mer composition (CDS, k=6)",udp_glucuronosyltransferase,0.3890451497403369
7,patristic tree,adam_metallopeptidase,0.518044650804725
7,patristic tree,adamts_metallopeptidase,0.4586159141687496
7,patristic tree,adrenoceptor,0.809196347628921
7,patristic tree,alcohol_dehydrogenase,0.4524967011598027
7,patristic tree,aldehyde_dehydrogenase,0.4176637172136402
7,patristic tree,aldo_keto_reductase,0.4274370039115444
7,patristic tree,alkaline_phosphatase,0.172523554876496
7,patristic tree,arachidonate_lipoxygenase,0.6346080289951465
7,patristic tree,arf_gtpase,0.557587688153934
7,patristic tree,carbonic_anhydrase,0.5414297696313864
7,patristic tree,cxc_chemokine_receptor,0.6234212207579823
7,patristic tree,cytochrome_p450,0.56044431224684
7,patristic tree,dopamine_receptor,0.5867398070236267
7,patristic tree,ectonucleotide_pyrophosphatase,0.6160265044069275
7,patristic tree,ferritin,0.6876636461267941
7,patristic tree,flavin_monooxygenase,0.4356545344761507
7,patristic tree,globins,0.7145237511486551
7,patristic tree,glutamate_metabotropic,0.4207357619786672
7,patristic tree,glutaredoxin,0.7387460450081579
7,patristic tree,glutathione_peroxidase,0.5355512875691656
7,patristic tree,glutathione_s_transferase,0.4293406650870902
7,patristic tree,guanylate_binding_protein,0.7208827404479577
7,patristic tree,heme_oxygenase,0.6861496993572466
7,patristic tree,histamine_receptor,0.5581347667741232
7,patristic tree,histone_deacetylase_classI,0.3137971027128612
7,patristic tree,hox,0.6930263909898263
7,patristic tree,m14_carboxypeptidase,0.5776036192638132
7,patristic tree,matrix_metalloproteinase,0.5835153597945059
7,patristic tree,metallothionein,0.4377166856120015
7,patristic tree,muscarinic_receptor,0.7514847877267065
7,patristic tree,nadph_oxidase,0.3845307402771635
7,patristic tree,nitric_oxide_synthase,0.6489260654193485
7,patristic tree,olfactory_receptors,0.6100483607974695
7,patristic tree,opsins,0.5772323312870806
7,patristic tree,p2y_receptor,0.5489215403273804
7,patristic tree,peroxidase,0.4438210138878283
7,patristic tree,peroxiredoxin,0.5834166896728453
7,patristic tree,phosphodiesterase,0.4474254111231084
7,patristic tree,rab_gtpase,0.5266171769012149
7,patristic tree,ras_gtpases,0.5521767978202842
7,patristic tree,rho_gtpase,0.5886559568844958
7,patristic tree,serine_protease,0.5187884891036688
7,patristic tree,serotonin_receptor,0.5624704901276543
7,patristic tree,steap_metalloreductase,0.3449093380387114
7,patristic tree,sulfotransferase,0.4792575338413031
7,patristic tree,taste2_receptor,0.6229570987481545
7,patristic tree,udp_glucuronosyltransferase,0.4777009977544737
7,species tree (mammal),adam_metallopeptidase,0.3626176762349501
7,species tree (mammal),adamts_metallopeptidase,0.3032922161272642
7,species tree (mammal),adrenoceptor,0.6344613892160619
7,species tree (mammal),alcohol_dehydrogenase,0.2007569970136814
7,species tree (mammal),aldehyde_dehydrogenase,0.3191161314742103
7,species tree (mammal),aldo_keto_reductase,0.4179903958966967
7,species tree (mammal),alkaline_phosphatase,0.395587900231863
7,species tree (mammal),arachidonate_lipoxygenase,0.519491607476901
7,species tree (mammal),arf_gtpase,0.3728659476298319
7,species tree (mammal),carbonic_anhydrase,0.3248937459983629
7,species tree (mammal),cxc_chemokine_receptor,0.4141999388061763
7,species tree (mammal),cytochrome_p450,0.465796004174476
7,species tree (mammal),dopamine_receptor,0.4462081308727213
7,species tree (mammal),ectonucleotide_pyrophosphatase,0.3914753766791303
7,species tree (mammal),ferritin,0.332234625794263
7,species tree (mammal),flavin_monooxygenase,0.411750160587488
7,species tree (mammal),globins,0.3427475878660024
7,species tree (mammal),glutamate_metabotropic,0.2420852241135486
7,species tree (mammal),glutaredoxin,0.3592661599818582
7,species tree (mammal),glutathione_peroxidase,0.3778987566271459
7,species tree (mammal),glutathione_s_transferase,0.2688963954720801
7,species tree (mammal),guanylate_binding_protein,0.3885375494071146
7,species tree (mammal),heme_oxygenase,0.3377565830396019
7,species tree (mammal),histamine_receptor,0.2804253827001545
7,species tree (mammal),histone_deacetylase_classI,0.2674668368328591
7,species tree (mammal),histone_h4,-0.1634814460901417
7,species tree (mammal),hox,0.52874890154905
7,species tree (mammal),m14_carboxypeptidase,0.3986706827195558
7,species tree (mammal),matrix_metalloproteinase,0.4661035634287839
7,species tree (mammal),metallothionein,0.4236238658829872
7,species tree (mammal),muscarinic_receptor,0.6492922093957691
7,species tree (mammal),nadph_oxidase,0.2696461719545549
7,species tree (mammal),nitric_oxide_synthase,0.4791138913991665
7,species tree (mammal),olfactory_receptors,0.4268981989932132
7,species tree (mammal),opsins,0.2594335843774723
7,species tree (mammal),p2y_receptor,0.3956330418756055
7,species tree (mammal),peroxidase,0.4382600096705751
7,species tree (mammal),peroxiredoxin,0.4970567971402812
7,species tree (mammal),phosphodiesterase,0.3774165403258067
7,species tree (mammal),rab_gtpase,0.3387145594638546
7,species tree (mammal),ras_gtpases,0.3750804030674187
7,species tree (mammal),rho_gtpase,0.4017195271058743
7,species tree (mammal),serine_protease,0.459714968981212
7,species tree (mammal),serotonin_receptor,0.5239557178615336
7,species tree (mammal),steap_metalloreductase,0.4196095900169507
7,species tree (mammal),sulfotransferase,0.3749890306279599
7,species tree (mammal),taste2_receptor,0.4770222225890823
7,species tree (mammal),udp_glucuronosyltransferase,0.548904823637444
7,GC content (control),adam_metallopeptidase,0.3675752558882261
7,GC content (control),adamts_metallopeptidase,0.3829751173449587
7,GC content (control),adrenoceptor,0.6334509808885259
7,GC content (control),alcohol_dehydrogenase,0.2042204003837845
7,GC content (control),aldehyde_dehydrogenase,0.3136032696554857
7,GC content (control),aldo_keto_reductase,0.3416212078048485
7,GC content (control),alkaline_phosphatase,0.3290923988966527
7,GC content (control),arachidonate_lipoxygenase,0.4655489681886826
7,GC content (control),arf_gtpase,0.4411452840055962
7,GC content (control),carbonic_anhydrase,0.3123397953207801
7,GC content (control),cxc_chemokine_receptor,0.5326322205428892
7,GC content (control),cytochrome_p450,0.4186240337929465
7,GC content (control),dopamine_receptor,0.4429368936528197
7,GC content (control),ectonucleotide_pyrophosphatase,0.4001706821801023
7,GC content (control),ferritin,0.4557468662626323
7,GC content (control),flavin_monooxygenase,0.3642818472416899
7,GC content (control),globins,0.5492400135628551
7,GC content (control),glutamate_metabotropic,0.375069494892624
7,GC content (control),glutaredoxin,0.5074058351712039
7,GC content (control),glutathione_peroxidase,0.5133681575556615
7,GC content (control),glutathione_s_transferase,0.3205181996225488
7,GC content (control),guanylate_binding_protein,0.4506525697351323
7,GC content (control),heme_oxygenase,0.5482560038224382
7,GC content (control),histamine_receptor,0.4248682686231819
7,GC content (control),histone_deacetylase_classI,0.3012266361193712
7,GC content (control),histone_h4,0.6442273879492865
7,GC content (control),hox,0.5440808676964731
7,GC content (control),m14_carboxypeptidase,0.3670401685374633
7,GC content (control),matrix_metalloproteinase,0.4354703550228888
7,GC content (control),metallothionein,0.1155746561654681
7,GC content (control),muscarinic_receptor,0.6610207815923004
7,GC content (control),nadph_oxidase,0.2537852826844361
7,GC content (control),nitric_oxide_synthase,0.5532185900397139
7,GC content (control),olfactory_receptors,0.4620094178034601
7,GC content (control),opsins,0.3236841840476639
7,GC content (control),p2y_receptor,0.3806208317520501
7,GC content (control),peroxidase,0.4193011846697096
7,GC content (control),peroxiredoxin,0.4149734510035984
7,GC content (control),phosphodiesterase,0.3209948913100118
7,GC content (control),rab_gtpase,0.364233321052092
7,GC content (control),ras_gtpases,0.3765211857563446
7,GC content (control),rho_gtpase,0.4670747784533513
7,GC content (control),serine_protease,0.4031364280204138
7,GC content (control),serotonin_receptor,0.4298769614649697
7,GC content (control),steap_metalloreductase,0.3625530182867826
7,GC content (control),sulfotransferase,0.4042186343382515
7,GC content (control),taste2_receptor,0.4318979339817946
7,GC content (control),udp_glucuronosyltransferase,0.1450375494663049
8,"k-mer composition (CDS, k=6)",adam_metallopeptidase,0.544217121204868
8,"k-mer composition (CDS, k=6)",adamts_metallopeptidase,0.4524656303099899
8,"k-mer composition (CDS, k=6)",adrenoceptor,0.7161158550536174
8,"k-mer composition (CDS, k=6)",alcohol_dehydrogenase,0.3748871449406208
8,"k-mer composition (CDS, k=6)",aldehyde_dehydrogenase,0.3750515609169746
8,"k-mer composition (CDS, k=6)",aldo_keto_reductase,0.451886782213077
8,"k-mer composition (CDS, k=6)",alkaline_phosphatase,0.3578230335196279
8,"k-mer composition (CDS, k=6)",arachidonate_lipoxygenase,0.6191414988377429
8,"k-mer composition (CDS, k=6)",arf_gtpase,0.5505320349624554
8,"k-mer composition (CDS, k=6)",carbonic_anhydrase,0.4378647072974492
8,"k-mer composition (CDS, k=6)",cxc_chemokine_receptor,0.5622108549396826
8,"k-mer composition (CDS, k=6)",cytochrome_p450,0.5323360485030818
8,"k-mer composition (CDS, k=6)",dopamine_receptor,0.5344181671111088
8,"k-mer composition (CDS, k=6)",ectonucleotide_pyrophosphatase,0.5823730107257349
8,"k-mer composition (CDS, k=6)",ferritin,0.6336480522365604
8,"k-mer composition (CDS, k=6)",flavin_monooxygenase,0.3303110958769251
8,"k-mer composition (CDS, k=6)",globins,0.6635647396075751
8,"k-mer composition (CDS, k=6)",glutamate_metabotropic,0.3937832238270361
8,"k-mer composition (CDS, k=6)",glutaredoxin,0.6830620643637622
8,"k-mer composition (CDS, k=6)",glutathione_peroxidase,0.6696227674670749
8,"k-mer composition (CDS, k=6)",glutathione_s_transferase,0.5131895271455391
8,"k-mer composition (CDS, k=6)",guanylate_binding_protein,0.5880105401844531
8,"k-mer composition (CDS, k=6)",heme_oxygenase,0.7376632801161103
8,"k-mer composition (CDS, k=6)",histamine_receptor,0.639444310711918
8,"k-mer composition (CDS, k=6)",histone_deacetylase_classI,0.3870226766153663
8,"k-mer composition (CDS, k=6)",histone_h4,0.6892498805542284
8,"k-mer composition (CDS, k=6)",hox,0.727861237946318
8,"k-mer composition (CDS, k=6)",m14_carboxypeptidase,0.5555212152886296
8,"k-mer composition (CDS, k=6)",matrix_metalloproteinase,0.5752393306341567
8,"k-mer composition (CDS, k=6)",metallothionein,0.6599832784451498
8,"k-mer composition (CDS, k=6)",muscarinic_receptor,0.7099500170814721
8,"k-mer composition (CDS, k=6)",nadph_oxidase,0.4349009819257575
8,"k-mer composition (CDS, k=6)",nitric_oxide_synthase,0.7120123617935649
8,"k-mer composition (CDS, k=6)",olfactory_receptors,0.6099087830354338
8,"k-mer composition (CDS, k=6)",opsins,0.6842300736822718
8,"k-mer composition (CDS, k=6)",p2y_receptor,0.5732269427704288
8,"k-mer composition (CDS, k=6)",peroxidase,0.4696736628521158
8,"k-mer composition (CDS, k=6)",peroxiredoxin,0.6245384005083391
8,"k-mer composition (CDS, k=6)",phosphodiesterase,0.4999076983920781
8,"k-mer composition (CDS, k=6)",rab_gtpase,0.5297956937434951
8,"k-mer composition (CDS, k=6)",ras_gtpases,0.586933374135653
8,"k-mer composition (CDS, k=6)",rho_gtpase,0.6152789498851847
8,"k-mer composition (CDS, k=6)",serine_protease,0.4694920945483579
8,"k-mer composition (CDS, k=6)",serotonin_receptor,0.5628013760318717
8,"k-mer composition (CDS, k=6)",steap_metalloreductase,0.3324420166509925
8,"k-mer composition (CDS, k=6)",sulfotransferase,0.4881293273377892
8,"k-mer composition (CDS, k=6)",taste2_receptor,0.6046590512239622
8,"k-mer composition (CDS, k=6)",udp_glucuronosyltransferase,0.3500530515236397
8,patristic tree,adam_metallopeptidase,0.4905187140295379
8,patristic tree,adamts_metallopeptidase,0.4543604853866346
8,patristic tree,adrenoceptor,0.7950290912004263
8,patristic tree,alcohol_dehydrogenase,0.425994860754219
8,patristic tree,aldehyde_dehydrogenase,0.4052637953787721
8,patristic tree,aldo_keto_reductase,0.4311430771272463
8,patristic tree,alkaline_phosphatase,0.1738738557624006
8,patristic tree,arachidonate_lipoxygenase,0.6011011603077044
8,patristic tree,arf_gtpase,0.5324336059944604
8,patristic tree,carbonic_anhydrase,0.5056880863217328
8,patristic tree,cxc_chemokine_receptor,0.5604478586130298
8,patristic tree,cytochrome_p450,0.5176920047811151
8,patristic tree,dopamine_receptor,0.5412199451357894
8,patristic tree,ectonucleotide_pyrophosphatase,0.6135211903661713
8,patristic tree,ferritin,0.7033069426117553
8,patristic tree,flavin_monooxygenase,0.3596934996486601
8,patristic tree,globins,0.6706132285514697
8,patristic tree,glutamate_metabotropic,0.3998423225200707
8,patristic tree,glutaredoxin,0.7373047944674762
8,patristic tree,glutathione_peroxidase,0.4805587142611029
8,patristic tree,glutathione_s_transferase,0.4020575164375808
8,patristic tree,guanylate_binding_protein,0.6620553359683794
8,patristic tree,heme_oxygenase,0.6910014513788099
8,patristic tree,histamine_receptor,0.5498050895401833
8,patristic tree,histone_deacetylase_classI,0.3063014158589673
8,patristic tree,hox,0.6825128626257785
8,patristic tree,m14_carboxypeptidase,0.5560228578046804
8,patristic tree,matrix_metalloproteinase,0.5288835760786075
8,patristic tree,metallothionein,0.3961986301282316
8,patristic tree,muscarinic_receptor,0.7020787488422575
8,patristic tree,nadph_oxidase,0.3918087292036007
8,patristic tree,nitric_oxide_synthase,0.6807376250240013
8,patristic tree,olfactory_receptors,0.5839020247678699
8,patristic tree,opsins,0.6408452704027833
8,patristic tree,p2y_receptor,0.5170235990416867
8,patristic tree,peroxidase,0.443231987606368
8,patristic tree,peroxiredoxin,0.5827416261868624
8,patristic tree,phosphodiesterase,0.4386720878282734
8,patristic tree,rab_gtpase,0.5121951381661689
