family,spearman_geodesic_patristic
adam_metallopeptidase,0.37612131366355694
adamts_metallopeptidase,0.24989583125535772
adrenoceptor,0.7805315863836644
alcohol_dehydrogenase,0.4727828321411209
aldehyde_dehydrogenase,0.33106462764858074
aldo_keto_reductase,0.42900472816527924
alkaline_phosphatase,0.1180591853966467
arachidonate_lipoxygenase,0.5360049290711552
arf_gtpase,0.5111053050998577
carbonic_anhydrase,0.5023887640497403
cxc_chemokine_receptor,0.7934175915283204
cytochrome_p450,0.4296300451327684
dopamine_receptor,0.5956270438349833
ectonucleotide_pyrophosphatase,0.40952526071485096
ferritin,0.7933085630946592
flavin_monooxygenase,0.2588142865730073
globins,0.6318296830269442
glutamate_metabotropic,0.3759921899587571
glutaredoxin,0.7071770294378972
glutathione_peroxidase,0.4304505364490801
glutathione_s_transferase,0.3349262216729502
guanylate_binding_protein,0.5528985507246376
heme_oxygenase,0.7593924942981547
histamine_receptor,0.44616263393875416
histone_deacetylase_classI,0.3432380784943108
hox,0.6589566820075011
m14_carboxypeptidase,0.3863520534120773
matrix_metalloproteinase,0.44633721529698
metallothionein,0.40532332129332294
muscarinic_receptor,0.725893063069813
nadph_oxidase,0.21834541321447484
nitric_oxide_synthase,0.5991677715035723
olfactory_receptors,0.6159321091854218
opsins,0.48412620199511475
p2y_receptor,0.5253844867463385
peroxidase,0.3603056898558557
peroxiredoxin,0.49893828096881493
phosphodiesterase,0.3914834894146831
rab_gtpase,0.48641439380037127
ras_gtpases,0.5453451601100588
rho_gtpase,0.5517760298870749
serine_protease,0.37408923341865197
serotonin_receptor,0.541867725729584
steap_metalloreductase,0.194260562614909
sulfotransferase,0.34989057742012875
taste2_receptor,0.6107604659567913
udp_glucuronosyltransferase,0.37427483390050237
