family,spearman_geodesic_speciestree
adam_metallopeptidase,0.24667014269026613
adamts_metallopeptidase,0.18020723650886564
adrenoceptor,0.5976489585420788
alcohol_dehydrogenase,0.29098548510313216
aldehyde_dehydrogenase,0.20900362481135115
aldo_keto_reductase,0.3497318784592411
alkaline_phosphatase,0.21465428276573784
arachidonate_lipoxygenase,0.45046833921099877
arf_gtpase,0.26681806960387366
carbonic_anhydrase,0.1892686600265629
cxc_chemokine_receptor,0.4766156054367175
cytochrome_p450,0.3242294318126176
dopamine_receptor,0.42791242448334704
ectonucleotide_pyrophosphatase,0.24233692064462478
ferritin,0.25917953239506364
flavin_monooxygenase,0.2843014945129761
globins,0.36520378529623265
glutamate_metabotropic,0.18189651337518895
glutaredoxin,0.30978759345106605
glutathione_peroxidase,0.3160903638476927
glutathione_s_transferase,0.17109333982833422
guanylate_binding_protein,0.3796442687747035
heme_oxygenase,0.3778042712004976
histamine_receptor,0.17372658673156147
histone_deacetylase_classI,0.13451161833094927
histone_h4,-0.007883420926899188
hox,0.46801647287378134
m14_carboxypeptidase,0.24259580306370707
matrix_metalloproteinase,0.34959596320090824
metallothionein,0.3072264583957697
muscarinic_receptor,0.5243492956259339
nadph_oxidase,0.12281170075725024
nitric_oxide_synthase,0.4145788545142695
olfactory_receptors,0.3447025939841955
opsins,0.22065038901434963
p2y_receptor,0.42109992516409106
peroxidase,0.333186163151777
peroxiredoxin,0.366076901757501
phosphodiesterase,0.29506445356349925
rab_gtpase,0.23400580170185867
ras_gtpases,0.28097683494662157
rho_gtpase,0.31580715587461905
serine_protease,0.3497327087599582
serotonin_receptor,0.49292353585590165
steap_metalloreductase,0.1871636694539073
sulfotransferase,0.24414916244897406
taste2_receptor,0.4292244962338469
udp_glucuronosyltransferase,0.4429678758555764
