family,spearman_geodesic_gc
adam_metallopeptidase,0.282810454420596
adamts_metallopeptidase,0.23469695274101124
adrenoceptor,0.5593930250451205
alcohol_dehydrogenase,0.2009942410497506
aldehyde_dehydrogenase,0.1934201537273535
aldo_keto_reductase,0.32713456140875613
alkaline_phosphatase,0.2875799365827314
arachidonate_lipoxygenase,0.3411692974886929
arf_gtpase,0.4043311134763359
carbonic_anhydrase,0.2810991877663954
cxc_chemokine_receptor,0.58729742008024
cytochrome_p450,0.30937423605857894
dopamine_receptor,0.40226577200477004
ectonucleotide_pyrophosphatase,0.23080849738574866
ferritin,0.4353514140512952
flavin_monooxygenase,0.24107238337424625
globins,0.513423502143981
glutamate_metabotropic,0.3078619502632692
glutaredoxin,0.49312742067284593
glutathione_peroxidase,0.4714937569787057
glutathione_s_transferase,0.24385029051114923
guanylate_binding_protein,0.3171504815848748
heme_oxygenase,0.4660868032760277
histamine_receptor,0.25119080632832413
histone_deacetylase_classI,0.18905160729039006
histone_h4,0.8068538499982733
hox,0.4942963891351322
m14_carboxypeptidase,0.22420284068857363
matrix_metalloproteinase,0.33610533957001393
metallothionein,0.13130058263033698
muscarinic_receptor,0.5519363489644589
nadph_oxidase,0.1219279659461386
nitric_oxide_synthase,0.47778697088394756
olfactory_receptors,0.4209071461307298
opsins,0.2418884359926953
p2y_receptor,0.29489201538576587
peroxidase,0.2966531606341988
peroxiredoxin,0.3947512369230465
phosphodiesterase,0.23838539335981315
rab_gtpase,0.305680854148622
ras_gtpases,0.33119484018189915
rho_gtpase,0.38509446725018676
serine_protease,0.2944740638425866
serotonin_receptor,0.3527330153276389
steap_metalloreductase,0.30474920191606103
sulfotransferase,0.21265563256399891
taste2_receptor,0.38073222781196897
udp_glucuronosyltransferase,0.09908956329432968
