family,spearman_geodesic_speciestree
adam_metallopeptidase,0.3463749031490508
adamts_metallopeptidase,0.398142876977143
adrenoceptor,0.584398185811489
alcohol_dehydrogenase,0.32754357941523715
aldehyde_dehydrogenase,0.3616719491997869
aldo_keto_reductase,0.49093548103068035
alkaline_phosphatase,0.5031261308351092
arachidonate_lipoxygenase,0.5069377850216943
arf_gtpase,0.30008409721707063
carbonic_anhydrase,0.21364384415100937
cxc_chemokine_receptor,0.48327714192628046
cytochrome_p450,0.44008746718816566
dopamine_receptor,0.4697750080814238
ectonucleotide_pyrophosphatase,0.35532061326933173
ferritin,0.26744510236721347
flavin_monooxygenase,0.21798076619579393
globins,0.39713953072659275
glutamate_metabotropic,0.30381061381647556
glutaredoxin,0.2842880883759222
glutathione_peroxidase,0.3644666117363658
glutathione_s_transferase,0.2380625203363178
guanylate_binding_protein,0.4938076416337285
heme_oxygenase,0.31340452000829355
histamine_receptor,0.2433792358604624
histone_deacetylase_classI,0.30110290591059324
histone_h4,0.08689281732759994
hox,0.5514021384115423
m14_carboxypeptidase,0.3582527565164077
matrix_metalloproteinase,0.4047635624949074
metallothionein,0.37465601725977543
muscarinic_receptor,0.6367712420559815
nadph_oxidase,0.2932300623372944
nitric_oxide_synthase,0.5560561277114773
olfactory_receptors,0.2568368394370856
opsins,0.14876326332071524
p2y_receptor,0.5579623897985405
peroxidase,0.5583843193358728
peroxiredoxin,0.3527446649495168
phosphodiesterase,0.36086718532722445
rab_gtpase,0.29393012057762646
ras_gtpases,0.3298050235349222
rho_gtpase,0.36499275091432054
serine_protease,0.3561112014101491
serotonin_receptor,0.5138495413176595
steap_metalloreductase,0.24415802092571334
sulfotransferase,0.3639184875072254
taste2_receptor,0.36880215244393594
udp_glucuronosyltransferase,0.41636263320755307
