family,spearman_geodesic_kmer
adam_metallopeptidase,0.5672462194777886
adamts_metallopeptidase,0.5154893840432526
adrenoceptor,0.6916043847757964
alcohol_dehydrogenase,0.3010625737898465
aldehyde_dehydrogenase,0.4688524090547519
aldo_keto_reductase,0.5371063574120238
alkaline_phosphatase,0.6637181188264778
arachidonate_lipoxygenase,0.7010340703323314
arf_gtpase,0.47815700272448836
carbonic_anhydrase,0.37775149256843005
cxc_chemokine_receptor,0.8424416204068464
cytochrome_p450,0.545740827095546
dopamine_receptor,0.578189278453561
ectonucleotide_pyrophosphatase,0.437214961795339
ferritin,0.8320525309211865
flavin_monooxygenase,0.2550427215860446
globins,0.6836281774341164
glutamate_metabotropic,0.44884066874088724
glutaredoxin,0.5549018977686535
glutathione_peroxidase,0.669413402601011
glutathione_s_transferase,0.3688408316634975
guanylate_binding_protein,0.514361001317523
heme_oxygenase,0.6864918100767158
histamine_receptor,0.6067613323936794
histone_deacetylase_classI,0.5386966419296836
histone_h4,0.7326962892180283
hox,0.7184707697678133
m14_carboxypeptidase,0.4916773071469276
matrix_metalloproteinase,0.5708488636414758
metallothionein,0.47802854557878127
muscarinic_receptor,0.8315910303768473
nadph_oxidase,0.4985840463957077
nitric_oxide_synthase,0.7249772184912779
olfactory_receptors,0.4508239481234612
opsins,0.3794102352763795
p2y_receptor,0.7325356916751051
peroxidase,0.6055265048464916
peroxiredoxin,0.4349072230522138
phosphodiesterase,0.5064172934509573
rab_gtpase,0.4579041766537833
ras_gtpases,0.5742664084618138
rho_gtpase,0.5978525298349711
serine_protease,0.49531863103314266
serotonin_receptor,0.6686564899537851
steap_metalloreductase,0.25932703086934217
sulfotransferase,0.42538501773506654
taste2_receptor,0.465409010379094
udp_glucuronosyltransferase,0.25856000802524864
