family,spearman_geodesic_gc
adam_metallopeptidase,0.44544346372329846
adamts_metallopeptidase,0.5198987654486865
adrenoceptor,0.6339436672493239
alcohol_dehydrogenase,-0.007931698513383849
aldehyde_dehydrogenase,0.3940632815423144
aldo_keto_reductase,0.44515431885069046
alkaline_phosphatase,0.5572651839260166
arachidonate_lipoxygenase,0.5511392284291446
arf_gtpase,0.4189834690160898
carbonic_anhydrase,0.28190811298060053
cxc_chemokine_receptor,0.7102341262020841
cytochrome_p450,0.44920803271070797
dopamine_receptor,0.43935641609882603
ectonucleotide_pyrophosphatase,0.31672429307420963
ferritin,0.720944708665672
flavin_monooxygenase,0.28312711722216805
globins,0.5431831752762363
glutamate_metabotropic,0.45624236877790736
glutaredoxin,0.4101455118078956
glutathione_peroxidase,0.5336435169936538
glutathione_s_transferase,0.23318569270608688
guanylate_binding_protein,0.3034758369400744
heme_oxygenase,0.4283663091821449
histamine_receptor,0.46944468801898603
histone_deacetylase_classI,0.348748031016282
histone_h4,0.9143684979277734
hox,0.5705058376116537
m14_carboxypeptidase,0.35080613917126224
matrix_metalloproteinase,0.5064034485200725
metallothionein,0.13134059827659259
muscarinic_receptor,0.6919809621320563
nadph_oxidase,0.43331083323604913
nitric_oxide_synthase,0.6058377674707209
olfactory_receptors,0.3923053830621975
opsins,0.2783849242063838
p2y_receptor,0.36150431488871076
peroxidase,0.5887752627636712
peroxiredoxin,0.32178550850315996
phosphodiesterase,0.3743131479957149
rab_gtpase,0.31267568973013254
ras_gtpases,0.3839367039475487
rho_gtpase,0.4939169753491734
serine_protease,0.3821737074673413
serotonin_receptor,0.5142963520363593
steap_metalloreductase,0.34305917711620054
sulfotransferase,0.3383166999320356
taste2_receptor,0.415499674453907
udp_glucuronosyltransferase,0.05162953526911124
