family,spearman_geodesic_gc
adam_metallopeptidase,0.27678969320947705
adamts_metallopeptidase,0.21576025349758007
adrenoceptor,0.5444084667067407
alcohol_dehydrogenase,0.21973999786903523
aldehyde_dehydrogenase,0.17410957349261386
aldo_keto_reductase,0.31486299046182975
alkaline_phosphatase,0.2948477169329529
arachidonate_lipoxygenase,0.3279166584364401
arf_gtpase,0.3924413268992678
carbonic_anhydrase,0.27409559911234066
cxc_chemokine_receptor,0.5458214514140649
cytochrome_p450,0.2918575365231071
dopamine_receptor,0.36248365624915274
ectonucleotide_pyrophosphatase,0.22273680640126597
ferritin,0.4258631461940423
flavin_monooxygenase,0.23949736147282139
globins,0.49958199403946085
glutamate_metabotropic,0.2884020621984969
glutaredoxin,0.4823467104356221
glutathione_peroxidase,0.45309046757427246
glutathione_s_transferase,0.2282474202440439
guanylate_binding_protein,0.3199511342001876
heme_oxygenase,0.44803259399624296
histamine_receptor,0.22995827652849488
histone_deacetylase_classI,0.1737287685726758
histone_h4,0.7679082742550246
hox,0.47390096703560985
m14_carboxypeptidase,0.20764391846924493
matrix_metalloproteinase,0.3195740525675465
metallothionein,0.1211053573029544
muscarinic_receptor,0.5278594445532004
nadph_oxidase,0.09966430444601222
nitric_oxide_synthase,0.4786831915652792
olfactory_receptors,0.3873217602243667
opsins,0.24515099537338647
p2y_receptor,0.27850580746991394
peroxidase,0.2786219468780728
peroxiredoxin,0.38638929495225305
phosphodiesterase,0.215000674563401
rab_gtpase,0.2923974929063941
ras_gtpases,0.30571218787700344
rho_gtpase,0.36964937400615433
serine_protease,0.278917745781681
serotonin_receptor,0.331033396218468
steap_metalloreductase,0.27194477485412105
sulfotransferase,0.1918745102526168
taste2_receptor,0.3771614746974213
udp_glucuronosyltransferase,0.08766383173507974
