family,spearman_geodesic_kmer
adam_metallopeptidase,0.40893419275062304
adamts_metallopeptidase,0.24229128204949418
adrenoceptor,0.677922436611159
alcohol_dehydrogenase,0.39940968122786297
aldehyde_dehydrogenase,0.2572105274437039
aldo_keto_reductase,0.3660217409928476
alkaline_phosphatase,0.2621393054829587
arachidonate_lipoxygenase,0.4879610233751537
arf_gtpase,0.46891879179173845
carbonic_anhydrase,0.376250979545763
cxc_chemokine_receptor,0.7404084532562218
cytochrome_p450,0.4252481243399192
dopamine_receptor,0.563732145799381
ectonucleotide_pyrophosphatase,0.37083618372551247
ferritin,0.7130623356911892
flavin_monooxygenase,0.23703294344908737
globins,0.6502346919030876
glutamate_metabotropic,0.3008362434313669
glutaredoxin,0.6350582785501145
glutathione_peroxidase,0.6270848523360302
glutathione_s_transferase,0.3703641554215161
guanylate_binding_protein,0.464361001317523
heme_oxygenase,0.7470868753887621
histamine_receptor,0.46423312859648014
histone_deacetylase_classI,0.2616471859824725
histone_h4,0.7363115145723842
hox,0.6676483803417554
m14_carboxypeptidase,0.3602416591345371
matrix_metalloproteinase,0.45854182463846904
metallothionein,0.41638280619027734
muscarinic_receptor,0.6685713910073396
nadph_oxidase,0.22960994489205896
nitric_oxide_synthase,0.6467234802811381
olfactory_receptors,0.5641368418574599
opsins,0.5384213275002276
p2y_receptor,0.5332278711482884
peroxidase,0.32401723502373286
peroxiredoxin,0.49380768627806154
phosphodiesterase,0.36596096398301425
rab_gtpase,0.43524680597798904
ras_gtpases,0.5345323272609971
rho_gtpase,0.5233963047318809
serine_protease,0.37043575952495106
serotonin_receptor,0.5546620332530425
steap_metalloreductase,0.158312295072931
sulfotransferase,0.3165827188490846
taste2_receptor,0.6108122991829386
udp_glucuronosyltransferase,0.20563156392033394
