family,spearman_geodesic_patristic
adam_metallopeptidase,0.372192134810161
adamts_metallopeptidase,0.24029239150454648
adrenoceptor,0.774740097070009
alcohol_dehydrogenase,0.478262379331898
aldehyde_dehydrogenase,0.3167943001686096
aldo_keto_reductase,0.4199709279140152
alkaline_phosphatase,0.12428129146395399
arachidonate_lipoxygenase,0.5341557813924337
arf_gtpase,0.5137361583662181
carbonic_anhydrase,0.49540526602509105
cxc_chemokine_receptor,0.787896831535515
cytochrome_p450,0.41972798829869706
dopamine_receptor,0.5813092738043363
ectonucleotide_pyrophosphatase,0.40576051395890483
ferritin,0.8030447967904373
flavin_monooxygenase,0.25814872793191856
globins,0.627238588788933
glutamate_metabotropic,0.3696727250156922
glutaredoxin,0.6979762068937961
glutathione_peroxidase,0.427075552827942
glutathione_s_transferase,0.33108385252584044
guanylate_binding_protein,0.5463768115942029
heme_oxygenase,0.7751088534107402
histamine_receptor,0.4593494129905624
histone_deacetylase_classI,0.34310021775913746
hox,0.6507325542213221
m14_carboxypeptidase,0.38305292330143165
matrix_metalloproteinase,0.4424752892999795
metallothionein,0.39785604103158123
muscarinic_receptor,0.7242386598600183
nadph_oxidase,0.2123656523299451
nitric_oxide_synthase,0.6017579659657356
olfactory_receptors,0.6107055592732724
opsins,0.4901096425448436
p2y_receptor,0.5101785032948647
peroxidase,0.35096145780821314
peroxiredoxin,0.4866593770809585
phosphodiesterase,0.380441386736741
rab_gtpase,0.4791618712719214
ras_gtpases,0.542394498313493
rho_gtpase,0.5527497379902914
serine_protease,0.3698011647181435
serotonin_receptor,0.5374791588721036
steap_metalloreductase,0.19014444803034025
sulfotransferase,0.3450641597588186
taste2_receptor,0.6191037839207688
udp_glucuronosyltransferase,0.3767503144508492
