condition,rho_vs_natural_between,between_metric,degenerate_block,written_at,generator
natural,1.0,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
gc_match,0.5195086197868196,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
dinuc_shuffle,0.5280558421448139,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
kmer4_shuffle,0.5215333597282138,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
kmer6_shuffle,0.5394367071429601,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
synonymous_recode,0.8831088946338103,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
missense_subset,0.6051919483429995,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
paired_p3_syn,0.8400166910802869,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
paired_p3_missense,0.5540345213532237,wasserstein,True,2026-08-31,mammal_controls_score:transcript_cdsmask
