family,spearman_geodesic_kmer
adam_metallopeptidase,0.7899014537766624
adamts_metallopeptidase,0.7362650074364203
adrenoceptor,0.8288760479830892
alcohol_dehydrogenase,0.7231196610875754
aldehyde_dehydrogenase,0.7809645736685947
aldo_keto_reductase,0.8346107733514667
alkaline_phosphatase,0.8236232291959845
arachidonate_lipoxygenase,0.820225859895265
arf_gtpase,0.7566882392020274
carbonic_anhydrase,0.6787489255820089
cxc_chemokine_receptor,0.8665603619566052
cytochrome_p450,0.8275832636135461
dopamine_receptor,0.7658855986704973
ectonucleotide_pyrophosphatase,0.7860684332825149
ferritin,0.7925635330423577
flavin_monooxygenase,0.7652760399002949
globins,0.866977736941413
glutamate_metabotropic,0.5712834395954739
glutaredoxin,0.7810225919583402
glutathione_peroxidase,0.8502579075630362
glutathione_s_transferase,0.6788519146164764
guanylate_binding_protein,0.9092885375494071
heme_oxygenase,0.813477088948787
histamine_receptor,0.8135665512653362
histone_deacetylase_classI,0.802791129194439
histone_h4,0.8898550724637682
hox,0.8468510527069009
m14_carboxypeptidase,0.7763474202368396
matrix_metalloproteinase,0.7942437489606907
metallothionein,0.6288076088921155
muscarinic_receptor,0.790456573649566
nadph_oxidase,0.8214187822843995
nitric_oxide_synthase,0.91045173286865
olfactory_receptors,0.7856541198847006
opsins,0.7836918685044941
p2y_receptor,0.826772206448701
peroxidase,0.878126578202815
peroxiredoxin,0.7756497950823176
phosphodiesterase,0.7075322280351793
rab_gtpase,0.7628698298572947
ras_gtpases,0.7791448095513503
rho_gtpase,0.8208783635920943
serine_protease,0.7287954012460791
serotonin_receptor,0.8068796181393504
steap_metalloreductase,0.7542218513403322
sulfotransferase,0.7753800479048307
taste2_receptor,0.7610733795789087
udp_glucuronosyltransferase,0.751723885146345
