family,spearman_geodesic_patristic
adam_metallopeptidase,0.7123977459185289
adamts_metallopeptidase,0.6608244022510564
adrenoceptor,0.8172568438836054
alcohol_dehydrogenase,0.7940343079380511
aldehyde_dehydrogenase,0.6959249218607295
aldo_keto_reductase,0.6953622865247943
alkaline_phosphatase,0.5117539838902068
arachidonate_lipoxygenase,0.660469096960205
arf_gtpase,0.5349906759192259
carbonic_anhydrase,0.5998989781224628
cxc_chemokine_receptor,0.7222594651230235
cytochrome_p450,0.7703950005724203
dopamine_receptor,0.6812926307266421
ectonucleotide_pyrophosphatase,0.766786616305616
ferritin,0.855102389569539
flavin_monooxygenase,0.7051444788057549
globins,0.7880249985298428
glutamate_metabotropic,0.4904068599688785
glutaredoxin,0.7480364239285149
glutathione_peroxidase,0.5504522580285667
glutathione_s_transferase,0.47523917860007225
guanylate_binding_protein,0.9060606060606059
heme_oxygenase,0.6248600456147626
histamine_receptor,0.673460478172121
histone_deacetylase_classI,0.40020177160619175
hox,0.7169311018179858
m14_carboxypeptidase,0.6920081875060935
matrix_metalloproteinase,0.6573016174619434
metallothionein,0.33343444470852895
muscarinic_receptor,0.7164361553877876
nadph_oxidase,0.757300546070731
nitric_oxide_synthase,0.8069198502530607
olfactory_receptors,0.6618666945058904
opsins,0.6693408335352632
p2y_receptor,0.7098190452437613
peroxidase,0.6504891172166837
peroxiredoxin,0.7420305208774363
phosphodiesterase,0.5854879591849399
rab_gtpase,0.5389164341461535
ras_gtpases,0.5398543772837278
rho_gtpase,0.5993526002377096
serine_protease,0.6543366558449815
serotonin_receptor,0.6945730035797761
steap_metalloreductase,0.5100474942936458
sulfotransferase,0.7160262269214105
taste2_receptor,0.7222495857058435
udp_glucuronosyltransferase,0.6782191664544606
