family,spearman_geodesic_speciestree
adam_metallopeptidase,0.48470772689891606
adamts_metallopeptidase,0.5049216818604245
adrenoceptor,0.6082660611468133
alcohol_dehydrogenase,0.2615181609834016
aldehyde_dehydrogenase,0.5596156006658033
aldo_keto_reductase,0.6977193157746143
alkaline_phosphatase,0.6317933872113437
arachidonate_lipoxygenase,0.5956430953301218
arf_gtpase,0.5048971304327672
carbonic_anhydrase,0.39529436403361534
cxc_chemokine_receptor,0.44984501430455065
cytochrome_p450,0.6264222072219222
dopamine_receptor,0.4641563320311852
ectonucleotide_pyrophosphatase,0.4805905016104404
ferritin,0.3174576187914679
flavin_monooxygenase,0.5907686155460329
globins,0.5211261534834645
glutamate_metabotropic,0.3608195662196095
glutaredoxin,0.4279310260913979
glutathione_peroxidase,0.4609684762500858
glutathione_s_transferase,0.36793965166165615
guanylate_binding_protein,0.46449275362318837
heme_oxygenase,0.38373419033796385
histamine_receptor,0.44581002356845856
histone_deacetylase_classI,0.5163651973746625
histone_h4,-0.07268673355629877
hox,0.6021303941567476
m14_carboxypeptidase,0.5100522419655951
matrix_metalloproteinase,0.5167941482621071
metallothionein,0.4982380074419761
muscarinic_receptor,0.6825665482830859
nadph_oxidase,0.5252438980340358
nitric_oxide_synthase,0.5531649751731033
olfactory_receptors,0.468681479812988
opsins,0.3588455827189641
p2y_receptor,0.48817587085566616
peroxidase,0.6746290333136721
peroxiredoxin,0.5650860215424656
phosphodiesterase,0.49223764073392284
rab_gtpase,0.4901330762142428
ras_gtpases,0.44025149130080155
rho_gtpase,0.5359727243325323
serine_protease,0.4815938652930197
serotonin_receptor,0.6208544501017459
steap_metalloreductase,0.5217131584956065
sulfotransferase,0.49977210199636135
taste2_receptor,0.530717830283184
udp_glucuronosyltransferase,0.49896385551465766
