panel,layer,layer_name,v_norm,v_norm_over_mean_delta_norm,delta_norm_median,delta_norm_cv,loo_mean,loo_median,loo_std,loo_min,loo_max,loo_frac_pos,loo_frac_gt25,coherence,coherence_isotropic_floor,split_median,split_p2.5,split_p97.5,null_signflip_loo_median,null_signflip_coherence_median,null_mismatch_loo_median,null_mismatch_coherence_median,null_mismatchpool_loo_median,null_mismatchpool_coherence_median,p_signflip_loo,p_signflip_coherence,p_mismatch_loo,p_mismatch_coherence,p_mismatchpool_loo,p_mismatchpool_coherence
paired103,10,blocks.10,0.403592820136482,0.3880151019555427,0.2806113140770385,2.285668748301267,-0.0234714975162183,-0.0476084361885945,0.6579682173021649,-0.9871642801382092,0.9901107766859986,0.4466019417475728,0.3300970873786408,0.1679172208556122,0.0985329278164293,0.9696042373308964,-0.8799829583308502,0.995226017559727,0.0029874270848107,0.0853774691400711,0.0526792816755919,0.0761493352768292,0.0459076760323748,0.0625384229781203,0.6296851574212894,0.0249875062468765,0.96151924037981,0.0064967516241879,0.9265367316341828,0.016991504247876
paired103,11,blocks.11,0.3992505304935554,0.3808272757111499,0.299795623404819,2.266366035479393,-0.0229072041898097,-0.0564664503858887,0.6461935762802896,-0.9847038677181618,0.9890411517751434,0.4466019417475728,0.3203883495145631,0.1669274633778827,0.0985329278164293,0.9650128581388148,-0.8042492396009489,0.9945011498847388,0.008009377625935,0.0882171184036702,0.0522859540734357,0.0772462592602551,0.0447825959416997,0.0632385359019368,0.6441779110444777,0.0284857571214392,0.9620189905047476,0.0054972513743128,0.9220389805097452,0.0129935032483758
paired103,12,blocks.12,0.3956731983313205,0.3733919180893406,0.3197733805021214,2.241342793123486,-0.0229492767480948,-0.0826035069173835,0.6365970261299586,-0.9828005172067386,0.987713363197655,0.4660194174757281,0.3106796116504854,0.1695470956311069,0.0985329278164293,0.9644309810675492,-0.8289596543711039,0.993444100397612,0.0076748724883851,0.0885373502234847,0.0486213990985638,0.0753230558644755,0.041722410939573,0.062798094187158,0.6401799100449775,0.0174912543728135,0.9525237381309344,0.0069965017491254,0.9055472263868066,0.0129935032483758
paired103,13,blocks.13,0.3900981915447291,0.3634442986954551,0.3285127143605485,2.213581222414283,-0.0145832212956241,-0.0582383809096839,0.6199462416862347,-0.97725539830226,0.9850954884814768,0.4660194174757281,0.2912621359223301,0.1658260829468535,0.0985329278164293,0.9526190771873758,-0.7873084965721963,0.9912227400847908,0.0055910883775419,0.0879336723187244,0.0494116492967589,0.0782540068876549,0.0388007611764649,0.0644684603491019,0.6061969015492253,0.0204897551224387,0.9435282358820588,0.0049975012493753,0.8615692153923038,0.0144927536231884
paired103,14,blocks.14,0.3910902707424184,0.3631561892818599,0.3366618506621712,2.206599714538481,-0.0126990986355775,-0.0524565419584039,0.6166734125141882,-0.9767545655394102,0.9846012748146622,0.4660194174757281,0.3009708737864077,0.163874099112771,0.0985329278164293,0.9468836235170204,-0.8062766622362474,0.99058530857932,0.0068289348630087,0.0885192984418182,0.0466179670587217,0.0765473317324541,0.0383010927614308,0.0635439243708832,0.6041979010494752,0.0264867566216891,0.9345327336331836,0.0064967516241879,0.8480759620189905,0.0089955022488755
paired103,15,blocks.15,0.3932046295003685,0.3626456094596493,0.3468045373456599,2.1928750044046623,-0.0114094660547514,-0.0460307705621189,0.6126187655900729,-0.9767318222629308,0.9835170966698252,0.4466019417475728,0.3009708737864077,0.161804968382134,0.0985329278164293,0.9261020316219316,-0.7992408939291752,0.990082636297594,0.0060617428055293,0.0891196420550517,0.0512779910070603,0.0781553596668069,0.0382857819288372,0.0628627614046803,0.5982008995502249,0.0249875062468765,0.9320339830084956,0.0064967516241879,0.8495752123938031,0.0109945027486256
paired103,16,blocks.16,0.4103781207785053,0.3708240492478389,0.3429586545316931,2.191705795123193,-0.0077096845245132,-0.079422617361892,0.6128387700430515,-0.9794836933439128,0.9833226428698674,0.4466019417475728,0.2912621359223301,0.1619473257461723,0.0985329278164293,0.9483006050800508,-0.8131717569528429,0.9900512143411144,0.0079874368964465,0.0901589173774862,0.0529404205355096,0.0786054536616597,0.0397879429938181,0.0625977969386816,0.5782108945527237,0.0314842578710644,0.9390304847576212,0.0099950024987506,0.8455772113943029,0.0154922538730634
paired103,17,blocks.17,0.3995649871399293,0.3528862110800981,0.3947475717572126,2.1210030328447584,0.0086565594943504,-0.0129840297063581,0.5743408921993556,-0.9658462305787112,0.97209076011399,0.4563106796116505,0.3009708737864077,0.1770603996623468,0.0985329278164293,0.9225132906247332,-0.7431836370584104,0.985859596761107,0.0014908490888471,0.0894565191477987,0.0478727859901797,0.0817147825516504,0.0304432642677828,0.0633173642398168,0.4592703648175912,0.008495752123938,0.8490754622688655,0.0024987506246876,0.7011494252873564,0.0054972513743128
paired103,18,blocks.18,0.3982797217443929,0.3522343385260508,0.3932955329859164,2.111606309797105,0.0109312223252851,-0.0265020310418169,0.5706776516692209,-0.9639657211005288,0.9713967139706696,0.4757281553398058,0.3009708737864077,0.1775782274400384,0.0985329278164293,0.9159165129014624,-0.712546796387259,0.9844698144582188,0.0042895704715757,0.0910619503211736,0.0486147641965514,0.0826235252072117,0.0297256999036221,0.0634841982400071,0.4627686156921539,0.0099950024987506,0.8505747126436781,0.0044977511244377,0.6611694152923538,0.0044977511244377
paired103,19,blocks.19,0.3979463466249117,0.3479511292067334,0.4155616409193048,2.0888060577643524,0.0133476625840691,-0.0089878102587911,0.5637275187900865,-0.9621860923520238,0.9690176177998971,0.4951456310679611,0.2912621359223301,0.1760325205573627,0.0985329278164293,0.9220305462972832,-0.7324749234410916,0.9837102069420872,0.0052357081441327,0.0915114378848618,0.0474122021280841,0.0818369812898754,0.0294523611671079,0.0642998552017245,0.4657671164417791,0.0099950024987506,0.8235882058970515,0.000999500249875,0.6326836581709145,0.0024987506246876
paired103,20,blocks.20,0.3888969462752871,0.3314708332017974,0.453881691892285,2.034436524449048,0.0164566872621422,-0.0133178341596208,0.5353435655810052,-0.9445174703052738,0.9609341436032338,0.4757281553398058,0.2815533980582524,0.1928107787692263,0.0985329278164293,0.8713931971312074,-0.651174179586462,0.9797154793983168,0.0047066547273005,0.0915311600280748,0.0387321581508385,0.0836207097785937,0.0156015909203085,0.0637475160954127,0.4287856071964018,0.0029985007496251,0.7436281859070465,0.0004997501249375,0.4902548725637181,0.0024987506246876
paired103,21,blocks.21,0.4012921646954546,0.3365630226657422,0.4773321934494626,2.0054928727659918,0.0317299672263847,0.0126030445324097,0.5207896724038527,-0.9319154019234288,0.9554005210418038,0.5145631067961165,0.3009708737864077,0.201104567058518,0.0985329278164293,0.8762746165111929,-0.6579309903675246,0.9763428745412078,0.0067691235857291,0.0920612023820048,0.0403488909688228,0.0881716163768495,0.0131111823968782,0.0658632575076019,0.3493253373313343,0.000999500249875,0.6051974012993503,0.0004997501249375,0.3363318340829585,0.0004997501249375
paired103,22,blocks.22,0.4385235766230587,0.3500896655806692,0.5709404190098322,1.897491060967158,0.1168888951246867,0.0704990680223129,0.4686401143960628,-0.8866838660413975,0.9151769089966668,0.6116504854368932,0.3883495145631068,0.2775029802611395,0.0985329278164293,0.8647804684138738,-0.3940392247319849,0.9747619217751864,0.0041849401648991,0.0923522592559681,0.0536079896448134,0.1128393164935341,0.0109526755151804,0.0770227165783475,0.0199900049975012,0.0004997501249375,0.0189905047476261,0.0004997501249375,0.0044977511244377,0.0004997501249375
paired103,23,blocks.23,0.5145764365780072,0.3763012783544034,0.6669637392054464,1.7555041726103828,0.1975260486250985,0.2201336789310697,0.4198515883434139,-0.8293927659438015,0.8673084911544878,0.6990291262135923,0.4563106796116505,0.3386253558505508,0.0985329278164293,0.8623010588870076,-0.1472526303111131,0.9733741286233994,0.0018422277877582,0.0923952526325074,0.0761119511554476,0.1369700073527678,0.0227824610693052,0.0916409269311651,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
paired103,24,blocks.24,0.7633237085565513,0.4472553158520879,1.4145294081881583,0.6831138357110873,0.4404309092691463,0.4916848039645257,0.2154849558427978,-0.1800792749549085,0.7855648542848779,0.9514563106796116,0.8349514563106796,0.4691542306069783,0.0985329278164293,0.9093221869756828,0.709204194874495,0.9581008105126848,-0.0011063152900657,0.0929102428970296,0.1757429999540455,0.2260699042361652,0.105319138122529,0.1718809329024245,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
paired103,25,blocks.25,1.082387108812321,0.4992174706995403,1.903438679855414,0.5685133580009969,0.4937216265799585,0.5526628943455284,0.2126567022581292,-0.1955757330326832,0.8095370504007814,0.9611650485436892,0.8543689320388349,0.5144362279625829,0.0985329278164293,0.9339850648044544,0.8395897915285939,0.9655269844771858,-0.0029374982335378,0.0917237563697269,0.2217696471055119,0.2619351863145236,0.1533663443995132,0.2051306018515841,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
paired103,26,blocks.26,2.0791428816719857,0.6287742140962073,3.1178208976747235,0.4042795985387764,0.6237850980828911,0.6810701359483586,0.191784807935251,-0.0622086128596689,0.8621395073861883,0.9805825242718448,0.941747572815534,0.6349965011133979,0.0985329278164293,0.9687871967763884,0.9365291386128208,0.98279913296651,-0.0085602721376419,0.088243047206968,0.366212737275246,0.3896745514164247,0.2921040532046709,0.3219169889542429,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
paired103,27,blocks.27,4.490400392628697,0.7126052423940794,6.134929331398005,0.3226400337137273,0.694043732902053,0.7299255858159941,0.165299802530106,0.0478544456442118,0.8976941024036394,1.0,0.970873786407767,0.7019094026453911,0.0985329278164293,0.9811998783212824,0.964480637019603,0.9894033989834904,-0.0079846516455286,0.0851741540330449,0.5139061950255097,0.5278625751668238,0.4470210473512612,0.4641010451088326,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
paired103,28,blocks.28,756.4110324432158,0.7670112347982754,794.0663861233709,0.754272355889864,0.699099166031893,0.7987762723334882,0.2906584894416458,-0.409472121106133,0.9537245557852028,0.9514563106796116,0.9320388349514565,0.7199732464476131,0.0985329278164293,0.9862746731233352,0.95784270271021,0.9953785746659785,-0.0046583729959175,0.0829506704008769,0.513345098065171,0.5308964197468302,0.439346390963711,0.4584032870509588,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
paired103,29,blocks.29,581664.692243433,0.7347424692031849,728901.1104391324,0.6585977518768407,0.6351950529979548,0.7723261605488974,0.3836455548040605,-0.6696550389446757,0.980692178017062,0.9223300970873788,0.8737864077669902,0.6424858311913186,0.0985329278164293,0.9870771051095454,0.9465996842740184,0.9982337899092384,0.0080856484738501,0.0874200770133159,0.4261067453329324,0.4383496198631425,0.359198282165392,0.3731048677728946,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
paired103,30,blocks.30,488258108875.79504,0.9218611960838252,304980547264.4456,1.096948802127922,0.8012569102660257,0.9764308587425284,0.425508453245189,-0.9911425766027548,0.999861887879484,0.941747572815534,0.8932038834951457,0.8064350856807301,0.0985329278164293,0.999319518809992,0.9943959595407704,0.9999385602057156,0.0250390962733096,0.0739694950524232,0.508651781536281,0.5134559260294498,0.4484310772070444,0.4513714188174638,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
paired103,31,blocks.31,488258108875.79504,0.9218611960838252,304980547264.4456,1.096948802127922,0.8012569102660257,0.9764308587425284,0.425508453245189,-0.9911425766027548,0.999861887879484,0.941747572815534,0.8932038834951457,0.8064350856807301,0.0985329278164293,0.9993191130064892,0.9948208573125772,0.9999424814817568,0.0276729674808103,0.076420075634271,0.5074854477696553,0.5121235373371911,0.4494728734368566,0.4528042644334509,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375,0.0004997501249375
