family,spearman_geodesic_speciestree
adam_metallopeptidase,0.44008605099885906
adamts_metallopeptidase,0.44408922047937754
adrenoceptor,0.6046907607034758
alcohol_dehydrogenase,0.2357455378845753
aldehyde_dehydrogenase,0.47466324571174545
aldo_keto_reductase,0.6572931178090902
alkaline_phosphatase,0.4706485464999397
arachidonate_lipoxygenase,0.5768618316179333
arf_gtpase,0.4346487468226454
carbonic_anhydrase,0.2978534386300605
cxc_chemokine_receptor,0.45741348998606707
cytochrome_p450,0.5958498322099519
dopamine_receptor,0.4145535797448801
ectonucleotide_pyrophosphatase,0.40944872157541645
ferritin,0.29399404749323366
flavin_monooxygenase,0.5669261333870566
globins,0.5236798544233806
glutamate_metabotropic,0.31482833791795595
glutaredoxin,0.3986763980921255
glutathione_peroxidase,0.40632929316024213
glutathione_s_transferase,0.26612934952235506
guanylate_binding_protein,0.48649538866930164
heme_oxygenase,0.17978436657681937
histamine_receptor,0.39041214399367163
histone_deacetylase_classI,0.43563900099752356
histone_h4,-0.029399585921325053
hox,0.5723835387752185
m14_carboxypeptidase,0.4387856431705985
matrix_metalloproteinase,0.4854642355956083
metallothionein,0.40528062509499674
muscarinic_receptor,0.6952670078478205
nadph_oxidase,0.4857386668027606
nitric_oxide_synthase,0.5369353877091091
olfactory_receptors,0.43624559881597785
opsins,0.2434543192695767
p2y_receptor,0.40446880995262163
peroxidase,0.6410663291611003
peroxiredoxin,0.5562259547505002
phosphodiesterase,0.41160842923818547
rab_gtpase,0.39888489281162526
ras_gtpases,0.3697055225332122
rho_gtpase,0.5232908081358211
serine_protease,0.41862540341041465
serotonin_receptor,0.5754211293670202
steap_metalloreductase,0.4202850040389774
sulfotransferase,0.5028359671863492
taste2_receptor,0.4777167177302237
udp_glucuronosyltransferase,0.42902480072752486
