family,spearman_geodesic_patristic
adam_metallopeptidase,0.6367266583150824
adamts_metallopeptidase,0.5983207653251312
adrenoceptor,0.779261760623186
alcohol_dehydrogenase,0.8194527397735953
aldehyde_dehydrogenase,0.6395715707792989
aldo_keto_reductase,0.7063691587351416
alkaline_phosphatase,0.4693015962365807
arachidonate_lipoxygenase,0.6120663462124954
arf_gtpase,0.5568539965797388
carbonic_anhydrase,0.6281383037647342
cxc_chemokine_receptor,0.7060752655933425
cytochrome_p450,0.7029934967237137
dopamine_receptor,0.5824677298762433
ectonucleotide_pyrophosphatase,0.6900169029372055
ferritin,0.8945043486312958
flavin_monooxygenase,0.6106569351248174
globins,0.7426358540890338
glutamate_metabotropic,0.42759365994813536
glutaredoxin,0.7350182929569633
glutathione_peroxidase,0.5547891344957654
glutathione_s_transferase,0.4066293133633104
guanylate_binding_protein,0.6990118577075097
heme_oxygenase,0.6110615799295045
histamine_receptor,0.6301316351479752
histone_deacetylase_classI,0.5040419177681659
hox,0.6939723253411589
m14_carboxypeptidase,0.630077999637612
matrix_metalloproteinase,0.5943538961692649
metallothionein,0.20687211876174194
muscarinic_receptor,0.7213074939090584
nadph_oxidase,0.60174009723021
nitric_oxide_synthase,0.7850434299367052
olfactory_receptors,0.621356245244996
opsins,0.6270363847265511
p2y_receptor,0.6861752110365842
peroxidase,0.6210825833077394
peroxiredoxin,0.652659557143197
phosphodiesterase,0.5361276851973464
rab_gtpase,0.5522269086433047
ras_gtpases,0.5271227769973312
rho_gtpase,0.6171729485207645
serine_protease,0.6007817110972299
serotonin_receptor,0.6457823298501009
steap_metalloreductase,0.4228659357194046
sulfotransferase,0.6630068829744216
taste2_receptor,0.6034530524283472
udp_glucuronosyltransferase,0.5148952996489549
