family,spearman_geodesic_kmer
adam_metallopeptidase,0.7166455368089696
adamts_metallopeptidase,0.6627853599978194
adrenoceptor,0.7685794342359208
alcohol_dehydrogenase,0.652864782276547
aldehyde_dehydrogenase,0.708673237328898
aldo_keto_reductase,0.6561351300663749
alkaline_phosphatase,0.7546004047552034
arachidonate_lipoxygenase,0.8063739386002595
arf_gtpase,0.7080201884686351
carbonic_anhydrase,0.5784488244179623
cxc_chemokine_receptor,0.8188073615041582
cytochrome_p450,0.7421236725284104
dopamine_receptor,0.6798348065449094
ectonucleotide_pyrophosphatase,0.7273830898806294
ferritin,0.8711199679615675
flavin_monooxygenase,0.6990917815568995
globins,0.8489211971451341
glutamate_metabotropic,0.4728944596206092
glutaredoxin,0.7694933842963839
glutathione_peroxidase,0.8052932737289259
glutathione_s_transferase,0.5463897690086438
guanylate_binding_protein,0.7295783926218709
heme_oxygenase,0.6559091851544682
histamine_receptor,0.7770925156823602
histone_deacetylase_classI,0.7460223724497022
histone_h4,0.8338748208313426
hox,0.7991634820435671
m14_carboxypeptidase,0.6972026513110042
matrix_metalloproteinase,0.7278732957642398
metallothionein,0.5808244935847974
muscarinic_receptor,0.765803634934252
nadph_oxidase,0.7035290192155252
nitric_oxide_synthase,0.9002542461095687
olfactory_receptors,0.721905420402607
opsins,0.7048436944629547
p2y_receptor,0.7398175260394922
peroxidase,0.7895635422876837
peroxiredoxin,0.7234698147929326
phosphodiesterase,0.6360154212632793
rab_gtpase,0.707703925996902
ras_gtpases,0.7464125716595137
rho_gtpase,0.7869770059929934
serine_protease,0.6572918356439378
serotonin_receptor,0.7488112227951611
steap_metalloreductase,0.6217772972956441
sulfotransferase,0.7558080778757101
taste2_receptor,0.6604289747167977
udp_glucuronosyltransferase,0.5903981994028119
