family,spearman_geodesic_kmer
adam_metallopeptidase,0.5927087074520934
adamts_metallopeptidase,0.6232772565900173
adrenoceptor,0.7657425321533473
alcohol_dehydrogenase,0.5103340509757621
aldehyde_dehydrogenase,0.5518520175694613
aldo_keto_reductase,0.5161389977958692
alkaline_phosphatase,0.3894629622183801
arachidonate_lipoxygenase,0.694083435581653
arf_gtpase,0.626013561960191
carbonic_anhydrase,0.5504318161565384
cxc_chemokine_receptor,0.8231801445383565
cytochrome_p450,0.6265840899091912
dopamine_receptor,0.6762542057267712
ectonucleotide_pyrophosphatase,0.6343192373269521
ferritin,0.8289483849374499
flavin_monooxygenase,0.4965621681911691
globins,0.7598183527747048
glutamate_metabotropic,0.6292626621504449
glutaredoxin,0.7465892321695707
glutathione_peroxidase,0.7618059767595142
glutathione_s_transferase,0.5165616697662282
guanylate_binding_protein,0.5157444005270091
heme_oxygenase,0.7546858801575783
histamine_receptor,0.7670560905526416
histone_deacetylase_classI,0.5755502500022848
histone_h4,0.6559802516324256
hox,0.761578247353443
m14_carboxypeptidase,0.6588409087552046
matrix_metalloproteinase,0.6606775308982547
metallothionein,0.5471153795539484
muscarinic_receptor,0.8167883069830552
nadph_oxidase,0.4829492655351044
nitric_oxide_synthase,0.7701279356265056
olfactory_receptors,0.6396441296105789
opsins,0.6376674259780658
p2y_receptor,0.7526821919762343
peroxidase,0.6157408043076003
peroxiredoxin,0.6076894463114282
phosphodiesterase,0.596024178507665
rab_gtpase,0.6034268101936356
ras_gtpases,0.6926612777436468
rho_gtpase,0.7059412352896476
serine_protease,0.5908404223870538
serotonin_receptor,0.7280069940221111
steap_metalloreductase,0.5306582983954597
sulfotransferase,0.5057382957917335
taste2_receptor,0.6267344806583078
udp_glucuronosyltransferase,0.43797119398723683
