family,spearman_geodesic_speciestree
adam_metallopeptidase,0.3665719876629443
adamts_metallopeptidase,0.4177213852102486
adrenoceptor,0.630485083892448
alcohol_dehydrogenase,0.41232724494756573
aldehyde_dehydrogenase,0.42228426278087805
aldo_keto_reductase,0.4678069170809782
alkaline_phosphatase,0.41477691555090934
arachidonate_lipoxygenase,0.5443649317133397
arf_gtpase,0.4097226383356402
carbonic_anhydrase,0.3380095089267846
cxc_chemokine_receptor,0.4651070462877383
cytochrome_p450,0.4723878587149221
dopamine_receptor,0.5329148404833572
ectonucleotide_pyrophosphatase,0.4264430824782603
ferritin,0.4079059938743733
flavin_monooxygenase,0.4286220350518823
globins,0.4881957315439555
glutamate_metabotropic,0.40012101180862586
glutaredoxin,0.38809729812289545
glutathione_peroxidase,0.43718313243728296
glutathione_s_transferase,0.2885584638335223
guanylate_binding_protein,0.4901844532279314
heme_oxygenase,0.41852581380883264
histamine_receptor,0.3300921478718282
histone_deacetylase_classI,0.3736603087508916
histone_h4,0.1014174231565536
hox,0.5783893229015289
m14_carboxypeptidase,0.4546914719497274
matrix_metalloproteinase,0.4827264036380545
metallothionein,0.4039166797344831
muscarinic_receptor,0.647594209140422
nadph_oxidase,0.26272219154212645
nitric_oxide_synthase,0.5763305217980518
olfactory_receptors,0.38187616774831484
opsins,0.24948543366010756
p2y_receptor,0.5429442397146291
peroxidase,0.5465433376365962
peroxiredoxin,0.509201209798406
phosphodiesterase,0.42342440426436523
rab_gtpase,0.40277481783329977
ras_gtpases,0.4373344684970101
rho_gtpase,0.46499420237623046
serine_protease,0.46814847136754134
serotonin_receptor,0.5682720135884203
steap_metalloreductase,0.5306188806267386
sulfotransferase,0.386510131775193
taste2_receptor,0.5063482716424514
udp_glucuronosyltransferase,0.5406833807903326
