family,spearman_geodesic_patristic
adam_metallopeptidase,0.5689671854988645
adamts_metallopeptidase,0.6017399610080809
adrenoceptor,0.7993443166983033
alcohol_dehydrogenase,0.46283075213556485
aldehyde_dehydrogenase,0.518154563908439
aldo_keto_reductase,0.4466413125497539
alkaline_phosphatase,0.19978757053060456
arachidonate_lipoxygenase,0.6352190168115835
arf_gtpase,0.5164674040924634
carbonic_anhydrase,0.5554338440799739
cxc_chemokine_receptor,0.7495295714397541
cytochrome_p450,0.5981804246658723
dopamine_receptor,0.6607535514714284
ectonucleotide_pyrophosphatase,0.6475014360733388
ferritin,0.8064783081755879
flavin_monooxygenase,0.4941572169204259
globins,0.7181877195098622
glutamate_metabotropic,0.5765974885144476
glutaredoxin,0.777395499469083
glutathione_peroxidase,0.549951653032948
glutathione_s_transferase,0.4463454167037567
guanylate_binding_protein,0.5756916996047431
heme_oxygenase,0.8264461953141198
histamine_receptor,0.6489407295721226
histone_deacetylase_classI,0.2672485853937787
hox,0.7105853976400284
m14_carboxypeptidase,0.6255376884771161
matrix_metalloproteinase,0.620914711827705
metallothionein,0.3336520648504973
muscarinic_receptor,0.8352195164959552
nadph_oxidase,0.41414071107961714
nitric_oxide_synthase,0.7864931925382606
olfactory_receptors,0.6338976661388537
opsins,0.5924769157264546
p2y_receptor,0.6844502215847813
peroxidase,0.5491742187498376
peroxiredoxin,0.563415486060374
phosphodiesterase,0.5182393912953805
rab_gtpase,0.5354290852191185
ras_gtpases,0.550378711417332
rho_gtpase,0.5870807251703531
serine_protease,0.5441865047506134
serotonin_receptor,0.672069352556657
steap_metalloreductase,0.3205553645826977
sulfotransferase,0.5033804616823032
taste2_receptor,0.6221618235404679
udp_glucuronosyltransferase,0.5345616207915673
