family,spearman_geodesic_patristic
adam_metallopeptidase,0.48427848736726586
adamts_metallopeptidase,0.39193330754484557
adrenoceptor,0.8033468191931887
alcohol_dehydrogenase,0.4782137648447808
aldehyde_dehydrogenase,0.4014743667046097
aldo_keto_reductase,0.46702266717670265
alkaline_phosphatase,0.2006587323924785
arachidonate_lipoxygenase,0.5910696953113742
arf_gtpase,0.4683351306332301
carbonic_anhydrase,0.4706381025890825
cxc_chemokine_receptor,0.5836512813989653
cytochrome_p450,0.5909607307934323
dopamine_receptor,0.6463604811170633
ectonucleotide_pyrophosphatase,0.580769611075849
ferritin,0.7444048550070406
flavin_monooxygenase,0.5195914689823651
globins,0.7526775014756278
glutamate_metabotropic,0.3333456733576418
glutaredoxin,0.7107419470161955
glutathione_peroxidase,0.5455362741940424
glutathione_s_transferase,0.4114775626027726
guanylate_binding_protein,0.8111330698287219
heme_oxygenase,0.6371034625751606
histamine_receptor,0.5500491917395802
histone_deacetylase_classI,0.15345381720173562
hox,0.6544430034757521
m14_carboxypeptidase,0.5163551292890148
matrix_metalloproteinase,0.5870184166416675
metallothionein,0.43814216459457334
muscarinic_receptor,0.6672024907099534
nadph_oxidase,0.31536915493521184
nitric_oxide_synthase,0.6509907354411157
olfactory_receptors,0.5778611742872046
opsins,0.5152470207711269
p2y_receptor,0.48359387804071535
peroxidase,0.4481949256868186
peroxiredoxin,0.6517874614137981
phosphodiesterase,0.43231355723566883
rab_gtpase,0.48014558659700746
ras_gtpases,0.4785207570937036
rho_gtpase,0.4693121979815408
serine_protease,0.536004756625796
serotonin_receptor,0.6053499338030534
steap_metalloreductase,0.3556295785593522
sulfotransferase,0.5129751988464564
taste2_receptor,0.6841720519113178
udp_glucuronosyltransferase,0.41762601612469785
