family,spearman_geodesic_gc
adam_metallopeptidase,0.3832137578237406
adamts_metallopeptidase,0.41584605036841754
adrenoceptor,0.7313854295939378
alcohol_dehydrogenase,0.12670575830092956
aldehyde_dehydrogenase,0.39662631180825914
aldo_keto_reductase,0.4551289881821406
alkaline_phosphatase,0.3504132317082987
arachidonate_lipoxygenase,0.6101242970768342
arf_gtpase,0.4860670096449835
carbonic_anhydrase,0.3622770328936416
cxc_chemokine_receptor,0.6116565381780598
cytochrome_p450,0.4970312240584653
dopamine_receptor,0.6590699951855769
ectonucleotide_pyrophosphatase,0.5213054704404713
ferritin,0.5855326106680725
flavin_monooxygenase,0.46578095440259554
globins,0.6524155962391177
glutamate_metabotropic,0.4946978908981617
glutaredoxin,0.5687802829991424
glutathione_peroxidase,0.6470658879480486
glutathione_s_transferase,0.37147913022871587
guanylate_binding_protein,0.5893647283590995
heme_oxygenase,0.644488101232488
histamine_receptor,0.549139656661268
histone_deacetylase_classI,0.3673283318061071
histone_h4,0.8381107022161056
hox,0.5772123033250424
m14_carboxypeptidase,0.4713885151303552
matrix_metalloproteinase,0.5473544293883694
metallothionein,0.22000428701508024
muscarinic_receptor,0.7651504167784349
nadph_oxidase,0.2134729888097714
nitric_oxide_synthase,0.6135372283085317
olfactory_receptors,0.5666257338752546
opsins,0.36945470888443216
p2y_receptor,0.45703948450814336
peroxidase,0.4091221067307341
peroxiredoxin,0.4643302043426087
phosphodiesterase,0.38876565537913765
rab_gtpase,0.4429880801048788
ras_gtpases,0.44721519179701824
rho_gtpase,0.5170332826565432
serine_protease,0.5130648206817534
serotonin_receptor,0.5340106413047064
steap_metalloreductase,0.4414552952687663
sulfotransferase,0.44542525688794055
taste2_receptor,0.6168837017727057
udp_glucuronosyltransferase,0.3517035848739272
