family,spearman_geodesic_speciestree
adam_metallopeptidase,0.3965276671348685
adamts_metallopeptidase,0.31925370665759684
adrenoceptor,0.6380143707587259
alcohol_dehydrogenase,0.33057851239669417
aldehyde_dehydrogenase,0.4183495786647935
aldo_keto_reductase,0.5081917978780361
alkaline_phosphatase,0.3784293621754922
arachidonate_lipoxygenase,0.5855360388834291
arf_gtpase,0.45473089104672293
carbonic_anhydrase,0.5280102385695213
cxc_chemokine_receptor,0.4312515072483612
cytochrome_p450,0.5218680499684764
dopamine_receptor,0.5135194857053882
ectonucleotide_pyrophosphatase,0.4395016402322303
ferritin,0.360356647150416
flavin_monooxygenase,0.48947384041840103
globins,0.4960100690628795
glutamate_metabotropic,0.3300934036240932
glutaredoxin,0.49389667459811354
glutathione_peroxidase,0.5047710583496202
glutathione_s_transferase,0.42555212181536595
guanylate_binding_protein,0.49571805006587605
heme_oxygenase,0.40399129172714077
histamine_receptor,0.37481754993744343
histone_deacetylase_classI,0.34816161621966224
histone_h4,-0.1829272177098264
hox,0.5445422105658175
m14_carboxypeptidase,0.4683998760196293
matrix_metalloproteinase,0.48396503811184244
metallothionein,0.49850997464970404
muscarinic_receptor,0.7032755902188819
nadph_oxidase,0.24555518492459957
nitric_oxide_synthase,0.4779740572472015
olfactory_receptors,0.43945867015023937
opsins,0.3315404559293307
p2y_receptor,0.42507309976500923
peroxidase,0.4230127359882986
peroxiredoxin,0.5915594249920825
phosphodiesterase,0.45348347478486484
rab_gtpase,0.4679017424147257
ras_gtpases,0.45268626679535273
rho_gtpase,0.47639020225067535
serine_protease,0.49216418713330967
serotonin_receptor,0.5772620417164095
steap_metalloreductase,0.4850160277385831
sulfotransferase,0.4560114833746951
taste2_receptor,0.4667237279098073
udp_glucuronosyltransferase,0.5713025981742559
