family,spearman_geodesic_patristic
adam_metallopeptidase,0.548989404799858
adamts_metallopeptidase,0.4697857229936646
adrenoceptor,0.7977978849471715
alcohol_dehydrogenase,0.4709771511910549
aldehyde_dehydrogenase,0.4341261076741524
aldo_keto_reductase,0.4631024825608132
alkaline_phosphatase,0.227376596571643
arachidonate_lipoxygenase,0.6396953918687274
arf_gtpase,0.484763650679123
carbonic_anhydrase,0.46700983392986734
cxc_chemokine_receptor,0.6445354300115393
cytochrome_p450,0.6147385234524346
dopamine_receptor,0.6658447334523194
ectonucleotide_pyrophosphatase,0.6523356744530878
ferritin,0.7151368200891567
flavin_monooxygenase,0.5526690551874057
globins,0.7621681178627351
glutamate_metabotropic,0.43646312019319267
glutaredoxin,0.7977710516170904
glutathione_peroxidase,0.5772631922168019
glutathione_s_transferase,0.5071822630639812
guanylate_binding_protein,0.8876811594202898
heme_oxygenase,0.6913228281152809
histamine_receptor,0.5916168813498448
histone_deacetylase_classI,0.18165586102291142
hox,0.6772128469595062
m14_carboxypeptidase,0.5995814463694159
matrix_metalloproteinase,0.6065476488611518
metallothionein,0.3821912549631489
muscarinic_receptor,0.7212712317169976
nadph_oxidase,0.37698937470259225
nitric_oxide_synthase,0.6561861584831495
olfactory_receptors,0.6524861143045056
opsins,0.5356939057647461
p2y_receptor,0.5341330586836026
peroxidase,0.46663417286099895
peroxiredoxin,0.6129330469083762
phosphodiesterase,0.4470593673590908
rab_gtpase,0.482894839216189
ras_gtpases,0.4753980520964485
rho_gtpase,0.5016201359716114
serine_protease,0.5766041656938181
serotonin_receptor,0.6361833835209765
steap_metalloreductase,0.3319419373080947
sulfotransferase,0.5674202500275676
taste2_receptor,0.6882805091537422
udp_glucuronosyltransferase,0.5209653833985385
