family,spearman_geodesic_gc
adam_metallopeptidase,0.3741382010554448
adamts_metallopeptidase,0.42481793766428033
adrenoceptor,0.6633340200001177
alcohol_dehydrogenase,0.2778247567722131
aldehyde_dehydrogenase,0.36859057756796804
aldo_keto_reductase,0.4748342373869542
alkaline_phosphatase,0.26987791556372687
arachidonate_lipoxygenase,0.5785192118821516
arf_gtpase,0.491130819401663
carbonic_anhydrase,0.3485652180503068
cxc_chemokine_receptor,0.6603624151243933
cytochrome_p450,0.4759949837437445
dopamine_receptor,0.5676133085093127
ectonucleotide_pyrophosphatase,0.47328259605531003
ferritin,0.555407332850423
flavin_monooxygenase,0.4483484766617429
globins,0.6258671610810472
glutamate_metabotropic,0.4955737395092823
glutaredoxin,0.5769250478754416
glutathione_peroxidase,0.6075544040190392
glutathione_s_transferase,0.38245204439838243
guanylate_binding_protein,0.5357898013853647
heme_oxygenase,0.5824102343548819
histamine_receptor,0.5307717609671067
histone_deacetylase_classI,0.3434618426853442
histone_h4,0.707585656834375
hox,0.5418388242823763
m14_carboxypeptidase,0.4271988436528753
matrix_metalloproteinase,0.5065688636055382
metallothionein,0.15023559120430813
muscarinic_receptor,0.7112341198954637
nadph_oxidase,0.2524572923226519
nitric_oxide_synthase,0.5697150758232795
olfactory_receptors,0.5148159602271949
opsins,0.3410259290244239
p2y_receptor,0.41512979482084117
peroxidase,0.4643613961667086
peroxiredoxin,0.3962600277662168
phosphodiesterase,0.37193849848915994
rab_gtpase,0.4034462141918429
ras_gtpases,0.4089087260988784
rho_gtpase,0.5162801492322281
serine_protease,0.4634684219635007
serotonin_receptor,0.5410705944931548
steap_metalloreductase,0.35778696597450416
sulfotransferase,0.4048561707147408
taste2_receptor,0.44707405479349444
udp_glucuronosyltransferase,0.2648972611205028
