family,spearman_geodesic_kmer
adam_metallopeptidase,0.6077352091948435
adamts_metallopeptidase,0.5081575916245024
adrenoceptor,0.8200192839963975
alcohol_dehydrogenase,0.5883950274324605
aldehyde_dehydrogenase,0.5259047703301821
aldo_keto_reductase,0.6093862444657201
alkaline_phosphatase,0.3163557288944286
arachidonate_lipoxygenase,0.7566863123408142
arf_gtpase,0.6496084869474602
carbonic_anhydrase,0.6252556019363601
cxc_chemokine_receptor,0.7211211852297904
cytochrome_p450,0.6589714926445026
dopamine_receptor,0.752153238153725
ectonucleotide_pyrophosphatase,0.6619583209847126
ferritin,0.7083885993986302
flavin_monooxygenase,0.5582314701832265
globins,0.8194358516418786
glutamate_metabotropic,0.5564711728125696
glutaredoxin,0.8196051083582151
glutathione_peroxidase,0.8351349120044166
glutathione_s_transferase,0.7047594659975369
guanylate_binding_protein,0.8702898550724636
heme_oxygenase,0.8177275554634045
histamine_receptor,0.7158968493088836
histone_deacetylase_classI,0.5855903434968687
histone_h4,0.6114030896639594
hox,0.7481620869927529
m14_carboxypeptidase,0.6594145913889066
matrix_metalloproteinase,0.70090564213476
metallothionein,0.6819263647209507
muscarinic_receptor,0.7838575965631197
nadph_oxidase,0.4398181140619663
nitric_oxide_synthase,0.7191320435316558
olfactory_receptors,0.7410993021239056
opsins,0.6291168531024445
p2y_receptor,0.635642153700161
peroxidase,0.5304252763760344
peroxiredoxin,0.7253884603699603
phosphodiesterase,0.5801714442883664
rab_gtpase,0.6673934970088864
ras_gtpases,0.6739319208428314
rho_gtpase,0.6770224214026728
serine_protease,0.6556000729693271
serotonin_receptor,0.7179243822599739
steap_metalloreductase,0.503496470500126
sulfotransferase,0.6133492398696481
taste2_receptor,0.7023222630855951
udp_glucuronosyltransferase,0.4388020773047511
