family,spearman_geodesic_speciestree
adam_metallopeptidase,0.28280304202639484
adamts_metallopeptidase,0.20214348991705985
adrenoceptor,0.580532230106526
alcohol_dehydrogenase,0.2771581359816654
aldehyde_dehydrogenase,0.2176831760615924
aldo_keto_reductase,0.3927520816232828
alkaline_phosphatase,0.22932330827067668
arachidonate_lipoxygenase,0.45217569272463315
arf_gtpase,0.2724943463822214
carbonic_anhydrase,0.2630361078685684
cxc_chemokine_receptor,0.4002708258618484
cytochrome_p450,0.3531142906944231
dopamine_receptor,0.455562540947109
ectonucleotide_pyrophosphatase,0.3099393715356763
ferritin,0.2946488333026347
flavin_monooxygenase,0.31528045172703123
globins,0.36816247718395007
glutamate_metabotropic,0.18867881690171584
glutaredoxin,0.2883414195067008
glutathione_peroxidase,0.3191061624935845
glutathione_s_transferase,0.20752771776425252
guanylate_binding_protein,0.3561923583662714
heme_oxygenase,0.33093510263321585
histamine_receptor,0.2485688167178295
histone_deacetylase_classI,0.15054655989747068
histone_h4,-0.17068004459308808
hox,0.47573313175053117
m14_carboxypeptidase,0.2673790950342015
matrix_metalloproteinase,0.3774575365750013
metallothionein,0.2916690534106167
muscarinic_receptor,0.5607487660484708
nadph_oxidase,0.11679373648651141
nitric_oxide_synthase,0.4120430902511048
olfactory_receptors,0.38234705371037203
opsins,0.23676309065656528
p2y_receptor,0.41740980636708297
peroxidase,0.32538915731698315
peroxiredoxin,0.39739900297764585
phosphodiesterase,0.29414617272642135
rab_gtpase,0.24498329851650932
ras_gtpases,0.3060389950595195
rho_gtpase,0.33787268921558644
serine_protease,0.38998936267052325
serotonin_receptor,0.48317026457526185
steap_metalloreductase,0.2269323657344918
sulfotransferase,0.2473315440391215
taste2_receptor,0.44819939148480864
udp_glucuronosyltransferase,0.4766704477934425
