family,spearman_geodesic_patristic
adam_metallopeptidase,0.4018894502856711
adamts_metallopeptidase,0.2868189170423571
adrenoceptor,0.7772661285476818
alcohol_dehydrogenase,0.4601013959302729
aldehyde_dehydrogenase,0.3178072651909953
aldo_keto_reductase,0.4436481928458006
alkaline_phosphatase,0.14316204950879874
arachidonate_lipoxygenase,0.543344718256577
arf_gtpase,0.5030580810449233
carbonic_anhydrase,0.5291793540541068
cxc_chemokine_receptor,0.6612101176192592
cytochrome_p450,0.45299989265316803
dopamine_receptor,0.584785441530413
ectonucleotide_pyrophosphatase,0.47437757019460075
ferritin,0.763586893614794
flavin_monooxygenase,0.3055321339250049
globins,0.6123847301880787
glutamate_metabotropic,0.37475390299161454
glutaredoxin,0.6928939953405844
glutathione_peroxidase,0.4134238845778196
glutathione_s_transferase,0.39057809818949396
guanylate_binding_protein,0.4353754940711462
heme_oxygenase,0.7254198631557122
histamine_receptor,0.49165010547133675
histone_deacetylase_classI,0.31853175599190986
hox,0.663790209632751
m14_carboxypeptidase,0.4067650127819023
matrix_metalloproteinase,0.4683874509344853
metallothionein,0.3643355649581127
muscarinic_receptor,0.6818568633059016
nadph_oxidase,0.21134583452918598
nitric_oxide_synthase,0.5764465030693829
olfactory_receptors,0.6182095317127889
opsins,0.4976941659210219
p2y_receptor,0.5270353700965289
peroxidase,0.349838734424816
peroxiredoxin,0.5360839130531208
phosphodiesterase,0.39334050250774416
rab_gtpase,0.4705083123876431
ras_gtpases,0.539774174391844
rho_gtpase,0.5642345983321314
serine_protease,0.42233570295756545
serotonin_receptor,0.5455236514163708
steap_metalloreductase,0.196019496399111
sulfotransferase,0.33647641807849793
taste2_receptor,0.6373785548371034
udp_glucuronosyltransferase,0.35142911158953943
