family,spearman_geodesic_gc
adam_metallopeptidase,0.29600990629613255
adamts_metallopeptidase,0.25320779213461014
adrenoceptor,0.5583627462818832
alcohol_dehydrogenase,0.28143638831946316
aldehyde_dehydrogenase,0.17145132697266247
aldo_keto_reductase,0.31306078859067143
alkaline_phosphatase,0.30369705206662523
arachidonate_lipoxygenase,0.329292007832943
arf_gtpase,0.382798776598699
carbonic_anhydrase,0.31719464913850154
cxc_chemokine_receptor,0.49541778385908614
cytochrome_p450,0.32504150273695687
dopamine_receptor,0.38745696036504623
ectonucleotide_pyrophosphatase,0.2635049048492842
ferritin,0.41898829935352616
flavin_monooxygenase,0.26935400423375355
globins,0.4904105115891737
glutamate_metabotropic,0.31601744377927043
glutaredoxin,0.4517720710104098
glutathione_peroxidase,0.43855952567825834
glutathione_s_transferase,0.28963906639113757
guanylate_binding_protein,0.24229107295739086
heme_oxygenase,0.4938186492843103
histamine_receptor,0.2853694582231867
histone_deacetylase_classI,0.18401931280409395
histone_h4,0.708788762795347
hox,0.4790475770712628
m14_carboxypeptidase,0.2249367395306618
matrix_metalloproteinase,0.332042780069331
metallothionein,0.07623422559596298
muscarinic_receptor,0.5140768985243167
nadph_oxidase,0.11947675386031231
nitric_oxide_synthase,0.47240784853830015
olfactory_receptors,0.41768857325489783
opsins,0.25240611322934914
p2y_receptor,0.2508819398715943
peroxidase,0.34192578397014406
peroxiredoxin,0.41686468954147965
phosphodiesterase,0.2328474284367048
rab_gtpase,0.2857046752847633
ras_gtpases,0.30914891243589143
rho_gtpase,0.3890829036297964
serine_protease,0.3164983554564818
serotonin_receptor,0.3537981472499826
steap_metalloreductase,0.27555727823230386
sulfotransferase,0.23394170882670481
taste2_receptor,0.4139990493989685
udp_glucuronosyltransferase,0.09962999102428692
