family,spearman_geodesic_patristic
adam_metallopeptidase,0.5250532104509494
adamts_metallopeptidase,0.46703333063679964
adrenoceptor,0.8070258738909156
alcohol_dehydrogenase,0.5201481355451544
aldehyde_dehydrogenase,0.4655721845038334
aldo_keto_reductase,0.43574997259698595
alkaline_phosphatase,0.18639178159301997
arachidonate_lipoxygenase,0.6225502833640292
arf_gtpase,0.516988573993044
carbonic_anhydrase,0.5549459456049671
cxc_chemokine_receptor,0.758531963261141
cytochrome_p450,0.5610030135672458
dopamine_receptor,0.6406226624068843
ectonucleotide_pyrophosphatase,0.5983911002545199
ferritin,0.777924946478771
flavin_monooxygenase,0.4359979835044296
globins,0.7081436413990724
glutamate_metabotropic,0.5066792263889688
glutaredoxin,0.7516453885741581
glutathione_peroxidase,0.51908734418841
glutathione_s_transferase,0.41570561818247204
guanylate_binding_protein,0.6101449275362318
heme_oxygenase,0.8060854240099523
histamine_receptor,0.6002570823932492
histone_deacetylase_classI,0.31672134572118943
hox,0.6869817685806776
m14_carboxypeptidase,0.5755160863746105
matrix_metalloproteinase,0.5678577117899758
metallothionein,0.4032280315340402
muscarinic_receptor,0.8066908974752778
nadph_oxidase,0.37436110058451716
nitric_oxide_synthase,0.6875290341488246
olfactory_receptors,0.6479567201835933
opsins,0.5466993736864771
p2y_receptor,0.6538505499504664
peroxidase,0.4845691635465127
peroxiredoxin,0.5663552374600964
phosphodiesterase,0.47065219033493655
rab_gtpase,0.5300171710584355
ras_gtpases,0.5569834272439798
rho_gtpase,0.5757926541073489
serine_protease,0.5198694779730687
serotonin_receptor,0.6122914419833898
steap_metalloreductase,0.3111536415695018
sulfotransferase,0.4777763314147487
taste2_receptor,0.6408767737425006
udp_glucuronosyltransferase,0.5038515406162465
