family,spearman_geodesic_kmer
adam_metallopeptidase,0.4358587022286055
adamts_metallopeptidase,0.2706372784012091
adrenoceptor,0.6829544366164717
alcohol_dehydrogenase,0.39965275366344877
aldehyde_dehydrogenase,0.25038709315300894
aldo_keto_reductase,0.38622916145763486
alkaline_phosphatase,0.254828247088309
arachidonate_lipoxygenase,0.4834305492078054
arf_gtpase,0.47195852960745044
carbonic_anhydrase,0.41651880518987844
cxc_chemokine_receptor,0.7197334423551688
cytochrome_p450,0.4385952785363583
dopamine_receptor,0.5884064642167072
ectonucleotide_pyrophosphatase,0.37285980816281505
ferritin,0.691179310982401
flavin_monooxygenase,0.2572456060983536
globins,0.641282324177954
glutamate_metabotropic,0.30127635814643494
glutaredoxin,0.6362838574020044
glutathione_peroxidase,0.6113254498918888
glutathione_s_transferase,0.44043556959066876
guanylate_binding_protein,0.3787220026350461
heme_oxygenase,0.7149492017416544
histamine_receptor,0.4945424213416346
histone_deacetylase_classI,0.25614434437989814
histone_h4,0.6816531294792164
hox,0.6598199130356505
m14_carboxypeptidase,0.36602752412062295
matrix_metalloproteinase,0.46837229858772245
metallothionein,0.38762851103737733
muscarinic_receptor,0.6628690824566393
nadph_oxidase,0.25801474188240875
nitric_oxide_synthase,0.6413623941839083
olfactory_receptors,0.5951534107444256
opsins,0.543201423225859
p2y_receptor,0.5616703212397004
peroxidase,0.3174957012297165
peroxiredoxin,0.5297051033826308
phosphodiesterase,0.3933945541533841
rab_gtpase,0.43911885943436463
ras_gtpases,0.5284944899374294
rho_gtpase,0.527732283123936
serine_protease,0.4063959888027788
serotonin_receptor,0.5703543282141111
steap_metalloreductase,0.19258020856895086
sulfotransferase,0.3096401037189764
taste2_receptor,0.5990617277971971
udp_glucuronosyltransferase,0.19551068361228788
