family,spearman_geodesic_gc
adam_metallopeptidase,0.27182030079567215
adamts_metallopeptidase,0.2361440782188829
adrenoceptor,0.5590803115722417
alcohol_dehydrogenase,0.24835870515835057
aldehyde_dehydrogenase,0.16219056299529958
aldo_keto_reductase,0.32889997165093604
alkaline_phosphatase,0.2876201456026496
arachidonate_lipoxygenase,0.3122716736730042
arf_gtpase,0.3889775878294714
carbonic_anhydrase,0.32098667821217874
cxc_chemokine_receptor,0.5300006036552314
cytochrome_p450,0.30831151291599757
dopamine_receptor,0.40221325896828636
ectonucleotide_pyrophosphatase,0.23155417711922802
ferritin,0.4201609039267783
flavin_monooxygenase,0.2375187858390649
globins,0.4912443483320386
glutamate_metabotropic,0.2804479158438802
glutaredoxin,0.4742124224645588
glutathione_peroxidase,0.4281808672433048
glutathione_s_transferase,0.2896710303576286
guanylate_binding_protein,0.2559650030915434
heme_oxygenase,0.4522416143623599
histamine_receptor,0.25200639611194137
histone_deacetylase_classI,0.17481797517572895
histone_h4,0.7319505444413419
hox,0.46208507085990647
m14_carboxypeptidase,0.2123973274691493
matrix_metalloproteinase,0.3196937071590156
metallothionein,0.09982598181513505
muscarinic_receptor,0.5188116623129905
nadph_oxidase,0.10816156166975134
nitric_oxide_synthase,0.4721187111479625
olfactory_receptors,0.3997467128250072
opsins,0.2525871132093508
p2y_receptor,0.2681506354367294
peroxidase,0.2916413204717137
peroxiredoxin,0.3959792700638871
phosphodiesterase,0.2277750310721057
rab_gtpase,0.29208853997793616
ras_gtpases,0.29024115845830667
rho_gtpase,0.3732339754818906
serine_protease,0.2943867199068484
serotonin_receptor,0.36095700429455835
steap_metalloreductase,0.3044526272610943
sulfotransferase,0.20543264258686186
taste2_receptor,0.3951659430896002
udp_glucuronosyltransferase,0.09299999288557781
