family,spearman_geodesic_speciestree
adam_metallopeptidase,0.26181867956208654
adamts_metallopeptidase,0.19353948441625488
adrenoceptor,0.5764230179288027
alcohol_dehydrogenase,0.3081047294951038
aldehyde_dehydrogenase,0.21038454605761822
aldo_keto_reductase,0.34382332762352175
alkaline_phosphatase,0.20156004985726345
arachidonate_lipoxygenase,0.4372188818553382
arf_gtpase,0.2709984915600376
carbonic_anhydrase,0.2411196489164671
cxc_chemokine_receptor,0.4573952836233315
cytochrome_p450,0.32716411409056556
dopamine_receptor,0.4414725686851586
ectonucleotide_pyrophosphatase,0.24505677819539
ferritin,0.27764619322396583
flavin_monooxygenase,0.27632522043490954
globins,0.3809031426084302
glutamate_metabotropic,0.1667117593467677
glutaredoxin,0.3098660061119902
glutathione_peroxidase,0.30750695127282046
glutathione_s_transferase,0.19400646700665244
guanylate_binding_protein,0.40256916996047426
heme_oxygenase,0.3632386481443085
histamine_receptor,0.21481917528441147
histone_deacetylase_classI,0.15025770540363648
histone_h4,-0.1463768115942029
hox,0.4528277416927716
m14_carboxypeptidase,0.2497443504130176
matrix_metalloproteinase,0.36250325231554675
metallothionein,0.25823861707497403
muscarinic_receptor,0.5371543710676923
nadph_oxidase,0.13099395978824777
nitric_oxide_synthase,0.42152987448092877
olfactory_receptors,0.3739885902940579
opsins,0.23074348976912373
p2y_receptor,0.4189930568571251
peroxidase,0.2897830698774176
peroxiredoxin,0.3808443269261766
phosphodiesterase,0.297396986196222
rab_gtpase,0.23836279283867257
ras_gtpases,0.2754396579504765
rho_gtpase,0.324527475373306
serine_protease,0.3677567900405531
serotonin_receptor,0.4855083954302441
steap_metalloreductase,0.19976572013597568
sulfotransferase,0.23595898236972937
taste2_receptor,0.4579709632064131
udp_glucuronosyltransferase,0.4409376422745407
