family,spearman_geodesic_patristic
adam_metallopeptidase,0.3927980516995818
adamts_metallopeptidase,0.27332622800587547
adrenoceptor,0.7778839186056573
alcohol_dehydrogenase,0.4327661643169664
aldehyde_dehydrogenase,0.31485407969420764
aldo_keto_reductase,0.41769408352851933
alkaline_phosphatase,0.11656815836382398
arachidonate_lipoxygenase,0.5261755335524495
arf_gtpase,0.500473239835085
carbonic_anhydrase,0.5163461554658901
cxc_chemokine_receptor,0.7715032854180178
cytochrome_p450,0.42808651757226196
dopamine_receptor,0.6073312958987798
ectonucleotide_pyrophosphatase,0.4044003096082524
ferritin,0.7861121092346388
flavin_monooxygenase,0.27418418545860035
globins,0.6111808391572483
glutamate_metabotropic,0.3598884410096711
glutaredoxin,0.7001717959165641
glutathione_peroxidase,0.4049449863748234
glutathione_s_transferase,0.3838440554667058
guanylate_binding_protein,0.478129117259552
heme_oxygenase,0.7667841592369895
histamine_receptor,0.4936137779236893
histone_deacetylase_classI,0.33715773758971357
hox,0.6451714380294451
m14_carboxypeptidase,0.3824624872796977
matrix_metalloproteinase,0.4496366975832735
metallothionein,0.3357974601893161
muscarinic_receptor,0.6953551713847828
nadph_oxidase,0.23581313573475784
nitric_oxide_synthase,0.5904007122950273
olfactory_receptors,0.6334312135508327
opsins,0.5058392052025178
p2y_receptor,0.5391121247372286
peroxidase,0.32853814357467115
peroxiredoxin,0.5174272040191845
phosphodiesterase,0.39031656239438617
rab_gtpase,0.46804166721412815
ras_gtpases,0.5336102596704941
rho_gtpase,0.5568097034677887
serine_protease,0.4058184919508126
serotonin_receptor,0.5698116545527921
steap_metalloreductase,0.1910120549458463
sulfotransferase,0.3282993028596636
taste2_receptor,0.6106760124587148
udp_glucuronosyltransferase,0.3556363867861194
