family,spearman_geodesic_kmer
adam_metallopeptidase,0.6000197039167673
adamts_metallopeptidase,0.5078985113343353
adrenoceptor,0.7982130147651874
alcohol_dehydrogenase,0.5649281200083338
aldehyde_dehydrogenase,0.5316152172904542
aldo_keto_reductase,0.5609374899066907
alkaline_phosphatase,0.3316278664575878
arachidonate_lipoxygenase,0.7392145134514191
arf_gtpase,0.6373763951749158
carbonic_anhydrase,0.5490873247679475
cxc_chemokine_receptor,0.7343039173196072
cytochrome_p450,0.6493521740135266
dopamine_receptor,0.7256005666391856
ectonucleotide_pyrophosphatase,0.6510162229589539
ferritin,0.6471681891737033
flavin_monooxygenase,0.5058842748952488
globins,0.7964160892669853
glutamate_metabotropic,0.5277494793916858
glutaredoxin,0.7970782676624183
glutathione_peroxidase,0.7674439246806701
glutathione_s_transferase,0.6096916067273501
guanylate_binding_protein,0.8667325428194993
heme_oxygenase,0.8161621397470453
histamine_receptor,0.6504409833645838
histone_deacetylase_classI,0.5698780620357848
histone_h4,0.5940754897276637
hox,0.7431802751344124
m14_carboxypeptidase,0.6409544955913273
matrix_metalloproteinase,0.6889713386358445
metallothionein,0.6360473522951516
muscarinic_receptor,0.769469598208923
nadph_oxidase,0.43274816073797256
nitric_oxide_synthase,0.7270752176277678
olfactory_receptors,0.7131296353042467
opsins,0.629860878662904
p2y_receptor,0.632909412288467
peroxidase,0.5564291873132625
peroxiredoxin,0.6978002392652848
phosphodiesterase,0.57528388133659
rab_gtpase,0.6400156790332078
ras_gtpases,0.6469712562375879
rho_gtpase,0.6690019487890575
serine_protease,0.6293398822363423
serotonin_receptor,0.6919367021071233
steap_metalloreductase,0.5023784288503913
sulfotransferase,0.5531534856545243
taste2_receptor,0.7084206007254372
udp_glucuronosyltransferase,0.46172843793164653
