family,spearman_geodesic_speciestree
adam_metallopeptidase,0.3874587343451277
adamts_metallopeptidase,0.3181446407415423
adrenoceptor,0.6413000745120702
alcohol_dehydrogenase,0.334453781512605
aldehyde_dehydrogenase,0.41828348934095416
aldo_keto_reductase,0.47488620773899015
alkaline_phosphatase,0.39415718440486236
arachidonate_lipoxygenase,0.5648067270568727
arf_gtpase,0.4445623898068697
carbonic_anhydrase,0.4600440125565819
cxc_chemokine_receptor,0.4490208539048905
cytochrome_p450,0.5101366322578085
dopamine_receptor,0.5099203922217088
ectonucleotide_pyrophosphatase,0.4244562677873199
ferritin,0.33204011752023843
flavin_monooxygenase,0.49216279442046995
globins,0.46182952836486896
glutamate_metabotropic,0.31383024746218674
glutaredoxin,0.4597190854308808
glutathione_peroxidase,0.4616720458381531
glutathione_s_transferase,0.34973828613361574
guanylate_binding_protein,0.49980237154150187
heme_oxygenase,0.38511300020733985
histamine_receptor,0.3386870964367048
histone_deacetylase_classI,0.33817574029226194
histone_h4,-0.23290332855550253
hox,0.5432529540057756
m14_carboxypeptidase,0.4566681224144879
matrix_metalloproteinase,0.4858985205581449
metallothionein,0.4842496207450483
muscarinic_receptor,0.7012223108699284
nadph_oxidase,0.25157877840964965
nitric_oxide_synthase,0.49783421674162304
olfactory_receptors,0.4417528383083251
opsins,0.3148719949456847
p2y_receptor,0.40676431293395393
peroxidase,0.4749846935400348
peroxiredoxin,0.6004662614308134
phosphodiesterase,0.4291756683092655
rab_gtpase,0.44206931409922023
ras_gtpases,0.42837191062596297
rho_gtpase,0.46546926563959046
serine_protease,0.48090690297212174
serotonin_receptor,0.5611465939175782
steap_metalloreductase,0.4993733447187753
sulfotransferase,0.39950792394254525
taste2_receptor,0.4959753921915277
udp_glucuronosyltransferase,0.5941600882777354
