family,spearman_geodesic_patristic
adam_metallopeptidase,0.538637770092973
adamts_metallopeptidase,0.48391022612681933
adrenoceptor,0.7908861503321738
alcohol_dehydrogenase,0.46134453781512597
aldehyde_dehydrogenase,0.45491997082595714
aldo_keto_reductase,0.4409999167575942
alkaline_phosphatase,0.18827818208623162
arachidonate_lipoxygenase,0.6446557166126871
arf_gtpase,0.5041211761808745
carbonic_anhydrase,0.45423013320845074
cxc_chemokine_receptor,0.6693260954353812
cytochrome_p450,0.606830729773325
dopamine_receptor,0.6678826208657584
ectonucleotide_pyrophosphatase,0.644927019895764
ferritin,0.6854125336803782
flavin_monooxygenase,0.5193236805529651
globins,0.7603625312368357
glutamate_metabotropic,0.43326098405184904
glutaredoxin,0.8100482918044472
glutathione_peroxidase,0.5208120518507691
glutathione_s_transferase,0.44242752156135495
guanylate_binding_protein,0.893478260869565
heme_oxygenase,0.6864399751192203
histamine_receptor,0.5397756931141143
histone_deacetylase_classI,0.22748096379624333
hox,0.679772455369848
m14_carboxypeptidase,0.6107973501707483
matrix_metalloproteinase,0.605526295327866
metallothionein,0.34470801891250713
muscarinic_receptor,0.7054459854713266
nadph_oxidase,0.3609041282676368
nitric_oxide_synthase,0.6775669285933449
olfactory_receptors,0.6316903900341186
opsins,0.5430946831423771
p2y_receptor,0.543874332702879
peroxidase,0.5000004981292797
peroxiredoxin,0.5981724582596266
phosphodiesterase,0.44982993314719905
rab_gtpase,0.5030795302525235
ras_gtpases,0.48091768391751016
rho_gtpase,0.5204656938425489
serine_protease,0.5561240355256116
serotonin_receptor,0.6089193477527852
steap_metalloreductase,0.33160512566533545
sulfotransferase,0.5247693281041067
taste2_receptor,0.6912243116152604
udp_glucuronosyltransferase,0.5471558595890147
