family,spearman_geodesic_speciestree
adam_metallopeptidase,0.25139509545893596
adamts_metallopeptidase,0.19105815509941462
adrenoceptor,0.5997637591374625
alcohol_dehydrogenase,0.26337940134731574
aldehyde_dehydrogenase,0.2394492612442995
aldo_keto_reductase,0.3718596210056352
alkaline_phosphatase,0.27718360071301246
arachidonate_lipoxygenase,0.4569923466119798
arf_gtpase,0.2721111633925191
carbonic_anhydrase,0.1927002696272557
cxc_chemokine_receptor,0.4788413627305574
cytochrome_p450,0.3485429423655228
dopamine_receptor,0.4416080254857192
ectonucleotide_pyrophosphatase,0.28708293819156516
ferritin,0.30981992509544237
flavin_monooxygenase,0.3088702664786916
globins,0.36694011780647856
glutamate_metabotropic,0.19791945840997233
glutaredoxin,0.3072134571290855
glutathione_peroxidase,0.3223993529079548
glutathione_s_transferase,0.18279048086486652
guanylate_binding_protein,0.38880105401844534
heme_oxygenase,0.37695417789757407
histamine_receptor,0.18781267684793646
histone_deacetylase_classI,0.14574480791197061
histone_h4,-0.0033285555024685463
hox,0.4810653306866752
m14_carboxypeptidase,0.2547469505458197
matrix_metalloproteinase,0.3593921151632649
metallothionein,0.3493749158207358
muscarinic_receptor,0.5338955922182835
nadph_oxidase,0.13491323057044577
nitric_oxide_synthase,0.438008225896827
olfactory_receptors,0.3481148945392983
opsins,0.21398281856706203
p2y_receptor,0.45387218680583513
peroxidase,0.3443174564679967
peroxiredoxin,0.37969000566780375
phosphodiesterase,0.3045747503460818
rab_gtpase,0.24363475282737393
ras_gtpases,0.2988521460789531
rho_gtpase,0.3282173747256475
serine_protease,0.3614514278107106
serotonin_receptor,0.4823245197564582
steap_metalloreductase,0.21613918111780248
sulfotransferase,0.25153104360259515
taste2_receptor,0.4424015538929344
udp_glucuronosyltransferase,0.46014403006381616
