family,spearman_geodesic_gc
adam_metallopeptidase,0.2941709843843469
adamts_metallopeptidase,0.25470161440914546
adrenoceptor,0.5801099357005626
alcohol_dehydrogenase,0.21023515599901263
aldehyde_dehydrogenase,0.22846087774611612
aldo_keto_reductase,0.33207361451588074
alkaline_phosphatase,0.3306404461635049
arachidonate_lipoxygenase,0.3675100141255121
arf_gtpase,0.408542005489256
carbonic_anhydrase,0.27868964532343593
cxc_chemokine_receptor,0.6253020299905376
cytochrome_p450,0.3299648500568245
dopamine_receptor,0.40998200185847605
ectonucleotide_pyrophosphatase,0.25788295414892853
ferritin,0.520027091052657
flavin_monooxygenase,0.2607162547823573
globins,0.5153984246899489
glutamate_metabotropic,0.33514161399004805
glutaredoxin,0.4937820302079162
glutathione_peroxidase,0.488271785511341
glutathione_s_transferase,0.2601837668901624
guanylate_binding_protein,0.3236087022578241
heme_oxygenase,0.44700625651780557
histamine_receptor,0.26309745896282055
histone_deacetylase_classI,0.2004100914347043
histone_h4,0.8515679602828705
hox,0.5093438265823889
m14_carboxypeptidase,0.23862334048884268
matrix_metalloproteinase,0.35677005475763834
metallothionein,0.14204063067031797
muscarinic_receptor,0.5735030134427501
nadph_oxidase,0.10798917460818341
nitric_oxide_synthase,0.5019453240261016
olfactory_receptors,0.42943264811401705
opsins,0.24225701541568714
p2y_receptor,0.310572522795331
peroxidase,0.29068983026393375
peroxiredoxin,0.3939101288220911
phosphodiesterase,0.24276573400677348
rab_gtpase,0.30814640301360074
ras_gtpases,0.3405246455396138
rho_gtpase,0.40052784313766754
serine_protease,0.3089754421029561
serotonin_receptor,0.37054812480207766
steap_metalloreductase,0.2829702586354042
sulfotransferase,0.23814233093010279
taste2_receptor,0.3910337879547541
udp_glucuronosyltransferase,0.10208597896761563
