family,spearman_geodesic_patristic
adam_metallopeptidase,0.5092885469748618
adamts_metallopeptidase,0.48324651666568574
adrenoceptor,0.7967913506575945
alcohol_dehydrogenase,0.49694423223834977
aldehyde_dehydrogenase,0.4617448748863027
aldo_keto_reductase,0.41951404425046585
alkaline_phosphatase,0.16110798386340183
arachidonate_lipoxygenase,0.6374187037242002
arf_gtpase,0.5306721609428706
carbonic_anhydrase,0.5088814500672957
cxc_chemokine_receptor,0.6673506740251566
cytochrome_p450,0.5999709543706045
dopamine_receptor,0.6641460978808034
ectonucleotide_pyrophosphatase,0.6285461368631585
ferritin,0.703016664804621
flavin_monooxygenase,0.493346792873007
globins,0.7409650916295347
glutamate_metabotropic,0.4452628535046266
glutaredoxin,0.77275739009789
glutathione_peroxidase,0.5381653489143702
glutathione_s_transferase,0.4387547529810473
guanylate_binding_protein,0.8127140974967062
heme_oxygenase,0.7109993779805099
histamine_receptor,0.5464132235028721
histone_deacetylase_classI,0.22816273751131616
hox,0.6815146986794404
m14_carboxypeptidase,0.6132653075700853
matrix_metalloproteinase,0.6135274556763923
metallothionein,0.3714238362043424
muscarinic_receptor,0.7150928829464627
nadph_oxidase,0.35632535810193366
nitric_oxide_synthase,0.6563433083868742
olfactory_receptors,0.6329442829683832
opsins,0.5258078547472184
p2y_receptor,0.5622200586245137
peroxidase,0.4823815354239123
peroxiredoxin,0.6286049999500143
phosphodiesterase,0.4584141102073558
rab_gtpase,0.5172707024889467
ras_gtpases,0.4890686015891415
rho_gtpase,0.5625006292895597
serine_protease,0.548790774558541
serotonin_receptor,0.6075460036122047
steap_metalloreductase,0.3424519437514358
sulfotransferase,0.5465850807925455
taste2_receptor,0.6513085464673393
udp_glucuronosyltransferase,0.5855090245464577
