family,spearman_geodesic_gc
adam_metallopeptidase,0.3741173455375182
adamts_metallopeptidase,0.4076210896986173
adrenoceptor,0.6499439924731859
alcohol_dehydrogenase,0.2977963846839778
aldehyde_dehydrogenase,0.3603288607135207
aldo_keto_reductase,0.38525746809378897
alkaline_phosphatase,0.3115193818165526
arachidonate_lipoxygenase,0.5240412910450685
arf_gtpase,0.4746156011481314
carbonic_anhydrase,0.32980221140797095
cxc_chemokine_receptor,0.593141947567564
cytochrome_p450,0.46033516397666663
dopamine_receptor,0.5218233071591369
ectonucleotide_pyrophosphatase,0.4295500987869999
ferritin,0.47356472777795766
flavin_monooxygenase,0.392538209882762
globins,0.5923987397692521
glutamate_metabotropic,0.4506398791830361
glutaredoxin,0.5246965313175562
glutathione_peroxidase,0.5537291727016557
glutathione_s_transferase,0.3236866396988513
guanylate_binding_protein,0.5493008524108136
heme_oxygenase,0.5300929405676676
histamine_receptor,0.4516124878437434
histone_deacetylase_classI,0.318536063882189
histone_h4,0.6532466988620027
hox,0.5495434518016755
m14_carboxypeptidase,0.3852116983615238
matrix_metalloproteinase,0.4767243870116318
metallothionein,0.13513302951683814
muscarinic_receptor,0.6935523714332326
nadph_oxidase,0.24725163530815564
nitric_oxide_synthase,0.5772836228227045
olfactory_receptors,0.4944612733348152
opsins,0.3009895133351918
p2y_receptor,0.4067965499267799
peroxidase,0.44101051579768835
peroxiredoxin,0.40399164647823893
phosphodiesterase,0.35101320304842926
rab_gtpase,0.37195340509673486
ras_gtpases,0.382673743474946
rho_gtpase,0.47978031439466945
serine_protease,0.4172005986009686
serotonin_receptor,0.4963203830505235
steap_metalloreductase,0.32526930999340287
sulfotransferase,0.3773167301679171
taste2_receptor,0.3975311092952831
udp_glucuronosyltransferase,0.21842174216463528
